beta,kT,KEvirial,KE,SprPE,PE,TotE,Ethr,Rg,bd0,bd1,bd2,bd3,bd4,bd5,bd6,bd7,
  0.12452022,    8.0308242,    164.96345,    10407.948,     8795.728,   -4591.2466,     14612.43,   -603.48288, 0.00021015145,            0, 0.0002781263, 0.00048343695, 0.00059849858, 0.00064229956, 0.00059849858, 0.00048343695, 0.0002781263, 
  0.12922343,    7.7385349,    164.96528,    10029.141,     9129.619,   -4627.6723,    14531.088,     -521.925, 0.00021926888,            0, 0.00028868414, 0.0005000512, 0.00062676891, 0.00067729353, 0.00062676891, 0.0005000512, 0.00028868414, 
  0.12042395,     8.303996,    165.15839,    10761.979,    9165.8837,   -4579.7824,     15348.08,   -1338.6135, 0.00021924945,            0, 0.00028983085, 0.00049973136, 0.0006287706, 0.00067132561, 0.0006287706, 0.00049973136, 0.00028983085, 
  0.12144251,    8.2343488,    165.55019,    10671.716,    9286.6157,   -4446.5904,    15511.741,   -1502.3966, 0.00022357708,            0, 0.00029364847, 0.00050496348, 0.00063899876, 0.00070201182, 0.00063899876, 0.00050496348, 0.00029364847, 
  0.12919267,    7.7403774,    165.29088,    10031.529,    9365.1316,   -4449.7155,    14946.945,   -937.22909, 0.00021836192,            0, 0.00029613119, 0.00049708418, 0.0006217488, 0.00066386244, 0.0006217488, 0.00049708418, 0.00029613119, 
  0.12545752,    7.9708253,    164.87353,     10330.19,    8651.7219,   -4576.9164,    14404.995,   -395.42894, 0.0001987868,            0, 0.00027357274, 0.00045170835, 0.00056636561, 0.00059729546, 0.00056636561, 0.00045170835, 0.00027357274, 
  0.12461556,    8.0246798,    165.22921,    10399.985,    8960.9251,   -4608.6177,    14752.292,   -742.40724, 0.0002199964,            0, 0.00028334994, 0.00050587262, 0.0006337397, 0.00067401789, 0.0006337397, 0.00050587262, 0.00028334994, 
  0.12595787,    7.9391624,    165.29836,    10289.155,    9136.9055,   -4524.3703,     14901.69,   -891.46632,  0.000221671,            0, 0.00028891455, 0.00050140812, 0.00063755163, 0.00069098734, 0.00063755163, 0.00050140812, 0.00028891455, 
  0.12618058,    7.9251498,    165.14989,    10270.994,    9330.9084,   -4532.0583,    15069.844,   -1059.7558, 0.0002176225,            0, 0.00029504904, 0.00049966831, 0.00061635487, 0.00065981552, 0.00061635487, 0.00049966831, 0.00029504904, 
  0.12299022,    8.1307278,    165.40819,    10537.423,    8499.6576,    -4596.903,    14440.178,   -430.09592, 0.00020647556,            0, 0.00026876438, 0.00046635797, 0.00059560048, 0.00064216331, 0.00059560048, 0.00046635797, 0.00026876438, 
  0.12551233,     7.967345,    165.14012,    10325.679,    9256.0822,   -4585.6339,    14996.127,    -985.9092, 0.00021999236,            0, 0.00029268298, 0.00049991687, 0.0006259719, 0.00068273429, 0.0006259719, 0.00049991687, 0.00029268298, 
  0.12403245,    8.0624064,    165.39648,    10448.879,    9106.1672,   -4566.5564,    14988.489,   -978.75135, 0.00022328757,            0, 0.00028794258, 0.00051309192, 0.00064107709, 0.00068837796, 0.00064107709, 0.00051309192, 0.00028794258, 
  0.12073769,    8.2824179,    165.40241,    10734.014,    9436.2682,   -4558.2177,    15612.064,   -1601.7471, 0.00021360252,            0, 0.00029838058, 0.00048295907, 0.00059918829, 0.00065658452, 0.00059918829, 0.00048295907, 0.00029838058, 
  0.13122351,    7.6205855,    165.13677,    9876.2789,    9328.7781,   -4432.4415,    14772.615,     -763.808, 0.00022325562,            0, 0.00029498167, 0.00051218594, 0.00063840231, 0.00068095004, 0.00063840231, 0.00051218594, 0.00029498167, 
  0.12431088,    8.0443481,     166.1779,    10425.475,     9607.497,    -4403.103,    15629.869,    -1619.589, 0.00023174117,            0, 0.00030379494, 0.00052599656, 0.00066575072, 0.00071677423, 0.00066575072, 0.00052599656, 0.00030379494, 
  0.12758794,    7.8377314,    165.64706,      10157.7,    8747.2267,   -4482.4296,    14422.497,   -413.03824, 0.00020526903,            0, 0.00027659266, 0.00047030372, 0.00058737748, 0.00061575677, 0.00058737748, 0.00047030372, 0.00027659266, 
  0.12010338,    8.3261606,    165.28165,    10790.704,    8519.0393,   -4594.0769,    14715.667,   -706.50952, 0.0002044091,            0, 0.00026937724, 0.00046714022, 0.00058647158, 0.00062456758, 0.00058647158, 0.00046714022, 0.00026937724, 
  0.12524665,    7.9842452,    164.89579,    10347.582,    9010.3863,   -4641.5348,    14716.433,   -707.20824, 0.00020422579,            0, 0.00028491393, 0.00047499416, 0.00056958492, 0.00060862656, 0.00056958492, 0.00047499416, 0.00028491393, 
   0.1229828,    8.1312181,    165.12147,    10538.059,    9388.1131,   -4630.1406,    15296.031,   -1286.6118, 0.00022765842,            0, 0.00029685788, 0.00052119097, 0.00065707013, 0.00069229675, 0.00065707013, 0.00052119097, 0.00029685788, 
  0.12417518,    8.0531389,    165.24219,    10436.868,    9642.2342,   -4660.5992,    15418.503,   -1409.1624, 0.00022772982,            0, 0.00030489335, 0.00052062366, 0.00065048536, 0.00069167241, 0.00065048536, 0.00052062366, 0.00030489335, 
  0.12374294,     8.081269,    164.80609,    10473.325,    9078.5808,   -4640.4065,    14911.499,    -902.7756, 0.00020913522,            0, 0.00028707028, 0.00048227985, 0.00059163116, 0.0006242009, 0.00059163116, 0.00048227985, 0.00028707028, 
  0.12219796,    8.1834427,      165.069,    10605.742,    8847.3134,   -4577.6973,    14875.358,   -866.54279, 0.00020701254,            0, 0.00027975747, 0.00046725441, 0.00058818648, 0.00064180391, 0.00058818648, 0.00046725441, 0.00027975747, 
  0.13288378,    7.5253729,    165.19444,    9752.8832,    8520.0344,     -4509.61,    13763.308,     244.9155, 0.00020482325,            0, 0.0002694087, 0.00046614056, 0.00058902481, 0.00062802377, 0.00058902481, 0.00046614056, 0.0002694087, 
  0.12593713,    7.9404698,    165.45143,    10290.849,    8999.1281,   -4515.0765,      14774.9,   -765.69388, 0.00021178605,            0, 0.00028455794, 0.00048378106, 0.00060474424, 0.00064241023, 0.00060474424, 0.00048378106, 0.00028455794, 
  0.12930768,    7.7334925,    165.45887,    10022.606,    9371.2387,   -4541.5498,    14852.295,   -843.25338, 0.0002126335,            0, 0.0002963243, 0.00049591561, 0.00059206203, 0.00063353209, 0.00059206203, 0.00049591561, 0.0002963243, 
  0.12475101,    8.0159673,    165.34761,    10388.694,     8672.056,   -4472.6924,    14588.057,   -579.37917, 0.00021337315,            0, 0.00027421572, 0.00049292729, 0.0006159528, 0.00064777874, 0.0006159528, 0.00049292729, 0.00027421572, 
  0.13035864,    7.6711447,    165.82462,    9941.8036,    9101.8195,   -4461.0239,    14582.599,    -573.3595, 0.00021853045,            0, 0.0002878051, 0.00050935081, 0.00062278536, 0.00065660471, 0.00062278536, 0.00050935081, 0.0002878051, 
  0.12555968,    7.9643398,    165.69893,    10321.784,    8501.3761,   -4456.8005,     14366.36,   -357.29786, 0.00020029576,            0, 0.00026881872, 0.00045017838, 0.00057412148, 0.00061849495, 0.00057412148, 0.00045017838, 0.00026881872, 
  0.12931711,    7.7329288,    165.68071,    10021.876,    8968.7142,   -4491.8213,    14498.769,   -490.18854, 0.00021635971,            0, 0.00028359623, 0.00049092741, 0.00062172878, 0.00066925055, 0.00062172878, 0.00049092741, 0.00028359623, 
  0.12543002,    7.9725731,     165.6815,    10332.455,    9361.2896,   -4547.4492,    15146.295,    -1137.153, 0.00023341325,            0, 0.00029600971, 0.00053520463, 0.00067434662, 0.00072349014, 0.00067434662, 0.00053520463, 0.00029600971, 
  0.12437976,    8.0398932,    165.20618,    10419.702,    9223.1188,   -4571.6266,    15071.194,   -1062.7553, 0.00021778127,            0, 0.00029164066, 0.0004915464, 0.00062621977, 0.0006656867, 0.00062621977, 0.0004915464, 0.00029164066, 
  0.12558864,    7.9625039,    165.33193,    10319.405,    8802.8993,   -4587.4487,    14534.856,   -525.86046, 0.00021095212,            0, 0.00027835306,  0.000481526, 0.00060733148, 0.00064081291, 0.00060733148,  0.000481526, 0.00027835306, 
  0.12550127,    7.9680465,    165.18721,    10326.588,    8873.7364,   -4577.6796,    14622.645,   -614.14116, 0.00020867688,            0, 0.00028059298, 0.00047211762, 0.00059630698, 0.00064079496, 0.00059630698, 0.00047211762, 0.00028059298, 
   0.1238219,    8.0761157,    165.45389,    10466.646,    9059.0852,   -4558.5285,    14967.203,   -958.08406, 0.00021898938,            0, 0.00028645382, 0.00049525852, 0.00063370629, 0.00067299284, 0.00063370629, 0.00049525852, 0.00028645382, 
  0.12821459,    7.7994247,    165.23483,    10108.054,    8588.5734,   -4445.6382,     14250.99,   -242.77091, 0.00020496471,            0, 0.00027157595, 0.00046261964, 0.00058923569, 0.00063257273, 0.00058923569, 0.00046261964, 0.00027157595, 
  0.13121976,    7.6208033,     165.5975,    9876.5611,    9281.3039,   -4391.9841,    14765.881,   -756.89286, 0.0002235891,            0, 0.00029348051, 0.00051549101, 0.00063657306, 0.00068633644, 0.00063657306, 0.00051549101, 0.00029348051, 
  0.12603953,     7.934019,    165.33323,    10282.489,    9050.9389,   -4471.6644,    14861.763,   -853.36878, 0.00021472334,            0, 0.00028619623, 0.00049287804, 0.00061480194, 0.00064782095, 0.00061480194, 0.00049287804, 0.00028619623, 
  0.12389943,    8.0710624,    165.39153,    10460.097,    9120.1626,   -4481.0149,    15099.245,   -1090.2563, 0.00021266674,            0, 0.00028838512, 0.00048343681, 0.00060629801,  0.000646428, 0.00060629801, 0.00048343681, 0.00028838512, 
  0.12859548,    7.7763231,    165.57632,    10078.115,    9180.0822,   -4429.5523,    14828.645,   -819.55856, 0.00021778556,            0, 0.00029027982, 0.00049827563, 0.00062051723, 0.00066642356, 0.00062051723, 0.00049827563, 0.00029027982, 
  0.12226267,    8.1791112,    165.23191,    10600.128,    9095.3676,    -4527.639,    15167.857,   -1158.9799, 0.00021584788,            0, 0.00028760109, 0.0004976259, 0.00061283479, 0.0006574425, 0.00061283479, 0.0004976259, 0.00028760109, 
  0.11934716,    8.3789176,    165.33987,    10859.077,    8671.5898,   -4524.2445,    15006.422,   -998.18928, 0.00020854162,            0, 0.00027420098, 0.00047424009, 0.00059838211, 0.00064301954, 0.00059838211, 0.00047424009, 0.00027420098, 
   0.1233413,    8.1075841,    165.31195,    10507.429,     9236.991,   -4486.1704,     15258.25,   -1249.6697, 0.00021737175,            0, 0.00029207931, 0.00049631317, 0.00062186372, 0.00065743561, 0.00062186372, 0.00049631317, 0.00029207931, 
  0.12508453,     7.994594,    165.36442,    10360.994,    8636.7208,   -4469.4437,    14528.271,   -519.17558, 0.00019391726,            0, 0.0002730984, 0.0004450564, 0.00054717705, 0.0005720125, 0.00054717705, 0.0004450564, 0.0002730984, 
  0.12120806,    8.2502763,    165.63247,    10692.358,    9310.0617,   -4496.0543,    15506.366,   -1497.0955, 0.00021686677,            0, 0.00029438985, 0.00050353497, 0.00061476671, 0.00064448519, 0.00061476671, 0.00050353497, 0.00029438985, 
  0.12647681,    7.9065877,    165.39925,    10246.938,    8921.5649,   -4417.3159,    14751.187,   -741.88071, 0.00020646408,            0, 0.00028210534, 0.00047236814, 0.00058849751, 0.00061748326, 0.00058849751, 0.00047236814, 0.00028210534, 
  0.12531654,    7.9797929,    165.49909,    10341.812,      9308.23,   -4439.9951,    15210.046,   -1200.4544, 0.00021542951,            0, 0.00029433193, 0.00049968311, 0.00060569851,  0.000647445, 0.00060569851, 0.00049968311, 0.00029433193, 
  0.12886462,    7.7600819,     165.2747,    10057.066,    9442.1133,   -4518.2779,    14980.901,   -971.80301, 0.00022788507,            0, 0.0002985654, 0.0005169804, 0.00065584543, 0.0007033786, 0.00065584543, 0.0005169804, 0.0002985654, 
  0.12713495,     7.865658,     165.4823,    10193.893,     8963.398,   -4480.5361,    14676.755,   -667.66866, 0.0002124069,            0, 0.00028342813, 0.00048849137, 0.00060527339, 0.0006441246, 0.00060527339, 0.00048849137, 0.00028342813, 
  0.12651623,    7.9041242,    165.41573,    10243.745,    9277.2099,   -4461.1941,    15059.761,   -1050.0831, 0.00021442268,            0, 0.00029335106, 0.00049867373, 0.00060699888, 0.0006327156, 0.00060699888, 0.00049867373, 0.00029335106, 
  0.12483313,    8.0106937,    165.20304,    10381.859,    9026.6159,   -4515.0272,    14893.448,   -884.39306, 0.00021708665,            0, 0.00028542712, 0.00049468898, 0.00062008894, 0.00067297626, 0.00062008894, 0.00049468898, 0.00028542712, 
   0.1278763,    7.8200574,    165.25962,    10134.794,    8775.7157,   -4450.9932,    14459.517,   -450.19033, 0.00020199635,            0, 0.0002774935, 0.00047076592, 0.00056860758, 0.00059820765, 0.00056860758, 0.00047076592, 0.0002774935, 
  0.12219372,    8.1837268,    165.30924,     10606.11,    9005.5325,   -4451.1929,    15160.449,   -1150.9004, 0.00021340823,            0, 0.00028476045, 0.00050056061, 0.0006060241, 0.0006318413, 0.0006060241, 0.00050056061, 0.00028476045, 
   0.1218904,    8.2040915,    165.16685,    10632.503,     8785.537,   -4517.8313,    14900.208,   -890.75152, 0.00020176205,            0, 0.00027780406, 0.00046312268, 0.00057228922, 0.00060176092, 0.00057228922, 0.00046312268, 0.00027780406, 
  0.12676155,    7.8888274,    165.37836,     10223.92,    9010.0244,   -4488.8939,    14745.051,   -735.05381, 0.00020924387,            0, 0.00028490249, 0.00048736658, 0.00059236699, 0.00061862986, 0.00059236699, 0.00048736658, 0.00028490249, 
  0.12672329,     7.891209,     165.4725,    10227.007,    9308.2589,   -4482.7517,    15052.514,     -1041.74, 0.00021941339,            0, 0.00029433285,  0.000498593,  0.000624148, 0.00067646661,  0.000624148,  0.000498593, 0.00029433285, 
  0.12260279,     8.156421,    165.22694,    10570.722,    8874.6774,   -4579.9545,    14865.445,   -855.36763, 0.0002092904,            0, 0.00028062273, 0.00047105534, 0.00059990737, 0.00064547559, 0.00059990737, 0.00047105534, 0.00028062273, 
  0.12183554,    8.2077858,    164.84287,     10637.29,     8886.193,   -4616.2544,    14907.229,   -897.85196, 0.00020978704,            0, 0.00028098686, 0.00048070909, 0.00060080848, 0.00063158369, 0.00060080848, 0.00048070909, 0.00028098686, 
  0.12784252,    7.8221237,     165.0985,    10137.472,    8701.1579,   -4588.1025,    14250.528,   -240.85242, 0.00020289689,            0, 0.00027513594, 0.00046366188, 0.00057610587, 0.00061654283, 0.00057610587, 0.00046366188, 0.00027513594, 
  0.12725949,    7.8579602,    164.88023,    10183.916,    8925.9818,   -4584.9192,    14524.979,   -515.64531, 0.0002068493,            0, 0.00028224501, 0.00047660375, 0.0005836292, 0.00062463289, 0.0005836292, 0.00047660375, 0.00028224501, 
  0.12542015,    7.9732006,    165.13046,    10333.268,    9300.0919,   -4592.2846,    15041.075,   -1031.4917, 0.0002183728,            0, 0.0002940746, 0.00050710252, 0.00061883992, 0.00065393079, 0.00061883992, 0.00050710252, 0.0002940746, 
  0.12738371,    7.8502975,    165.12361,    10173.986,    9020.2594,   -4583.4364,    14610.809,   -601.43146, 0.00021154478,            0, 0.00028522613, 0.00048508543,   0.00059811, 0.00064787334,   0.00059811, 0.00048508543, 0.00028522613, 
  0.12506054,    7.9961276,    165.03653,    10362.981,    9156.0963,   -4532.9758,    14986.102,   -976.92092, 0.00022456586,            0, 0.00028952137, 0.00051301902, 0.00064581959, 0.00069633387, 0.00064581959, 0.00051301902, 0.00028952137, 
  0.12934334,    7.7313606,    165.39203,    10019.843,    9256.6384,   -4486.5589,    14789.923,   -780.05694, 0.00021099758,            0, 0.00029270057, 0.00048007702, 0.00059584881, 0.00063870843, 0.00059584881, 0.00048007702, 0.00029270057, 
  0.13056795,    7.6588474,    165.24214,    9925.8662,    8899.5899,    -4476.956,      14348.5,   -338.99878, 0.00020872787,            0, 0.00028141048, 0.00047267956, 0.00059572716, 0.00064001152, 0.00059572716, 0.00047267956, 0.00028141048, 
  0.12371137,    8.0833311,    165.55932,    10475.997,    9063.0063,   -4500.3165,    15038.687,   -1029.1986, 0.0002155844,            0, 0.00028657781, 0.0004943176, 0.0006125122, 0.00066253513, 0.0006125122, 0.0004943176, 0.00028657781, 
  0.11837331,    8.4478505,    165.65613,    10948.414,    9244.7254,   -4523.5728,    15669.567,   -1659.0617,  0.000221411,            0, 0.00029232388, 0.00050521694, 0.0006368372, 0.00067382003, 0.0006368372, 0.00050521694, 0.00029232388, 
  0.12732937,    7.8536477,    165.10237,    10178.327,    8386.3861,   -4640.5005,    13924.213,    85.960164, 0.00020853009,            0, 0.00026518266, 0.00047316163, 0.00060619392, 0.00064740494, 0.00060619392, 0.00047316163, 0.00026518266, 
  0.12938559,    7.7288357,    164.75212,    10016.571,    8710.0551,    -4667.125,    14059.501,   -49.269451, 0.00020284812,            0, 0.00027541727, 0.00046386394, 0.00057777984, 0.00061144778, 0.00057777984, 0.00046386394, 0.00027541727, 
  0.12620722,    7.9234767,    165.01603,    10268.826,    8895.4791,   -4559.9445,     14604.36,   -594.06474, 0.00021128195,            0, 0.0002812805, 0.00048740697, 0.00060487533, 0.00063338567, 0.00060487533, 0.00048740697, 0.0002812805, 
   0.1274266,    7.8476553,    165.11209,    10170.561,    9052.8082,    -4559.428,    14663.941,   -653.71361, 0.00021646104,            0, 0.00028625534, 0.00049564303, 0.00061906795, 0.00066144403, 0.00061906795, 0.00049564303, 0.00028625534, 
  0.12140116,    8.2371539,     165.3754,    10675.351,    9177.4656,   -4557.5406,    15295.276,   -1284.6994, 0.00022016216,            0, 0.00029019708, 0.00050796358, 0.0006328318, 0.00066060956, 0.0006328318, 0.00050796358, 0.00029019708, 
  0.12480071,    8.0127751,    165.10271,    10384.557,    8640.3627,   -4538.3002,    14486.619,   -476.41011, 0.00020432514,            0, 0.00027321356, 0.00046720338, 0.00058335092, 0.00062166661, 0.00058335092, 0.00046720338, 0.00027321356, 
   0.1213551,      8.24028,    165.42943,    10679.403,    9059.0586,   -4584.0697,    15154.392,   -1144.2948, 0.00022004029,            0, 0.00028645298, 0.00050296308, 0.00062990656, 0.00068199938, 0.00062990656, 0.00050296308, 0.00028645298, 
   0.1234825,    8.0983137,    164.88996,    10495.415,    9039.8858,   -4652.9752,    14882.325,   -872.15346, 0.00021618236,            0, 0.00028584672, 0.00049951982, 0.00061656004, 0.0006550646, 0.00061656004, 0.00049951982, 0.00028584672, 
  0.12139615,    8.2374935,    165.35241,    10675.792,    8797.7938,   -4575.0837,    14898.502,   -888.00246, 0.0002089229,            0, 0.00027819162, 0.00046902288, 0.00059872557, 0.00065088632, 0.00059872557, 0.00046902288, 0.00027819162, 
   0.1235503,    8.0938698,    164.68977,    10489.655,     8601.875,    -4530.418,    14561.112,   -551.56131, 0.00020823623,            0, 0.00027199655, 0.00047331436, 0.00060145713, 0.00063824353, 0.00060145713, 0.00047331436, 0.00027199655, 
  0.11907456,    8.3980997,    165.60857,    10883.937,    8952.0551,   -4508.7705,    15327.222,   -1316.7646, 0.0002145996,            0, 0.00028306946, 0.00048656077, 0.00062135896, 0.00065161521, 0.00062135896, 0.00048656077, 0.00028306946, 
  0.12660191,    7.8987753,    165.22542,    10236.813,    9012.7034,   -4557.7001,    14691.816,    -681.0488, 0.00020867826,            0, 0.0002849872, 0.00046723585, 0.00059665235, 0.00064110133, 0.00059665235, 0.00046723585, 0.0002849872, 
  0.12419903,     8.051593,    165.57579,    10434.865,    9342.3209,   -4589.9727,    15187.213,   -1176.1818, 0.00022582322,            0, 0.0002954099, 0.00051894223, 0.00064624527, 0.00069197665, 0.00064624527, 0.00051894223, 0.0002954099, 
  0.13030609,    7.6742384,    165.24641,     9945.813,    8910.9312,   -4555.6753,    14301.069,   -289.74558, 0.00020528183,            0, 0.0002817691, 0.00047411455, 0.00058217942, 0.00060838315, 0.00058217942, 0.00047411455, 0.0002817691, 
  0.12462764,    8.0239025,    165.06723,    10398.978,    8981.7715,   -4555.0481,    14825.701,   -814.77055, 0.00021088906,            0, 0.00028400911, 0.00048385934, 0.00059791294, 0.0006426622, 0.00059791294, 0.00048385934, 0.00028400911, 
  0.12657151,    7.9006722,    165.36659,    10239.271,    9446.7535,   -4465.8629,    15220.162,   -1208.8147, 0.00022144759,            0, 0.00029871213, 0.00050645066, 0.00063136932, 0.00067009725, 0.00063136932, 0.00050645066, 0.00029871213, 
  0.12881376,    7.7631458,    165.08999,    10061.037,    8733.9688,   -4466.8412,    14328.165,   -317.55494, 0.00021207154,            0, 0.00027617344, 0.00048129562, 0.00060809571, 0.00066201508, 0.00060809571, 0.00048129562, 0.00027617344, 
  0.12380858,    8.0769849,    165.26105,    10467.772,    9051.2079,   -4520.0811,    14998.899,   -987.97845, 0.00022259833,            0, 0.00028620474, 0.00049883395, 0.00064641535, 0.00069866519, 0.00064641535, 0.00049883395, 0.00028620474, 
  0.12219724,     8.183491,     165.1684,    10605.804,    8454.9703,   -4521.8093,    14538.965,   -528.47388, 0.00020427247,            0, 0.00026735134, 0.00046920193, 0.00058374163, 0.00062776974, 0.00058374163, 0.00046920193, 0.00026735134, 
  0.12918964,    7.7405589,    165.34095,    10031.764,    8819.8255,   -4459.4302,     14392.16,   -381.73704, 0.00021037027,            0, 0.00027888828, 0.00048398336, 0.00060172157, 0.00063673784, 0.00060172157, 0.00048398336, 0.00027888828, 
  0.12475185,    8.0159133,    165.52736,    10388.624,    9033.1193,   -4420.3759,    15001.367,   -990.89731, 0.00021424952,            0, 0.00028563276, 0.00048991762, 0.00061622603, 0.00064443942, 0.00061622603, 0.00048991762, 0.00028563276, 
  0.12445523,    8.0350179,    165.81185,    10413.383,    9300.2874,   -4433.0535,    15280.617,   -1269.9225, 0.00022198248,            0, 0.00029408078, 0.00051415586, 0.00063280403, 0.00066963842, 0.00063280403, 0.00051415586, 0.00029408078, 
  0.12725577,    7.8581901,    165.23445,    10184.214,    9240.4142,   -4416.6711,    15007.957,   -997.61358, 0.00021568167,            0, 0.00029218755, 0.00049480311, 0.00061163038, 0.00065366464, 0.00061163038, 0.00049480311, 0.00029218755, 
  0.12854801,    7.7791945,    165.28406,    10081.836,    9163.9522,   -4508.1131,    14737.675,   -727.26505, 0.00022174035,            0, 0.00028976978, 0.00050331537, 0.00063936716,  0.000682941, 0.00063936716, 0.00050331537, 0.00028976978, 
  0.12723132,    7.8597001,    164.92489,    10186.171,    9360.3375,   -4621.9435,    14924.565,   -914.51856, 0.00022007697,            0, 0.0002959796, 0.00050098295, 0.00062920957, 0.00066888728, 0.00062920957, 0.00050098295, 0.0002959796, 
  0.12506176,    7.9960494,    164.78676,     10362.88,    8579.0385,   -4594.1163,    14347.802,   -338.21851, 0.00020005191,            0, 0.00027127445, 0.00045878379, 0.0005690909, 0.00060253224, 0.0005690909, 0.00045878379, 0.00027127445, 
