0 , 2.636863837e-157
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
9.873499865e-06 , 0.0004935762484
9.822702156e-05 , 0.001837610891
0.0006327653011 , 0.00554725066
0.003050838894 , 0.01226544895
0.01156972026 , 0.02366510815
0.03721054886 , 0.04391765327
0.09615044977 , 0.06935441604
0.2061117214 , 0.1003935267
0.3828445699 , 0.1368069365
0.6289705329 , 0.1694461518
0.9356634225 , 0.2026801047
1.268452993 , 0.2360966509
1.599660332 , 0.2640593943
1.90425564 , 0.2852345096
2.157504286 , 0.3010393302
2.350917526 , 0.3104859486
2.487330351 , 0.3152390908
2.544508108 , 0.3113546802
2.555641111 , 0.312535941
2.520706673 , 0.3020400137
2.449745668 , 0.2978248218
2.358521109 , 0.2904765836
2.262223205 , 0.2864088032
2.150235315 , 0.2790284458
2.037394161 , 0.268868023
1.920423559 , 0.2604914736
1.812729177 , 0.2495370485
1.710078285 , 0.2401084248
1.607983169 , 0.2334767711
1.511724959 , 0.2255978531
1.428934861 , 0.2167655816
1.347112464 , 0.2093182964
1.272229036 , 0.199394663
1.203057822 , 0.1893854169
1.138451262 , 0.1834456366
1.081360893 , 0.1801154347
1.030786288 , 0.1733031628
0.9853237572 , 0.1665388433
0.943522451 , 0.1616378972
0.9035519988 , 0.1559906259
0.8690602284 , 0.1526272562
0.8393705812 , 0.1479564418
0.8109723627 , 0.144295989
0.7858574756 , 0.1412471081
0.7652078644 , 0.1381118186
0.7457294818 , 0.1347441197
0.7266118 , 0.131405046
0.7112114695 , 0.1285743031
0.6983233316 , 0.1256451682
0.687114936 , 0.1261093545
0.6763090708 , 0.1224545887
0.6668065032 , 0.1224816234
0.6606224734 , 0.1202228276
0.6566364854 , 0.1186641264
0.6505021104 , 0.1171445104
0.6479745278 , 0.1176359712
0.6475847098 , 0.1178152457
0.6490942312 , 0.116429676
0.6500183599 , 0.1144601841
0.6535406062 , 0.1144369655
0.6594601153 , 0.1143769668
0.6651330409 , 0.1130049986
0.6747268953 , 0.1105509101
0.6839625102 , 0.1112658993
0.6971814011 , 0.1129406216
0.7078412474 , 0.1112541113
0.7205968599 , 0.11245957
0.7337957027 , 0.113212328
0.748873507 , 0.1115573157
0.7654184462 , 0.113787959
0.7850633411 , 0.1151497798
0.8028650099 , 0.1151167098
0.8229457612 , 0.1164623846
0.8432228944 , 0.1157393146
0.8647868002 , 0.1178468415
0.8847333212 , 0.1163779275
0.907171275 , 0.1175636976
0.926990087 , 0.117840093
0.9462280909 , 0.1197156041
0.9677559821 , 0.1198892224
0.9897461505 , 0.1211144531
1.008696373 , 0.1211822455
1.029703307 , 0.1211286753
1.049285194 , 0.1209289437
1.067827074 , 0.120308318
1.085968408 , 0.1206451141
1.102257543 , 0.1194765258
1.119948931 , 0.120160928
1.135529272 , 0.1206782098
1.150018879 , 0.1208144041
1.161435755 , 0.1191048377
1.173793225 , 0.1192878108
1.182229106 , 0.1200663414
1.191351705 , 0.118029947
1.195978108 , 0.1176000714
1.19854572 , 0.1183079822
1.200000275 , 0.1153186693
1.200158963 , 0.1156395181
1.198602258 , 0.1146942695
1.195219962 , 0.1152019371
1.186165984 , 0.113467142
1.176930724 , 0.1121449779
1.168050794 , 0.111235583
1.157550499 , 0.1112821998
1.143460064 , 0.1102581003
1.129726227 , 0.1091319543
1.117357825 , 0.1082613152
1.103383371 , 0.1052837533
1.089487529 , 0.1042836957
1.072095397 , 0.1042007513
1.05636526 , 0.1020501837
1.041937784 , 0.1005856263
1.029739078 , 0.09979481865
1.015427409 , 0.09845491463
1.001332955 , 0.09609678966
0.9882858716 , 0.09523230215
0.9750869326 , 0.0937441744
0.9651460326 , 0.09404992185
0.9538042849 , 0.09178205826
0.9404627317 , 0.09212485166
0.9311858569 , 0.09031362261
0.9200411411 , 0.09060690666
0.910557876 , 0.08972109626
0.9026702584 , 0.08803003488
0.8963399586 , 0.08801139275
0.8895270489 , 0.0856241412
0.8859471614 , 0.08585616311
0.8819550931 , 0.08504909215
0.8768132847 , 0.0842982848
0.8723585936 , 0.08593336671
0.8693268499 , 0.08282353043
0.8677332691 , 0.08267439768
0.8683635746 , 0.08266798925
0.8684651053 , 0.08209524754
