beta,kT,KE,SprPE,PE,TotE,Ethr,Rg,bd0,bd1,bd2,bd3,bd4,bd5,bd6,bd7,endl
0.12021783,  8.3182334,  10780.431,  8824.5661, -4425.7627,  15179.234, -148.45013, 0.00020809891,          0, 0.00027903818, 0.00047214249, 0.00059194894, 0.0006433233, 0.00059194894, 0.00047214249, 0.00027903818, 
0.12815086,   7.803303,  10113.081,  9165.4319, -4435.2869,  14843.226,  188.57275, 0.00022308353,          0, 0.00028981657, 0.00051596016, 0.00063723546, 0.00068331212, 0.00063723546, 0.00051596016, 0.00028981657, 
0.12321182,  8.1161047,  10518.472,  8990.0828,  -4505.003,  15003.551,  27.689017, 0.0002200989,          0, 0.00028427192, 0.00049706238, 0.00063909635, 0.00068072115, 0.00063909635, 0.00049706238, 0.00028427192, 
0.12388909,  8.0717358,   10460.97,  8961.3175, -4472.5446,  14949.743,  81.769154, 0.00021712523,          0, 0.00028336234, 0.00049198281, 0.00062604825, 0.00067121683, 0.00062604825, 0.00049198281, 0.00028336234, 
0.12333116,  8.1082508,  10508.293,   9066.402, -4422.0643,  15152.631,  -120.8035, 0.00021891464,          0, 0.00028668518, 0.0004983061, 0.00062967561, 0.00067330052, 0.00062967561, 0.0004983061, 0.00028668518, 
0.12729422,  7.8558163,  10181.138,  9207.2562, -4524.0239,   14864.37,   168.0624, 0.00020885224,          0, 0.00029113908, 0.00047554443, 0.00058913175, 0.00063000534, 0.00058913175, 0.00047554443, 0.00029113908, 
0.11918709,  8.3901704,  10873.661,  9363.5013, -4608.3928,  15628.769, -596.65785, 0.00022081858,          0, 0.00029607964, 0.00050863235, 0.00062819353, 0.00066728627, 0.00062819353, 0.00050863235, 0.00029607964, 
0.11801855,  8.4732439,  10981.324,  9576.4749, -4562.2047,  15995.594,  -963.7288, 0.00023541433,          0, 0.000302814, 0.00052536301, 0.00068254137, 0.00074519251, 0.00068254137, 0.00052536301, 0.000302814, 
0.12205659,  8.1929212,  10618.026,   8921.756, -4430.8653,  15108.917, -76.979646, 0.00021906611,          0, 0.00028211138, 0.00049268884, 0.00063422047, 0.00068701638, 0.00063422047, 0.00049268884, 0.00028211138, 
0.12137915,  8.2386474,  10677.287,  8794.9125, -4425.7269,  15046.473,  -15.16501, 0.00020746151,          0, 0.00027810052, 0.00047331668, 0.00058952568, 0.00063749839, 0.00058952568, 0.00047331668, 0.00027810052, 
 0.1265881,  7.8996366,  10237.929,  9230.1928, -4376.1555,  15091.966,   -61.2445, 0.00021786055,          0, 0.00029186435, 0.00050017986, 0.00062095308, 0.00065977418, 0.00062095308, 0.00050017986, 0.00029186435, 
0.12403526,  8.0622239,  10448.642,  9346.4036, -4399.0813,  15395.964, -365.15329, 0.00023220802,          0, 0.000295539, 0.00052004855, 0.00068082239, 0.00072250851, 0.00068082239, 0.00052004855, 0.000295539, 
0.12181094,  8.2094431,  10639.438,  9453.3555,  -4529.182,  15563.612, -533.32777, 0.00022480883,          0, 0.00029892089, 0.00050899581, 0.00064490641, 0.00069129499, 0.00064490641, 0.00050899581, 0.00029892089, 
 0.1222018,  8.1831858,  10605.409,  8994.1207, -4529.6238,  15069.906, -39.860999, 0.00021112037,          0, 0.0002843996, 0.00049032935, 0.00059892994, 0.00063060811, 0.00059892994, 0.00049032935, 0.0002843996, 
0.12815825,  7.8028529,  10112.497,  8756.3858, -4475.9074,  14392.976,  637.79577, 0.00021367006,          0, 0.00027688228, 0.00048159121, 0.00062072976, 0.00066031447, 0.00062072976, 0.00048159121, 0.00027688228, 
0.12496037,  8.0025372,  10371.288,  9017.0529, -4508.6875,  14879.654,  150.72534, 0.00021293644,          0, 0.00028512473, 0.00049835301, 0.00060513542, 0.00062975676, 0.00060513542, 0.00049835301, 0.00028512473, 
0.12666503,  7.8948387,  10231.711,  9066.5785, -4512.0033,  14786.286,  244.01264, 0.0002281694,          0, 0.00028669076, 0.00052158585, 0.00066137686, 0.00071140346, 0.00066137686, 0.00052158585, 0.00028669076, 
0.12307412,  8.1251851,   10530.24,  8995.0723, -4487.8195,  15037.493, -7.2055316, 0.00020779455,          0, 0.00028442969, 0.00048199337, 0.00058611262, 0.00061964139, 0.00058611262, 0.00048199337, 0.00028442969, 
0.12920006,  7.7399347,  10030.955,  9039.5423, -4436.3549,  14634.143,  396.60354, 0.00021438805,          0, 0.00028583586, 0.00048776858, 0.00061224987, 0.0006585001, 0.00061224987, 0.00048776858, 0.00028583586, 
0.12757252,  7.8386788,  10158.928,  8722.3277, -4419.7684,  14461.487,  568.42066, 0.00020670647,          0, 0.00027580534, 0.00047162957, 0.00058812146, 0.00063619084, 0.00058812146, 0.00047162957, 0.00027580534, 
 0.1260031,  7.9363129,  10285.462,  8860.6339, -4474.0993,  14671.996,  357.76273, 0.00020366783,          0, 0.00028017867, 0.00046587375, 0.00057862724, 0.00060932593, 0.00057862724, 0.00046587375, 0.00028017867, 
0.12351392,  8.0962534,  10492.744,  9074.8973, -4477.3457,  15090.296, -60.165021, 0.00021442206,          0, 0.00028695381, 0.00048358777, 0.00061241751, 0.00066483487, 0.00061241751, 0.00048358777, 0.00028695381, 
0.12620119,  7.9238556,  10269.317,  8954.5773, -4459.8988,  14763.995,  265.44183, 0.00021615885,          0, 0.00028314921, 0.00049588755, 0.00062045733, 0.00065955348, 0.00062045733, 0.00049588755, 0.00028314921, 
0.12747301,  7.8447979,  10166.858,   9272.901, -4427.0532,  15012.706,  16.692386, 0.00021587862,          0, 0.00029321481, 0.00049352663, 0.00061536777, 0.00064983959, 0.00061536777, 0.00049352663, 0.00029321481, 
0.12630561,  7.9173045,  10260.827,  9239.5167,  -4380.278,  15120.065, -90.840238, 0.00021102348,          0, 0.00029215917, 0.00048493296, 0.00059149643, 0.00063919849, 0.00059149643, 0.00048493296, 0.00029215917, 
0.12137665,   8.238817,  10677.507,  8867.8808, -4460.5644,  15084.823, -54.908816, 0.00021505959,          0, 0.00028040782, 0.00049069825, 0.00061906548, 0.00066061028, 0.00061906548, 0.00049069825, 0.00028040782, 
0.12501485,  7.9990497,  10366.768,  9163.5196, -4513.4692,  15016.819,  13.136241, 0.00021733556,          0, 0.0002897561, 0.0005024301, 0.00061645939, 0.00066007774, 0.00061645939, 0.0005024301, 0.0002897561, 
0.12504416,  7.9971746,  10364.338,  8647.7936, -4499.7737,  14512.358,  516.70584, 0.00020401467,          0, 0.00027344853, 0.00046625923, 0.00058247842, 0.00061986243, 0.00058247842, 0.00046625923, 0.00027344853, 
 0.1305764,  7.6583515,  9925.2236,   9103.053, -4482.6621,  14545.614,  484.30704, 0.00021408992,          0, 0.00028784411, 0.00048599176, 0.0006078664, 0.00066203427, 0.0006078664, 0.00048599176, 0.00028784411, 
0.12452284,  8.0306552,  10407.729,  8872.1731, -4422.4449,  14857.457,  171.88334, 0.00021051154,          0, 0.00028054354, 0.00048596942, 0.00059868919, 0.00063778039, 0.00059868919, 0.00048596942, 0.00028054354, 
0.13105361,  7.6304648,  9889.0824,  9363.9536, -4410.1746,  14842.861,  187.14055, 0.00021690208,          0, 0.00029609394, 0.00049596562, 0.00061754001, 0.00065123407, 0.00061754001, 0.00049596562, 0.00029609394, 
0.12549824,  7.9682391,  10326.838,  9009.7215, -4457.0046,  14879.555,  150.31268, 0.00022148439,          0, 0.00028489291, 0.00049948387, 0.00064110607, 0.00069278453, 0.00064110607, 0.00049948387, 0.00028489291, 
0.12762622,  7.8353805,  10154.653,  8809.6818, -4469.1083,  14495.227,  534.99717, 0.00020104936,          0, 0.00027856753, 0.00046229412, 0.00056300439, 0.00060905775, 0.00056300439, 0.00046229412, 0.00027856753, 
0.12809869,  7.8064812,    10117.2,  8747.3492, -4439.6417,  14424.907,  605.49915, 0.00019782147,          0, 0.00027659654, 0.00045077299, 0.00055884587, 0.00059271277, 0.00055884587, 0.00045077299, 0.00027659654, 
0.12361396,   8.089701,  10484.253,  9101.8157, -4395.9379,   15190.13, -159.44744, 0.00021277439,          0, 0.00028780498, 0.00048233766, 0.00061067284, 0.00064275921, 0.00061067284, 0.00048233766, 0.00028780498, 
0.12881285,  7.7632006,  10061.108,  9124.6958, -4356.4408,  14829.363,  201.71501, 0.00021886935,          0, 0.00028852847, 0.00050179398, 0.00062384113, 0.00067358239, 0.00062384113, 0.00050179398, 0.00028852847, 
0.12385314,  8.0740785,  10464.006,  8796.0977, -4398.5494,  14861.554,  168.87324, 0.00020323819,          0, 0.00027813799, 0.000466944, 0.0005768187, 0.00060800967, 0.0005768187, 0.000466944, 0.00027813799, 
0.12088236,  8.2725053,  10721.167,  8962.2859, -4437.3673,  15246.085, -215.92967, 0.00021203518,          0, 0.00028339296, 0.00047932403, 0.00060841128, 0.00065030633, 0.00060841128, 0.00047932403, 0.00028339296, 
0.12331355,  8.1094092,  10509.794,  9140.8336, -4443.2348,  15207.393, -177.19367, 0.0002132063,          0, 0.00028903875, 0.00048631615, 0.00060712549, 0.00064634002, 0.00060712549, 0.00048631615, 0.00028903875, 
0.12577348,  7.9508017,  10304.239,  9295.4262, -4419.2622,  15180.403, -149.94564, 0.00021926379,          0, 0.00029392707, 0.00050091397, 0.00062580194, 0.00066693477, 0.00062580194, 0.00050091397, 0.00029392707, 
0.13004588,  7.6895941,   9965.714,  9178.3559, -4414.4162,  14729.654,  300.93467, 0.00021663927,          0, 0.00029022523, 0.00049246566, 0.00062147611, 0.00065789432, 0.00062147611, 0.00049246566, 0.00029022523, 
0.12034476,  8.3094599,   10769.06,  9000.0242, -4496.5576,  15272.527, -242.35263, 0.00021240939,          0, 0.00028458628, 0.00048691775, 0.00060079489, 0.00065395238, 0.00060079489, 0.00048691775, 0.00028458628, 
0.12168638,  8.2178462,  10650.329,  8971.7235,  -4464.699,  15157.353, -127.41424, 0.0002109244,          0, 0.00028369139, 0.00047521655, 0.00060657237, 0.0006438298, 0.00060657237, 0.00047521655, 0.00028369139, 
0.13532085,  7.3898441,  9577.2379,  8607.5817, -4485.1178,  13699.702,  1329.9138, 0.00020803619,          0, 0.000272177, 0.00047165815, 0.0005972048, 0.00064649918, 0.0005972048, 0.00047165815, 0.000272177, 
0.12479092,  8.0134036,  10385.371,   8843.725, -4544.3432,  14684.753,  345.21287, 0.00020532625,          0, 0.000279644, 0.0004759377, 0.00058302243, 0.00060801173, 0.00058302243, 0.0004759377, 0.000279644, 
0.12544756,  7.9714586,   10331.01,  8744.3296, -4528.1118,  14547.228,  482.43822, 0.00020453363,          0, 0.00027650105, 0.00047205021, 0.00058045633, 0.00061452283, 0.00058045633, 0.00047205021, 0.00027650105, 
0.12541562,  7.9734884,  10333.641,  9130.9779,  -4500.204,  14964.415,  65.187606, 0.00021507724,          0, 0.00028872711, 0.00047983814, 0.00062166216, 0.00066078108, 0.00062166216, 0.00047983814, 0.00028872711, 
 0.1207196,  8.2836593,  10735.622,  9492.4843, -4518.5431,  15709.564, -679.72019, 0.00022570463,          0, 0.00030015816, 0.00051533757, 0.00064545717, 0.00068936833, 0.00064545717, 0.00051533757, 0.00030015816, 
0.12722502,  7.8600891,  10186.675,  9157.5832, -4503.9009,  14840.358,  190.16658, 0.00022811512,          0, 0.00028956839, 0.00052162938, 0.00066101457, 0.00070541722, 0.00066101457, 0.00052162938, 0.00028956839, 
0.11749903,  8.5107084,  11029.878,  8952.8461, -4516.0315,  15466.693, -436.44779, 0.0002128446,          0, 0.00028309448, 0.00049299073, 0.00060723384, 0.00063887549, 0.00060723384, 0.00049299073, 0.00028309448, 
0.12535254,   7.977501,  10338.841,  8750.1563, -4522.1399,  14566.858,  464.25719, 0.00019875109,          0, 0.0002766853, 0.00045536692, 0.00056253253, 0.0005908479, 0.00056253253, 0.00045536692, 0.0002766853, 
0.11801665,  8.4733809,  10981.502,  8971.6319, -4590.6019,  15362.532, -331.75815, 0.0002098752,          0, 0.00028368849, 0.00047850709, 0.00059937561, 0.00063486076, 0.00059937561, 0.00047850709, 0.00028368849, 
0.12072969,  8.2829667,  10734.725,  8909.3944, -4534.5426,  15109.577, -79.317595, 0.0002121621,          0, 0.0002817205, 0.00047948175, 0.00060906498, 0.00065405915, 0.00060906498, 0.00047948175, 0.0002817205, 
 0.1237213,  8.0826827,  10475.157,  9560.6173, -4448.0836,  15587.691, -556.66623, 0.00022902174,          0, 0.00030231257, 0.00052025036, 0.00065761159, 0.00070399881, 0.00065761159, 0.00052025036, 0.00030231257, 
0.12147497,  8.2321485,  10668.864,  8677.1004, -4518.4982,  14827.467,  202.58996, 0.00021301642,          0, 0.00027437523, 0.0004813138, 0.00061333484, 0.00067021499, 0.00061333484, 0.0004813138, 0.00027437523, 
0.13152056,  7.6033741,  9853.9729,  8662.2714, -4605.5221,  13910.722,   1119.117, 0.00020667198,          0, 0.00027390632, 0.00047528242, 0.00059007479, 0.00062822463, 0.00059007479, 0.00047528242, 0.00027390632, 
0.12797804,  7.8138409,  10126.738,  8914.4396, -4532.5821,  14508.595,   522.3177, 0.00021346812,          0, 0.00028188004, 0.00049385872, 0.00061024268, 0.00064352702, 0.00061024268, 0.00049385872, 0.00028188004, 
0.12508922,  7.9942941,  10360.605,   9277.808, -4539.8168,  15098.596, -68.049996, 0.00022313446,          0, 0.00029336997, 0.00050777782, 0.00063860389, 0.00069064807, 0.00063860389, 0.00050777782, 0.00029336997, 
0.12649409,  7.9055075,  10245.538,  9029.1041, -4568.9984,  14705.644,  325.19192, 0.00021241589,          0, 0.0002855058, 0.00047935176, 0.00061129433, 0.00064635053, 0.00061129433, 0.00047935176, 0.0002855058, 
0.12520598,  7.9868387,  10350.943,  9046.0132, -4498.9535,  14898.003,  132.75652, 0.00020726022,          0, 0.00028604048, 0.00048803804, 0.00057683783, 0.00061433077, 0.00057683783, 0.00048803804, 0.00028604048, 
0.12731027,   7.854826,  10179.854,  8982.9759, -4454.1263,  14708.704,  322.49966, 0.00021575336,          0, 0.0002840472, 0.00048627903, 0.00062230932, 0.00066678271, 0.00062230932, 0.00048627903, 0.0002840472, 
0.12308896,  8.1242055,   10528.97,  8597.0999, -4551.7662,  14574.304,  455.46419, 0.0002083972,          0, 0.00027184556, 0.00047888447, 0.00059789497, 0.00063710525, 0.00059789497, 0.00047888447, 0.00027184556, 
0.12414366,  8.0551841,  10439.519,  9266.6242, -4614.8376,  15091.305, -60.816223, 0.00021201474,          0, 0.00029301633, 0.00047745451, 0.00060211111, 0.00064707188, 0.00060211111, 0.00047745451, 0.00029301633, 
0.12891781,  7.7568801,  10052.917,  9017.1855, -4525.2381,  14544.864,  485.36165, 0.00021859244,          0, 0.00028512892, 0.00050253207, 0.00062699062, 0.00066817584, 0.00062699062, 0.00050253207, 0.00028512892, 
0.11653996,  8.5807476,  11120.649,  8864.0526,  -4520.264,  15464.438, -434.58918, 0.00020742899,          0, 0.00028028677, 0.00047710451, 0.00059001564, 0.00062405003, 0.00059001564, 0.00047710451, 0.00028028677, 
0.12230718,  8.1761346,   10596.27,  8957.1679, -4536.3868,  15017.052,  13.101258, 0.00020679414,          0, 0.00028323113, 0.00047593966, 0.00058571287, 0.00061893886, 0.00058571287, 0.00047593966, 0.00028323113, 
0.12360691,  8.0901624,   10484.85,  9188.2807, -4485.8515,   15187.28, -157.08374, 0.00022338668,          0, 0.00029053906, 0.00051615461, 0.00064093035, 0.00067893888, 0.00064093035, 0.00051615461, 0.00029053906, 
0.12968495,  7.7109948,  9993.4492,  9517.3981, -4488.4091,  15022.438,     8.4593, 0.00022787637,          0, 0.00030094595, 0.00052413176, 0.00064962153, 0.00069662343, 0.00064962153, 0.00052413176, 0.00030094595, 
0.12287009,  8.1386772,  10547.726,  9205.3923, -4478.6721,  15274.446, -244.48181, 0.00020824868,          0, 0.00029108014, 0.00047694092, 0.00058621425, 0.0006235082, 0.00058621425, 0.00047694092, 0.00029108014, 
0.13168742,  7.5937395,  9841.4864,  8840.6533, -4442.9913,  14239.148,  791.02321, 0.00020436533,          0, 0.00027954687, 0.00046485006, 0.00057530586, 0.00063043967, 0.00057530586, 0.00046485006, 0.00027954687, 
0.12544734,  7.9714721,  10331.028,  9043.6374, -4444.3961,  14930.269,  100.00123, 0.00020979681,          0, 0.00028596535, 0.00049156176, 0.0005881688, 0.00062535719, 0.0005881688, 0.00049156176, 0.00028596535, 
0.12242517,  8.1682547,  10586.058,   9271.236,  -4405.097,  15452.197, -421.48959, 0.00022114817,          0, 0.00029316216, 0.00050100129, 0.00063239512, 0.00068525359, 0.00063239512, 0.00050100129, 0.00029316216, 
 0.1228218,  8.1418772,  10551.873,  9444.3632, -4437.0904,  15559.146, -528.23512, 0.00022169427,          0, 0.00029863655, 0.00050588152, 0.00063013621, 0.00067779972, 0.00063013621, 0.00050588152, 0.00029863655, 
0.12765142,  7.8338335,  10152.648,  9029.7449, -4503.1099,  14679.283,  351.29367, 0.00021387803,          0, 0.00028552606, 0.00048361734, 0.00061378956, 0.00065618256, 0.00061378956, 0.00048361734, 0.00028552606, 
0.12826436,  7.7963978,  10104.132,  9399.7034, -4462.2469,  15041.588, -10.663451, 0.00022017463,          0, 0.00029722438, 0.00050694337, 0.0006251676, 0.00066412344, 0.0006251676, 0.00050694337, 0.00029722438, 
0.12514305,  7.9908552,  10356.148,  9035.7015, -4467.0404,  14924.809,  105.89142, 0.00021360267,          0, 0.00028571441, 0.00049075283, 0.00061062722, 0.00064345386, 0.00061062722, 0.00049075283, 0.00028571441, 
 0.1218241,  8.2085567,   10638.29,  9432.9946, -4457.4242,   15613.86, -582.96934, 0.00023333404,          0, 0.00029827706, 0.00053582142, 0.00067443765, 0.00071627233, 0.00067443765, 0.00053582142, 0.00029827706, 
0.12347543,  8.0987773,  10496.015,  9051.2796, -4511.4829,  15035.812, -5.7988973, 0.00021490499,          0, 0.000286207, 0.00049549602, 0.00061210651, 0.00065086076, 0.00061210651, 0.00049549602, 0.000286207, 
0.12748735,  7.8439153,  10165.714,   9026.504, -4445.4274,  14746.791,  283.39602, 0.00021581219,          0, 0.00028542358, 0.00049209468, 0.00061926937, 0.0006594198, 0.00061926937, 0.00049209468, 0.00028542358, 
0.12453214,  8.0300553,  10406.952,  9419.3612, -4393.4551,  15432.858, -402.48196, 0.000219851,          0, 0.00029784597, 0.00050589858, 0.00062619127, 0.00065774442, 0.00062619127, 0.00050589858, 0.00029784597, 
0.12087364,  8.2731025,  10721.941,  8690.3589, -4376.3959,  15035.904, -6.1923845, 0.00020671143,          0, 0.00027479447, 0.00047357379, 0.00059082518, 0.00062899602, 0.00059082518, 0.00047357379, 0.00027479447, 
0.12698555,  7.8749115,  10205.885,  8667.7063, -4407.9237,  14465.668,  564.35255, 0.00020149525,          0, 0.00027407818, 0.00046328736, 0.00056965175, 0.00060988937, 0.00056965175, 0.00046328736, 0.00027407818, 
0.13052465,  7.6613879,  9929.1587,  8978.3299, -4554.8446,  14352.644,  677.13471, 0.00021254865,          0, 0.00028390029, 0.00048535803, 0.00060723151, 0.00064779878, 0.00060723151, 0.00048535803, 0.00028390029, 
0.11893354,   8.408057,  10896.842,  9389.7347, -4561.7975,  15724.779, -693.77839, 0.00021766694,          0, 0.00029690916, 0.00050142329, 0.00061486793, 0.00065627034, 0.00061486793, 0.00050142329, 0.00029690916, 
0.13260634,  7.5411175,  9773.2882,  9145.3988, -4489.6153,  14429.072,  600.84651, 0.00021248819,          0, 0.00028918311, 0.00049051692, 0.00060160612, 0.00063719876, 0.00060160612, 0.00049051692, 0.00028918311, 
 0.1270448,  7.8712394,  10201.126,  9362.5307, -4453.1961,  15110.461, -80.350883, 0.00021188188,          0, 0.00029604895, 0.00048721109, 0.00059571835, 0.00063215333, 0.00059571835, 0.00048721109, 0.00029604895, 
0.12531388,  7.9799622,  10342.031,  8843.0933, -4404.4961,  14780.628,  249.18319, 0.00020410214,          0, 0.00027962402, 0.000471621, 0.00057981187, 0.00060352044, 0.00057981187, 0.000471621, 0.00027962402, 
0.12523618,  7.9849128,  10348.447,  8991.2959, -4413.3794,  14926.364,   103.4415, 0.00020848895,          0, 0.00028431028, 0.00048009877, 0.00059086658, 0.00062527191, 0.00059086658, 0.00048009877, 0.00028431028, 
0.12515525,  7.9900762,  10355.139,  9355.5553, -4505.5849,  15205.109, -175.91809, 0.00022701226,          0, 0.00029582838, 0.00050368071, 0.00065529473, 0.00072258848, 0.00065529473, 0.00050368071, 0.00029582838, 
0.12175297,  8.2133519,  10644.504,  9418.1646, -4646.1287,   15416.54, -386.87284, 0.00022510657,          0, 0.00029780813, 0.0005097439, 0.00064786278, 0.00069087556, 0.00064786278, 0.0005097439, 0.00029780813, 
0.11980363,  8.3469924,  10817.702,  8939.0036, -4643.0542,  15113.652, -84.179731, 0.00022381069,          0, 0.00028265676, 0.00050819774, 0.00065646616, 0.0006863297, 0.00065646616, 0.00050819774, 0.00028265676, 
0.12805075,  7.8094034,  10120.987,  8951.6682, -4552.1789,  14520.476,  509.45523, 0.00020857194,          0, 0.00028305723, 0.00047925746, 0.0005936846, 0.00062515241, 0.0005936846, 0.00047925746, 0.00028305723, 
0.12830967,  7.7936451,  10100.564,  8684.8965, -4451.5223,  14333.938,  695.26137, 0.00020795368,          0, 0.00027462174, 0.00047761604, 0.00059311958, 0.00063654421, 0.00059311958, 0.00047761604, 0.00027462174, 
0.12785999,  7.8210546,  10136.087,  8862.1847, -4415.2123,  14583.059,  446.25617, 0.00021055665,          0, 0.00028022771, 0.00047664978, 0.00060295605, 0.00064923937, 0.00060295605, 0.00047664978, 0.00028022771, 
0.12543379,  7.9723335,  10332.144,  9206.4059, -4448.9116,  15089.639, -59.689466, 0.0002184287,          0, 0.00029111219, 0.0004892168, 0.00062879292, 0.00067661535, 0.00062879292, 0.0004892168, 0.00029111219, 
 0.1296467,  7.7132701,  9996.3981,  8698.8643, -4532.4673,  14162.795,  867.13785, 0.00019841465,          0, 0.00027506341, 0.00045485077, 0.00056135754, 0.00059209092, 0.00056135754, 0.00045485077, 0.00027506341, 
0.12646996,  7.9070163,  10247.493,  8958.0447, -4620.0512,  14585.487,  444.06938, 0.00020992266,          0, 0.00028325886, 0.00046840103, 0.00060740889, 0.00064062494, 0.00060740889, 0.00046840103, 0.00028325886, 
0.12887067,  7.7597175,  10056.594,  9315.0572,  -4620.421,   14751.23,  279.83519, 0.00020835681,          0, 0.00029454781, 0.00048032311, 0.00058157271, 0.00062082172, 0.00058157271, 0.00048032311, 0.00029454781, 
0.12691987,  7.8789869,  10211.167,  9191.6818, -4494.3085,   14908.54,  122.11582, 0.00021904549,          0, 0.0002906466, 0.00049769716, 0.00062398495, 0.00068007034, 0.00062398495, 0.00049769716, 0.0002906466, 
0.12461818,  8.0245115,  10399.767,  8680.4392, -4454.5973,  14625.609,  405.03744, 0.00021101095,          0, 0.0002744808, 0.00047950248, 0.00060615503, 0.00065589855, 0.00060615503, 0.00047950248, 0.0002744808, 
0.12149689,  8.2306636,   10666.94,  8910.2034, -4432.5746,  15144.569, -114.31416, 0.00021545838,          0, 0.00028174608, 0.00048998999, 0.00061708068, 0.00066970049, 0.00061708068, 0.00048998999, 0.00028174608, 
0.12501902,  7.9987826,  10366.422,  8876.9424, -4423.8524,  14819.512,  210.59162, 0.00020309883,          0, 0.00028069435, 0.00046912797, 0.00057433205, 0.00060127253, 0.00057433205, 0.00046912797, 0.00028069435, 
0.12190516,  8.2030981,  10631.215,  8893.3386, -4552.2938,   14972.26,  57.344687, 0.00021416593,          0, 0.00028121281, 0.00048770836, 0.00061493252, 0.00065894756, 0.00061493252, 0.00048770836, 0.00028121281, 
0.12143978,   8.234534,  10671.956,  9173.0568, -4555.0404,  15289.972, -260.01755, 0.00021833671,          0, 0.00029005767, 0.00050140423, 0.00062434032, 0.0006617829, 0.00062434032, 0.00050140423, 0.00029005767, 
0.12071748,  8.2838046,  10735.811,  9203.1178, -4515.0106,  15423.918, -393.93994, 0.00022592219,          0, 0.00029100822, 0.00051022203, 0.00065059989, 0.00071109479, 0.00065059989, 0.00051022203, 0.00029100822, 
0.12757366,  7.8386084,  10158.836,  9455.2702, -4457.7517,  15156.355, -126.58052, 0.00022275095,          0, 0.00029898143, 0.00050955512, 0.00063274596, 0.00068145014, 0.00063274596, 0.00050955512, 0.00029898143, 
0.12504599,  7.9970579,  10364.187,  8984.5737, -4491.0444,  14857.716,  172.35323, 0.00021950591,          0, 0.00028409772, 0.00049895133, 0.00063120355, 0.00068358943, 0.00063120355, 0.00049895133, 0.00028409772, 
 0.1202174,  8.3182632,  10780.469,  9334.3945, -4619.8243,  15495.039, -465.17284, 0.0002183569,          0, 0.00029515927, 0.00049873042, 0.00062450051, 0.00065693007, 0.00062450051, 0.00049873042, 0.00029515927, 
0.12471974,  8.0179768,  10391.298,  9222.2658, -4610.4953,  15003.068,  26.513588, 0.00021229319,          0, 0.00029161369, 0.00048720814, 0.00060076976, 0.00063750783, 0.00060076976, 0.00048720814, 0.00029161369, 
0.12486027,  8.0089528,  10379.603,  8669.4004, -4438.2546,  14610.749,  418.56124, 0.00020743051,          0, 0.00027413175, 0.00047543439, 0.00059664248, 0.00062647097, 0.00059664248, 0.00047543439, 0.00027413175, 
 0.1273136,  7.8546206,  10179.588,  9080.2851, -4373.1125,  14886.761,  143.27311, 0.00021662914,          0, 0.00028712417, 0.00049463296, 0.00062275806, 0.00065703581, 0.00062275806, 0.00049463296, 0.00028712417, 
0.12142168,  8.2357615,  10673.547,  8836.9359, -4404.5875,  15105.895, -75.217373, 0.00020249558,          0, 0.00027942932, 0.00046685365, 0.00057024398, 0.00060687537, 0.00057024398, 0.00046685365, 0.00027942932, 
0.12264288,   8.153755,  10567.267,  9038.8232, -4370.3171,  15235.773, -205.57115, 0.00021488203,          0, 0.00028581312, 0.00049110385, 0.00061273372, 0.00065881107, 0.00061273372, 0.00049110385, 0.00028581312, 
0.12189947,  8.2034812,  10631.712,  9156.5495, -4407.2461,  15381.015, -350.67883, 0.00022308794,          0, 0.0002895357, 0.00051521839, 0.00064034596, 0.00067920693, 0.00064034596, 0.00051521839, 0.0002895357, 
0.12074919,  8.2816289,  10732.991,  8714.0638, -4538.3374,  14908.717,  120.87283, 0.00020995475,          0, 0.00027554403, 0.0004842843, 0.00060053833, 0.0006385427, 0.00060053833, 0.0004842843, 0.00027554403, 
0.12780604,  7.8243561,  10140.365,  8763.8911, -4607.3615,  14296.895,  732.84068, 0.00020691088,          0, 0.0002771196, 0.00047159257, 0.00059336936, 0.00062641108, 0.00059336936, 0.00047159257, 0.0002771196, 
0.12133474,   8.241663,  10681.195,  9176.7951, -4589.3042,  15268.686, -238.94566, 0.00021287556,          0, 0.00029017588, 0.00049438068, 0.00059801398, 0.00064086793, 0.00059801398, 0.00049438068, 0.00029017588, 
0.12508656,  7.9944643,  10360.826,   9090.198, -4591.0458,  14859.978,  169.46668, 0.00021016347,          0, 0.00028743762, 0.00048494328, 0.00059452739, 0.00062879901, 0.00059452739, 0.00048494328, 0.00028743762, 
0.12063377,  8.2895528,   10743.26,  9094.5189, -4499.3698,   15338.41, -308.75438, 0.00020504897,          0, 0.00028757425, 0.00047884425, 0.0005764959, 0.00059495472, 0.0005764959, 0.00047884425, 0.00028757425, 
0.12335959,  8.1063822,  10505.871,  9248.7077, -4497.8312,  15256.748, -226.67019, 0.00021446703,          0, 0.0002924498, 0.00048329492, 0.000608347, 0.00066328905, 0.000608347, 0.00048329492, 0.0002924498, 
0.12150431,  8.2301607,  10666.288,  9227.4527, -4467.7152,  15426.026, -396.63556, 0.00023345222,          0, 0.0002917777, 0.00052472686, 0.00068357966, 0.00073506706, 0.00068357966, 0.00052472686, 0.0002917777, 
 0.1256674,  7.9575131,  10312.937,  9271.9999,  -4468.251,  15116.686, -87.296044, 0.00022639625,          0, 0.00029318631, 0.00052044115, 0.00065430469, 0.00068647576, 0.00065430469, 0.00052044115, 0.00029318631, 
