xb0,yb0,zb0,
-0.93049807, -1.6850142,  1.1658737, 
0.86560256, -1.9776997,  2.1500954, 
0.86630614, 0.59944866, -0.86391723, 
-1.9737067, 0.43581296, 0.47773878, 
0.44028039, -0.099394977,  1.3785034, 
-0.90697189,  1.5462003,  1.1946625, 
  1.526593,  1.7186892,  -1.857446, 
-1.8091173, -1.7361012, -1.6365954, 
0.059023441, -0.68989044, -0.63534679, 
-0.18215881,  1.1220183, -0.83371874, 
 1.8520589, -1.5159012, 0.16262954, 
-2.0091745, -1.3229243, -0.74576707, 
 1.0642671, -0.29301536, 0.43448095, 
 1.7935396, 0.46006952, -1.5496529, 
-0.83351608, -1.6288127, -0.24335004, 
0.023514757, -1.0638656,   1.704921, 
-2.1036381,  1.5005462, -1.0478411, 
-0.42846339,  0.9851773, 0.25070345, 
-0.81938437, 0.41372263, -1.1338247, 
  1.938734,  1.3792328, 0.76059424, 
 2.1538078,  -1.237414,  1.7412714, 
 1.5051441, -0.26960813,  1.9898734, 
0.78243091, -0.96650484, -1.4998633, 
 1.8387176, -0.96635167, -1.5440693, 
-2.0450578, -0.25423703, -0.032240849, 
0.68429298,  1.1705422, 0.037720817, 
-0.075563476, 0.14588872, -0.3292981, 
 2.0083271, 0.78140901,  1.8409246, 
 -1.404737, -1.0924139, 0.40904097, 
-1.2324431, -1.1510149, -1.9082162, 
   1.60821, -1.7517388,  1.0814368, 
-1.3040468, 0.87590266, -2.0037716, 
0.75389895,  1.3578279,  1.9609088, 
 2.0538227, -0.38632656, 0.97984241, 
-0.79522708, -0.64492892,  1.3355299, 
-1.0016542, -0.086699565, 0.47978919, 
0.84166942, -1.6705406, 0.26305956, 
-1.4247316,  1.6363348, -1.1419622, 
 1.0902032, -1.7013022, -0.87427565, 
0.12600341, -1.9539339, -0.5264302, 
 -1.596286,  1.5748473, -0.13808899, 
 1.0871894, 0.48025926,  1.2446908, 
-1.6912413, -0.16027733, -1.8364383, 
 0.9038878,  1.5661926, 0.93836744, 
 0.9033786, -0.96252969,  1.3116821, 
-0.52346325, 0.57267467,  1.1884311, 
-0.10437821, -0.9819763,  0.4683756, 
 1.3025022, -0.41881819, -0.72159047, 
0.98484197,  1.5657816, -1.0408086, 
-0.29178388,  1.2522744,  2.1251999, 
-1.6291284, -2.0743837, 0.59180995, 
-0.79369544,  2.1338732, -1.9154629, 
-0.37245318, 0.047703791,  2.0948154, 
-1.4826253,  0.2464334,  1.4526361, 
-0.3490876, -0.81847589,  -1.318765, 
 1.5841146, 0.58282627, -0.044527042, 
0.18001017,  2.1226562, -1.6112745, 
 1.5662139,  1.8779799, -0.053781307, 
 0.3383529, 0.025624584, -1.5460751, 
 -1.885195, 0.34987143, -0.78862692, 
0.031412647,  2.0995581,  1.6097572, 
0.065234631,  1.9859851, 0.51580178, 
-1.3017429, -0.47882659, -0.78939392, 
-1.8853182,  2.0008978,   1.487433, 
-0.69410205, -1.7224626, 0.93568658, 
 0.9986898,  -1.683542,  2.0418133, 
 0.7000042, 0.59050943, -0.79485203, 
-1.7342996, 0.64495912, 0.41688262, 
0.22995177, -0.21612573,  1.1675131, 
-0.95360421,  1.6545638,  1.3469214, 
    1.6633,  1.5046088, -1.8687155, 
-1.8568642, -1.9562746, -1.7441043, 
 0.3328355, -0.8809412, -0.42260961, 
-0.051127973,  1.3196802, -0.92265167, 
 1.8825251, -1.1879254, 0.16608139, 
-1.8439409, -1.3388465, -0.76778483, 
 1.1153857, -0.54733288, 0.33350553, 
 1.5677349, 0.41914134,  -1.405288, 
-0.84807193, -1.5824337, -0.61531407, 
-0.042081415, -1.1723534,   1.957747, 
 1.9478411,  1.2604697, -0.87687222, 
-0.45342495, 0.98672839, -0.026872815, 
-0.94130015, 0.44445014, -1.1496893, 
  1.780888,  1.2547377, 0.82250292, 
-1.8931771, -1.0834782,   1.738679, 
 1.2265596, -0.49829067,  1.9231937, 
0.86914001, -1.1912903, -1.6273786, 
 1.9964312, -0.7364945, -1.5410289, 
 -1.750996, 0.0037314788, 0.14999815, 
0.97725154,  1.5292738, -0.036103309, 
-0.055814304, -0.15610168, -0.46492813, 
 1.8570721, 0.55677963,  1.7213551, 
-1.3109558, -0.95511007, 0.50971969, 
-1.2406413, -1.0660355,  -1.658021, 
 1.4334236, -1.8220627, 0.94800358, 
-1.5335924,    1.11266, -2.1202107, 
0.73940792,  1.0579545, -1.9171539, 
 1.8095242, -0.48092125, 0.95594617, 
-0.87178969, -0.89878475,  1.5553722, 
-0.60116804, -0.0058021759, 0.50561473, 
0.70484928, -1.5406926, 0.30605762, 
 -1.251279,  1.5499659, -1.1513505, 
 1.3517268, -1.4254071, -0.74249275, 
 0.2237678, -2.0960981, -0.57300409, 
-1.7192569,  1.5093394, -0.033400571, 
0.91213296, 0.44464494,  0.9906659, 
-1.6731395, -0.018954807, -1.8559097, 
0.85664126,  1.6164873,   1.191269, 
0.81047207, -0.96745762,  1.1628288, 
-0.44432236, 0.87392375,  1.2809491, 
-0.11207624, -0.97320665, 0.32375611, 
 1.8470619, -0.41736617, -0.54664511, 
0.89576228,  1.6375836, -1.1217975, 
-0.23837472,  0.9005666, -1.8869493, 
-1.7087575, -1.8951745, 0.47615765, 
-0.6774199, -2.0218503, -1.9585957, 
-0.70100743, -0.028242128, -2.0062923, 
-1.5865121, 0.0055590564,  1.3904963, 
-0.42077472, -0.66410748,  -1.326964, 
  1.512961, 0.34518084,  0.1942689, 
0.29467693, -2.0454563, -1.8382276, 
 1.7511781,  2.1171647, -0.066050369, 
0.27103417, -0.010617248, -1.7041437, 
-2.0208504, 0.39101246, -0.86962453, 
  0.262659, -1.7898254,  1.4505602, 
-0.078147778,  1.9205258, 0.33172497, 
 -1.440136, -0.62949664, -0.73296345, 
 -2.120193,  1.9840365,  1.4414745, 
-0.71726269, -1.7416058, 0.91201097, 
 1.5902687, -1.7911796,  2.0900855, 
0.66263123, 0.59976554, -0.69567567, 
-1.3546437, 0.80176294, 0.65685547, 
0.058881328, -0.17818257,  1.2595687, 
-1.1060418,  1.6512157,  1.4447144, 
 1.7730959,  1.4279669, -1.8619065, 
-1.7568269,  -1.986679, -1.9054495, 
 0.4354955, -1.0752115, -0.66632721, 
-0.16807295,  1.3100064, -0.95693851, 
 1.9674011, -1.1363262, 0.15067652, 
-1.9291193, -1.7639249, -0.6417256, 
0.69055189, -0.4106718,  0.1460644, 
 1.4763494, 0.43782963, -1.5691928, 
-0.91890185, -1.8446072, -0.83695428, 
0.027238728, -0.95681576,  2.1440431, 
 1.7294409,  1.2149368, -0.70238438, 
-0.5214723, 0.93034729, -0.16866483, 
 -1.040198, 0.069075243, -1.2731317, 
 1.5398383,  1.2517486, 0.76724242, 
-1.9963043, -1.1514309,  1.3215505, 
  1.149582, -0.21700577,  1.8485132, 
 1.0529749, -1.3783631, -1.4091062, 
 1.9461266, -0.82552457, -1.5300483, 
-1.5994275, 0.41016944, 0.28219051, 
0.54973443,  1.3709715, 0.15697813, 
-0.078063521, -0.034025564, -0.54082755, 
 1.8951108, 0.47256063,  1.5759309, 
-1.4009308, -0.8829105, 0.45523274, 
-1.4638582, -1.0987512, -1.7500516, 
   1.46353,  -1.826694,  1.1247875, 
-1.5392326, 0.96234818,  2.1286295, 
0.81760463, 0.96775686, -2.1411821, 
 1.6444493, -0.15140866,  0.7482027, 
-0.6474511, -0.85633165,  1.6439293, 
-0.66027079, -0.0045881325, 0.57028046, 
0.88582943, -1.7863333, 0.34488512, 
-1.2038929,  1.3263988, -1.1248123, 
 1.5986344, -1.4895669, -0.55768907, 
0.43014656, -1.8013985, -0.63263439, 
-1.4788455,  1.4029946, -0.12729183, 
0.79948135, 0.53038982,    1.12517, 
-1.8609664, -0.044454119, -1.9779095, 
0.75242715,  1.6302056,  1.4640095, 
0.66988996, -0.84762462, 0.92912226, 
-0.086682991,   0.980499,  1.2669253, 
-0.31899466, -1.0856385, 0.076431655, 
  1.595755, -0.35138402, -0.60912192, 
0.95757806,  1.8572739, -1.0867124, 
-0.54790285, 0.83367561,  -1.931783, 
-1.6891239, -2.1311817, 0.74072286, 
-0.56098788, -1.7037222,   2.119169, 
-0.94863734, 0.10864884,  1.9080448, 
-1.6596384, -0.15461929,  1.1656961, 
-0.5295635, -0.88638614, -1.3217901, 
  1.568288, 0.55540933, -0.00024772075, 
0.32380424,  2.0736754, -1.8988258, 
 1.7188749,  1.9867115, 0.12526821, 
 0.3189547, -0.18996604,    -1.5988, 
-1.8800284, 0.64061168, -0.71731572, 
0.26794745, -1.7739893,  1.2776853, 
-0.22670313,  1.7830023, 0.60937704, 
-1.4372445, -0.79115639, -0.55479604, 
 2.0987088,  1.6130117,  1.5741703, 
 -0.783233, -1.6146015, 0.87232849, 
 1.7629195, -1.7958911,  2.1433585, 
0.74913445, 0.67544647, -0.76450283, 
-1.4555333, 0.91892447,  1.1216222, 
0.058410297, -0.046162673,  1.4818714, 
-0.84233008,  1.7195248,  1.6149001, 
 1.6903523,  1.5964269, -1.7897124, 
 -1.609837,  1.9565409, -1.9273504, 
0.53883807, -0.75402803, -0.78203088, 
-0.078847847,  1.4770993, -1.1196924, 
 1.9394976, -1.1711808, 0.41911065, 
-1.6638846, -1.8430168, -0.40432258, 
0.68509982, -0.064123253, 0.019404002, 
 1.3422143, 0.26163007, -1.4477053, 
-0.58932142,  -1.843781,   -1.17741, 
0.20990301, -1.1506253, -1.9966065, 
  1.686638,  1.3847866, -0.66066503, 
-0.36605068, 0.90133146, -0.071319835, 
-1.1028693, -0.031687089, -1.7367094, 
 1.7490834,   1.228448,  0.9231749, 
-1.7684504, -1.2729687,  1.4326733, 
  1.309364, -0.3223274,  1.7697986, 
0.87181085, -1.6273988, -1.4342283, 
 1.7069269, -0.86851917, -1.5055977, 
-1.4546692, 0.24260927, 0.10863999, 
0.72924249,  1.1323107, 0.27644505, 
-0.70076324, 0.17530822, -0.71296832, 
 1.8206361, 0.63829469,  1.7123088, 
-1.3181911, -0.78207968, 0.39918981, 
-1.4553887, -1.1553224, -1.9178817, 
 1.5200981, -1.8172633,   1.282469, 
-1.6879886, 0.99159038, -1.8267079, 
0.79936478, 0.73919974,  2.0921688, 
 1.6229792, -0.06463783,  0.6580766, 
-0.73619093, -0.73961886,  1.4055835, 
-0.54323923, 0.066978097, 0.77310158, 
 0.8014313, -1.7723984, 0.49043286, 
-1.1958459,  1.2034937, -0.8319771, 
 1.7693658,   -1.67229, -0.82272618, 
0.25290963, -1.8028769, -0.60650594, 
-1.7026668,  1.2960685, 0.19537784, 
 0.9529317, 0.54827077,  1.0939207, 
-2.0508927, -0.22194355,  2.0828782, 
0.71644923,  1.6509174,  1.2426302, 
0.61264698, -0.73420534, 0.94310509, 
-0.077871714, 0.98570112,  1.2266199, 
-0.48930657, -0.77945188, -0.25122366, 
  2.040818, -0.25984365, -0.25991217, 
0.87423741,  1.6919378, -1.0369058, 
-0.19340895,  0.8947617, -1.9162054, 
-1.5569702,  2.0874345,  1.0707436, 
-0.64836838, -1.7767607,  1.9847998, 
-0.92403828, 0.46420084,  1.7167895, 
-1.7196359, -0.16510418,  1.1205532, 
-0.49900206, -0.93740743, -1.3659818, 
  1.674917, 0.84924421, -0.092218541, 
0.23772157,  1.8791387, -2.0667877, 
 1.7871983, -2.1174026, 0.17624075, 
0.17471103, 0.098305598, -1.5309793, 
-2.0366894, 0.30374638, -1.1389024, 
0.13576448, -1.6296671,  1.3355734, 
-0.69513048,   1.601528,  0.6273266, 
-1.5355781, -0.69696632, -1.0042471, 
 2.1484348,  1.6649257,  1.9413328, 
-0.81916183, -1.6355836, 0.85877554, 
 1.9951031, -1.7425695,  -1.949012, 
0.79683846,  0.5827206, -0.80173331, 
 -1.535183,  1.0507868,   1.105122, 
 0.2048068, -0.052053472,  1.7577423, 
-0.88708494,  1.4837962,  1.7907238, 
 1.6153321,  1.0200653, -1.6306177, 
-1.4402686,  2.0286061, -1.8037894, 
0.63573831, -0.50563914, -0.72361827, 
-0.16921641,  1.4726002, -0.95447874, 
 1.6568755,  -1.122029, 0.29127664, 
-1.5247093, -1.6248714, -0.18396465, 
0.59336169, 0.069272759, 0.099177722, 
 1.3056617,  0.1069525,  -1.502021, 
-0.73886285, -1.9007908, -1.2017182, 
0.53229515, -1.0162739,  2.0424607, 
-2.0713621,  1.6974062,  -0.837424, 
-0.2187349,  1.0727638, 0.025221916, 
-0.8588736, -0.071366244, -2.0232401, 
 1.5692683,  1.2501019, 0.77199613, 
-1.7683125, -1.2033658,  1.2901872, 
 1.5523685, -0.65858573,  1.5064754, 
0.78365273,   -1.76585,  -1.517292, 
 1.7634324, -0.83685389, -1.4725925, 
-1.2456492, 0.53431988,   0.118603, 
0.78171466,  1.3015433, 0.18749347, 
-0.89345662, -0.061325095, -0.96525223, 
 1.7671649, 0.42407578,  1.9780562, 
-1.3766959, -0.72015714, 0.41364213, 
-1.4668142, -1.2721689, -1.7830419, 
  1.575409, -1.6362746,  1.2193249, 
-1.4151753, 0.76120716, -1.8169153, 
0.58833426,  1.0235729, -1.9383369, 
 1.8062758, 0.075436352, 0.75471448, 
-0.69792276, -0.85352871,   1.567582, 
-0.55867379, -0.19929726, 0.77557859, 
0.85490434, -1.8698945, 0.36034524, 
-1.1272968,  1.0634542, -0.79701951, 
  1.851666, -1.5990059, -0.69828465, 
0.14153566, -1.8975982, -0.33680373, 
-1.7651814,   1.406169, 0.20690006, 
0.80795139, 0.52756367,  1.0213086, 
-1.8418769, -0.43610296,  2.1309999, 
0.85768129,   1.756638,  1.2661193, 
0.65885529, -0.56425153, 0.93403573, 
-0.034781904,  1.2031378,  1.0224898, 
-0.50179353, -0.77644301, -0.35796086, 
-2.1521792, -0.33244244, -0.16451528, 
0.82908208,  1.6580043, -0.7639349, 
-0.45715509,  1.0102572, -1.7571836, 
-1.8769604,  2.0771376,   1.226006, 
-0.45514463, -1.6225022, -2.1164668, 
-0.86982412, 0.69778229,  1.5357623, 
-1.5944438, -0.10162389,  1.2067548, 
-0.15321042, -0.91622328, -1.4756432, 
 1.8739149, 0.85102126, -0.42012965, 
0.11763783,  1.7939833, -2.1291291, 
 1.8154094, -1.9588225, 0.19438635, 
0.11460358, 0.25267569, -1.3979293, 
-2.1206075, 0.16559837, -1.2969717, 
0.083637676, -1.7846909,   1.294841, 
-0.91118325,  1.5501421, 0.75188325, 
-1.4974644, -0.8440364, -0.89353092, 
 1.6366321,  1.5077599,  1.8603846, 
-0.60523891, -1.5620052, 0.36324453, 
 2.0485752, -1.8011919, -2.1481934, 
0.88616462, 0.42945044, -0.75752093, 
-1.8194611,  1.0973215,  1.4020522, 
0.21425891, 0.0084725898,  1.7372685, 
-0.84865164,  1.7398564,  1.7296823, 
 1.7445689,  1.1075534, -1.4286313, 
-1.3809082,  2.0497283, -1.6682696, 
0.74547225, -1.0110068, -0.76948903, 
-0.14657052,  1.4752005, -0.86942421, 
 1.4884245, -0.98072757,  0.4456985, 
-1.5795798, -1.6297711, -0.21598294, 
  0.484716, 0.055550327, 0.066668931, 
0.94512867, -0.1342824, -1.9452525, 
-0.81645336, -1.6016211, -0.90757686, 
0.43054175, -0.95453633,  1.9319363, 
-2.0715766,  1.7300742, -0.77399803, 
-0.53121832,  1.0637808, -0.032869387, 
-0.8123605, -0.076203758,  2.0984372, 
 1.6190758,  1.3337716, 0.85002032, 
-1.6854499, -1.0569737,  1.2378484, 
  1.745929, -0.44365934,   1.521877, 
0.88691123, -1.7891668, -1.6484699, 
 1.7969902, -1.0192932, -1.6180594, 
-1.4330493, 0.42279764, 0.17327371, 
0.66728308,  1.3626387, 0.24379641, 
-1.1146799, -0.12817307, -0.80110277, 
 1.5785578, 0.38045104,  1.9805758, 
-1.3175927, -0.72535898, 0.28574754, 
-1.4185046, -1.4302486,  -1.804263, 
 1.2628637, -1.3961002,  1.3479931, 
-1.5392249, 0.66065848, -1.8161542, 
0.63975295,  0.9307044, -1.8240333, 
 1.9639834, 0.13383408, 0.75557173, 
-0.69535486, -1.1027193,  1.5242889, 
-0.38466776, -0.33932998, 0.69893306, 
0.60199221, -1.8137654, 0.34627005, 
-1.2728494, 0.95369178, -0.80702767, 
 1.8199611, -1.5166567, -0.62903948, 
0.14176212, -2.0682481, -0.56818483, 
-1.8684873,  1.4823753, 0.24711147, 
0.93005047, 0.47776926, 0.89992647, 
-1.7511576, -0.36234737,  2.1183015, 
 0.8572193,  1.9543959,  1.1126661, 
0.53469556, -0.65691837, 0.98435555, 
0.032788509,   1.322108,  1.2025623, 
-0.20846978, -0.70375751, -0.3092588, 
 2.0396626, -0.2798146, -0.21662576, 
 1.3266187,  1.7716788, -0.57116056, 
-0.61173124,  1.0574282, -2.0132027, 
-1.8592887,  2.0958094,  1.2410276, 
-0.34740608, -1.7653382, -1.8609895, 
-0.95738815, 0.95596543,  1.3249043, 
-1.3917506, 0.031409682,  1.1925706, 
0.31584003, -0.7932261, -1.2858371, 
 2.0611344, 0.84064792, -0.28850425, 
0.33091347,  1.7699341,  2.0360749, 
 1.6116593, -1.8795181, 0.28882917, 
-0.17587499, 0.18613929, -1.3547266, 
-2.0768344, -0.033163513,  -1.262801, 
-0.12674003, -1.9026136,  1.2449276, 
-0.89783991,  1.8566329,  0.6536991, 
-1.6415464, -1.0008741, -0.86763615, 
 1.4941668,  1.4726943,  2.0087884, 
-0.56840995, -1.4450667, 0.27035828, 
 1.8986239, -1.9097367, -2.1516036, 
 1.3152184, 0.29534919, -0.91862335, 
-1.9274197,  1.0925524,   1.547419, 
0.09274021, 0.40702057,  1.6748179, 
-1.0247583,  2.1510305,  1.7177513, 
 1.9525553,  1.1392482, -1.2885364, 
-1.3941646,  1.8340407,  -1.642537, 
0.86240594, -1.1011705, -0.28915266, 
-0.12812479,  1.7256395, -1.3891786, 
 1.3728074, -0.83793851, 0.48033638, 
-1.4638414, -1.9992835, -0.049386508, 
 0.6146483, -0.13426176, -0.026779032, 
0.77080431, -0.35585649, -2.0690503, 
-0.8556307, -1.6915931, -0.73095437, 
0.31962044,  -1.287673,  1.8955801, 
-1.9774193,  1.8838508, -0.76202377, 
-0.60154398,  1.1621446, 0.015152045, 
-0.64581966, -0.15416859,  2.1131266, 
 1.6158587,  1.3389822, 0.79571957, 
-1.9075054, -1.0872864,  1.2169711, 
 1.6379883, -0.29797511,  1.5975439, 
 1.1515239, -1.7063783, -1.4703399, 
 1.7608494, -0.82670205, -1.6959928, 
-1.2473401, 0.39579066, 0.30073606, 
0.54430276,  1.2262258, -0.2161132, 
-1.1132949, -0.17727412, -0.61693358, 
  1.229459,  0.5108929,  2.0906951, 
-1.4759295, -0.5523159, 0.28786886, 
-1.3875779, -1.3525581, -2.0712109, 
 1.4940641, -1.3448526,  1.5693066, 
-1.2242509, 0.56473477,  -1.730839, 
 0.4422726, 0.68853168, -1.5806025, 
 2.0508327, 0.34618997, 0.69546226, 
-0.55385852, -0.96939204,  1.4678596, 
-0.43841522, -0.16108533,  0.5844332, 
0.50500074, -1.5620106, 0.47383591, 
-1.6211675, 0.83035144, -0.71750748, 
    1.8116, -1.5594835, -0.65512176, 
0.32783765, -2.1015316, -0.59399014, 
-1.7288201,  1.3681534, 0.41071373, 
 1.0199808, 0.44719276,  1.0892911, 
-1.7369998, -0.28716476,  2.0845727, 
0.91115842,  1.9628445,  1.2788304, 
0.44986469, -0.6651265,   1.157883, 
0.15072956,  1.2687372, 0.76202756, 
-0.096777719, -0.46059971, -0.44865379, 
 2.0900005, -0.45936936, -0.41450855, 
 1.5475311,   1.736761, -0.33703552, 
-0.51740265,  1.1971392,  2.0263545, 
 2.1484744,   2.109173,  1.1470261, 
-0.49400415, -1.5929203, -1.7502965, 
-0.89390277, 0.70720913,  1.1178319, 
-1.3474262, -0.15615095,  1.1685416, 
0.41696772, -0.83553518, -1.3190125, 
 1.6734479,  0.6794856, -0.28544148, 
0.40950772,  1.6977966, -2.0503666, 
 1.4949697, -1.7361521, 0.30912305, 
-0.42863595, 0.21983919, -1.2031411, 
-1.9936372, -0.04297561, -1.2440022, 
0.019184406, -1.8726199,  1.3648046, 
-0.73520307,  2.0154908, 0.50261122, 
-1.6053864, -1.0922295, -0.99846827, 
 1.4924828,  1.5011866,  1.9699542, 
-0.68191498, -1.2806995, 0.44213841, 
 2.1243281, -1.9756268, -2.0969332, 
   1.16961, -0.22321805, -0.93780241, 
-1.9510594,  0.7107691,  1.7683237, 
0.075509806, 0.29563385,  1.2494733, 
-1.1140119, -1.9879257,  1.4191982, 
 1.9309456,  0.8600986, -1.5924349, 
-1.5369519,   1.525967, -1.9786125, 
0.87806856,   -1.00394, -0.30395712, 
-0.2960918,  1.4034973, -1.2378109, 
 1.6764331, -0.76168072, 0.44883693, 
-1.8599283, -1.5803691, 0.26622219, 
0.65290233, 0.03123341, 0.075394606, 
0.56574383, -0.2735886,  2.1474139, 
-0.73071894, -1.6476228, -0.67745923, 
0.43837247, -1.2970165,  2.0938268, 
-1.6333572,  1.9746241, -0.66677791, 
-0.33109252,  0.8173361, -0.034449667, 
-0.4695126, -0.20013569, -1.9979463, 
 1.4726436,  1.3177334, 0.42027392, 
-1.8199007, -1.0475135,  1.2308724, 
 1.6586464, -0.22985876,  1.5913718, 
 1.3021327, -2.0075136, -1.3862913, 
 1.5941172, -0.95324315, -1.8670497, 
-1.3870416, 0.57049727, 0.12468871, 
0.62734501,  1.0324277,  -0.384519, 
-1.2371632, -0.34846799, -0.54710989, 
 1.2241874, 0.63601843, -2.1294754, 
-1.7127729, -0.6407679, 0.33659606, 
-1.1248676, -1.4213074,  -2.092832, 
 1.5033229, -1.3444168,  1.4855379, 
-1.1687254, 0.58853466, -1.7511915, 
0.26652752, 0.61511019, -1.6009569, 
 2.0828536, 0.21754182, 0.61721315, 
-0.51222725, -0.9102173,   1.513978, 
-0.61746979, -0.058603219,  0.3897811, 
0.24142989, -1.7571187, 0.50324786, 
-1.7436993,  1.0848363, -0.67665834, 
  1.995967, -1.6377796, -0.76391291, 
0.53435649, -1.7607367, -0.60612878, 
-1.7395993,  1.5296027, 0.36210877, 
 1.1552534, 0.51140533,  1.1427245, 
-1.7649986, -0.22161948,  -2.149827, 
0.93037495,  2.0719339,  1.4086547, 
0.74539813, -0.71872822,  1.1814956, 
0.42224341,   1.571415, 0.41162523, 
-0.026191215, -0.58342244, -0.39379092, 
  1.876745, -0.63731686, -0.45989563, 
 1.7001749,  1.6675435, -0.56129902, 
-0.48497377,   1.549217,   2.032897, 
 2.1030976,  2.1261743,  1.1091168, 
-0.39173818, -1.9099023, -1.7142698, 
-0.90565514, 0.90667228,  1.3545541, 
-1.2209722, -0.099977493,  1.2348141, 
0.19614174, -0.99334199,  -1.363854, 
 1.4607812,  0.2892617, -0.24322092, 
0.36787819,  1.8023539, -1.5449725, 
 1.3727915, -1.9027127, 0.31114363, 
-0.48761884, 0.26242367, -0.87929376, 
 2.0742487, 0.068975917, -1.1809407, 
-0.27077568,  -2.058583,  1.4737943, 
-0.65362405,  1.9287463, 0.38602615, 
-1.3481883, -1.2806353, -1.0900795, 
 1.6455477,   1.520746,  1.8727931, 
-0.75400695, -1.0948242, 0.53731331, 
-2.0374754, -1.8467193, -1.7011733, 
 1.0058793, -0.04598608, -1.1861588, 
-2.1188887, 0.66105974,   1.655641, 
 0.0713656, 0.18399265,   1.265983, 
-1.1912831, -1.8257623,  1.1290292, 
 1.8237308,  1.2289274, -1.4687035, 
-1.5521601,  1.5549844,  2.0193154, 
0.91346913, -0.90474503, -0.24054916, 
-0.59435999,  1.4586282,  -1.283671, 
 1.4841884, -0.63625566, 0.54053324, 
-1.7828573, -1.7643699, 0.31941385, 
0.47781598, 0.15412176, 0.35344738, 
0.70048463, -0.37766517, -2.1208277, 
-0.46784468, -1.5632058, -0.62933076, 
0.55390108, -1.5315046,  2.0855241, 
-1.3584876,  2.0778671, -0.65999884, 
-0.30942473, 0.72667665, 0.16250137, 
-0.62828637, -0.46235248, -1.6513145, 
 1.6516192,  1.1575804, 0.35525013, 
-1.8385386, -0.96484642,   1.485071, 
 1.7074256, -0.29064099,  1.6251511, 
 1.2487395,  2.0748728, -1.6074995, 
 1.6199494, -1.0244999,  -1.526383, 
-1.3257474, 0.50220978, 0.17677619, 
0.97497043, 0.78588272, -0.44029805, 
-1.2440851, -0.31864652, -0.49801946, 
 1.2482449, 0.43976781, -2.0066586, 
-1.7002518, -0.40088641, 0.51803384, 
-0.98989677, -1.4212584,   2.021025, 
 1.4136364,   -1.39809,  1.5531674, 
  -1.45849, 0.94755811, -1.8584211, 
0.043260753, 0.44870155, -1.7847025, 
 1.9709213, 0.34184371, 0.84693195, 
-0.35615102, -0.70678291,  1.6853132, 
-0.54992651, -0.1575413, 0.63876299, 
0.23232555, -1.2977773, 0.19788253, 
-1.8161872,  1.1954602, -0.82756643, 
 1.9238924, -1.6954443, -0.84524925, 
0.65140296, -1.8998072, -0.69045694, 
-1.7769534,  1.5196239, 0.48908427, 
 0.8743968, 0.87880929,  1.0914964, 
-1.6431361, -0.30057008,  -1.859542, 
0.79903617,  1.8871432,  1.2436543, 
0.54818224, -0.65317404, 0.92763126, 
0.53198069,  1.6012373, 0.054533489, 
 -0.205352, -0.61124298, -0.31257497, 
 2.1216209, -0.62373155, -0.73453536, 
 1.5489506,  1.6634542, -0.49694394, 
-0.61920534,  1.5664428,  1.8503441, 
 2.0652289, -2.0395854,  1.0066899, 
-0.46111423, -2.1541885, -1.6326009, 
-0.98441088,  1.0003624,  1.1504784, 
-1.3306652, 0.023771904,  1.4206479, 
0.32309726, -0.95185193, -1.2068445, 
 1.6417574, 0.074654517, -0.17672059, 
