KE,PE,Etot
91.7378810783, -304.855032127, -213.117151049
91.5458886026, -304.855787287, -213.309898684
93.1136501463, -306.318225648, -213.204575502
89.0501051183, -302.598081864, -213.547976746
92.0026817469, -305.43741165, -213.434729903
93.3200846409, -307.079865251, -213.75978061
85.4942106545, -299.162053039, -213.667842385
85.0203633979, -298.768614206, -213.748250808
92.5095234913, -306.271306748, -213.761783257
95.3474242013, -308.891255338, -213.543831137
104.901920914, -318.463364398, -213.561443484
106.574355382, -319.887768267, -213.313412885
104.567214996, -318.008601395, -213.441386399
98.8967946884, -312.088707626, -213.191912937
98.4405701946, -311.523891651, -213.083321457
92.1272254737, -305.08283851, -212.955613036
90.3045573453, -303.30013704, -212.995579695
95.4392147147, -308.167103276, -212.727888561
96.1294952048, -308.932702833, -212.803207628
93.2176173768, -305.903675335, -212.686057959
91.0288154327, -303.982464173, -212.953648741
96.0638286216, -308.8360994, -212.772270778
95.1265419686, -307.574795549, -212.448253581
93.6017989072, -305.89372591, -212.291927003
94.5232177912, -306.694241509, -212.171023718
97.8240955644, -310.281912217, -212.457816652
95.5992323476, -308.122869479, -212.523637132
98.8457729568, -311.300121397, -212.45434844
101.886579941, -314.533493689, -212.646913749
105.574174106, -318.144183015, -212.570008909
104.562729952, -317.141963671, -212.579233718
89.3595941471, -302.00861894, -212.649024793
77.0138938378, -289.763601434, -212.749707597
91.4772869586, -304.524075802, -213.046788843
104.551597405, -317.371496641, -212.819899236
98.2512452302, -311.020546425, -212.769301195
86.2602778174, -299.014744172, -212.754466355
87.6948333067, -300.219828592, -212.524995285
94.6919083152, -307.542908719, -212.851000403
94.5861592228, -307.471650202, -212.885490979
91.7186607438, -304.639149572, -212.920488828
94.8639425035, -308.020997595, -213.157055091
102.242011709, -315.369012483, -213.127000774
99.8559396929, -313.017387149, -213.161447456
95.8386295641, -308.675263694, -212.83663413
99.6095589106, -312.568403904, -212.958844994
103.136168902, -316.382865772, -213.246696869
93.3094076306, -306.864862181, -213.55545455
86.7245163593, -300.391633047, -213.667116688
90.5539841391, -304.1245949, -213.570610761
85.8836818697, -299.624112151, -213.740430281
93.8956816647, -307.182981733, -213.287300068
96.1638924834, -309.128868226, -212.964975742
95.1305304855, -308.086813105, -212.956282619
100.047418292, -313.054050775, -213.006632483
101.031790822, -314.311468273, -213.279677451
95.5599284746, -308.876204823, -213.316276349
92.4705640948, -306.176746111, -213.706182016
96.9359533411, -310.259525771, -213.32357243
96.2290372745, -309.581229405, -213.35219213
98.5752102457, -312.006664121, -213.431453875
104.853197755, -318.015381628, -213.162183873
104.613992181, -318.294006039, -213.680013858
97.0181095032, -311.004810739, -213.986701236
95.4485961481, -309.362127948, -213.9135318
96.9849169232, -310.622621011, -213.637704088
96.5000211404, -310.45349001, -213.95346887
96.0119000811, -309.684904831, -213.67300475
95.7252989943, -309.364806634, -213.63950764
91.105959471, -304.974357491, -213.86839802
95.3296810744, -309.59881643, -214.269135356
102.127009698, -316.129389839, -214.002380141
100.270225538, -313.910655369, -213.640429831
95.8794336375, -309.440733402, -213.561299764
92.1220116021, -305.916018643, -213.794007041
96.1786285833, -309.46153027, -213.282901687
103.379973938, -316.70906461, -213.329090672
103.820845259, -317.140660931, -213.319815672
102.131640723, -315.734805938, -213.603165215
99.0550655867, -312.10440278, -213.049337194
96.5483235406, -309.549709533, -213.001385993
96.5817339169, -309.710278815, -213.128544898
91.651716046, -304.773591255, -213.121875209
89.1955038165, -302.239802431, -213.044298614
88.812906119, -301.928738517, -213.115832398
92.5812275066, -305.741721461, -213.160493955
95.142002727, -308.304130087, -213.16212736
94.1185291707, -307.155062497, -213.036533326
96.5379126709, -309.385939612, -212.848026942
94.8305145693, -307.871417966, -213.040903397
96.2076414859, -308.811441757, -212.603800271
102.573364864, -315.499113859, -212.925748994
105.174249659, -318.459368601, -213.285118942
101.112147967, -314.514000311, -213.401852344
95.0833618689, -308.792280905, -213.708919036
98.8194479919, -312.416612225, -213.597164233
103.047929018, -316.604625691, -213.556696673
103.406348415, -317.007617087, -213.601268673
99.2408079174, -313.02724685, -213.786438932
103.202614076, -317.247762702, -214.045148626
97.0752670866, -310.909034859, -213.833767773
96.3935407251, -310.111841288, -213.718300563
102.940796962, -316.310238344, -213.369441382
100.768659076, -314.452134249, -213.683475173
93.9944903282, -308.031791933, -214.037301605
89.4221155237, -303.447909329, -214.025793805
98.6963611997, -312.336571161, -213.640209961
109.050240587, -322.618117224, -213.567876637
106.777289012, -320.338573088, -213.561284076
101.972956327, -315.960606968, -213.987650641
104.553245615, -318.827338039, -214.274092424
104.674207975, -318.863319734, -214.189111759
106.64062411, -320.392434675, -213.751810565
110.283619464, -323.896503072, -213.612883608
100.129140485, -313.378646719, -213.249506234
89.9588632857, -302.917571582, -212.958708297
97.2796741841, -310.251156306, -212.971482122
102.264338538, -315.519093381, -213.254754843
96.5719418331, -309.927085193, -213.35514336
100.65454253, -314.061261415, -213.406718885
104.511957045, -317.836200971, -213.324243925
106.041473913, -319.611905292, -213.57043138
101.746713793, -315.31375183, -213.567038037
94.8799648967, -308.244945016, -213.364980119
92.6298480298, -305.726506433, -213.096658403
89.1369209004, -301.982456129, -212.845535228
93.7237460895, -306.501903355, -212.778157266
94.9111767541, -307.84830596, -212.937129206
92.8339357345, -305.637990789, -212.804055054
103.109304234, -316.48406892, -213.374764686
105.411538129, -319.143217872, -213.731679744
96.8293340806, -310.588058968, -213.758724888
94.3443933423, -308.108411286, -213.764017944
94.4916573594, -308.102021001, -213.610363641
92.4670315883, -306.02955224, -213.562520651
93.9787199015, -307.674052093, -213.695332191
92.3585490514, -305.881964891, -213.523415839
98.0372618151, -311.812115457, -213.774853642
98.3182881563, -311.80580718, -213.487519024
100.136563561, -313.431573968, -213.295010408
98.2268116888, -311.834131325, -213.607319637
95.3344614429, -309.375480065, -214.041018622
94.5000255949, -308.233482689, -213.733457094
86.846749149, -300.334004807, -213.487255658
86.8731433852, -300.165705117, -213.292561732
94.793592057, -308.124562792, -213.330970735
100.771859306, -314.501168882, -213.729309576
101.824166121, -315.544440622, -213.720274501
102.771221454, -316.651534387, -213.880312933
103.08514882, -316.567293702, -213.482144882
102.722304558, -316.128608209, -213.406303652
100.793206624, -314.393140868, -213.599934244
98.7152583073, -312.158588763, -213.443330456
92.3612069502, -305.808025032, -213.446818082
86.4563020118, -299.422740602, -212.96643859
86.5998823391, -299.71979333, -213.11991099
94.88971757, -307.936707856, -213.046990286
103.532003336, -316.581848331, -213.049844995
103.853587804, -317.343762136, -213.490174331
96.0305110538, -308.928999764, -212.89848871
83.2350881409, -296.39312626, -213.158038119
87.9252309743, -301.492357774, -213.5671268
99.4877921475, -312.732753823, -213.244961675
107.87029484, -321.522675242, -213.652380402
99.0877266451, -312.64928206, -213.561555415
88.4456818112, -302.153729437, -213.708047626
93.3352570404, -306.899712349, -213.564455309
99.6366786844, -313.161033071, -213.524354387
100.351313933, -314.115064844, -213.763750911
94.5666267967, -308.163497904, -213.596871108
94.4621975252, -307.749711929, -213.287514404
94.6598161904, -308.030552952, -213.370736762
88.6852811958, -301.962165946, -213.27688475
92.3746482752, -305.386566256, -213.011917981
95.8615131749, -309.31071061, -213.449197435
95.3860794861, -309.024705267, -213.638625781
95.5035864801, -309.06475481, -213.56116833
94.0374795118, -307.709715524, -213.672236013
100.077534487, -313.687324063, -213.609789576
100.005915905, -313.249619786, -213.24370388
96.5576504339, -309.924516008, -213.366865574
90.5447462799, -303.781753073, -213.237006794
93.0024751277, -306.408587758, -213.40611263
92.8894378697, -306.640392475, -213.750954605
97.8932125373, -311.411647862, -213.518435324
103.870075419, -317.238102171, -213.368026752
98.9831698281, -312.628401761, -213.645231933
89.1399332504, -302.374653304, -213.234720053
92.156977934, -304.99980798, -212.842830046
99.0751024838, -312.282506096, -213.207403612
97.2323639944, -310.514457298, -213.282093304
91.4915201983, -304.530203101, -213.038682903
90.076152008, -303.117988037, -213.041836029
92.2216389277, -305.346295751, -213.124656824
95.190487504, -308.316275121, -213.125787617
94.9017860579, -308.186254199, -213.284468141
92.8584025879, -306.171287654, -213.312885066
98.9581602925, -312.080954809, -213.122794517
103.800063179, -317.599880143, -213.799816964
100.305527136, -314.302247335, -213.996720199
94.3737777923, -308.438382575, -214.064604783
97.6011808373, -311.170215743, -213.569034905
95.6307354203, -309.821152759, -214.190417339
97.0894040288, -311.284912848, -214.195508819
99.5748148683, -313.373949025, -213.799134156
99.501725174, -313.350538908, -213.848813734
94.5836803883, -308.09942068, -213.515740292
97.0228789774, -310.387564684, -213.364685707
94.908677637, -308.108998847, -213.20032121
97.2571168026, -310.419358567, -213.162241765
102.331747966, -315.428841255, -213.097093289
93.7653064234, -306.577671364, -212.812364941
84.9422078876, -298.016057618, -213.07384973
93.2204306964, -305.920993432, -212.700562735
94.041027477, -306.415696376, -212.374668899
93.4945833005, -305.953469732, -212.458886432
88.6138629455, -301.345391767, -212.731528821
82.0147431986, -294.894165734, -212.879422536
88.5836584411, -301.227482728, -212.643824287
100.653973197, -312.997582686, -212.343609489
95.886416807, -308.336238945, -212.449822138
85.9815283863, -298.786676639, -212.805148253
84.7267045601, -297.564329828, -212.837625268
93.3549865401, -306.595867458, -213.240880918
98.6623869633, -311.944741177, -213.282354213
98.9511063344, -312.319688156, -213.368581822
94.3223448728, -307.755500415, -213.433155543
98.7052596529, -312.079276592, -213.37401694
94.9155413264, -308.350725897, -213.435184571
96.4860910074, -309.490776349, -213.004685341
98.8573804366, -311.622908564, -212.765528128
96.6946062576, -309.698809372, -213.004203115
92.4771062498, -305.511654354, -213.034548105
92.8300491783, -305.555266078, -212.7252169
92.5940649936, -305.474871678, -212.880806685
94.1760720026, -306.743766798, -212.567694795
91.3741127309, -303.863187339, -212.489074608
87.2296740632, -299.749890419, -212.520216356
91.222978275, -304.031733763, -212.808755488
93.6722762319, -306.951312957, -213.279036725
97.5788190175, -311.219101038, -213.640282021
98.0161510256, -311.540841265, -213.524690239
93.629833171, -307.067934588, -213.438101417
95.5289662225, -309.128264662, -213.59929844
99.7986862269, -313.369317489, -213.570631262
96.1017520364, -309.230948615, -213.129196579
94.2339279885, -306.955181502, -212.721253513
104.277497797, -317.024565843, -212.747068045
101.610602558, -314.267094638, -212.65649208
97.8221852719, -310.512549763, -212.690364492
100.739914595, -313.398422407, -212.658507812
103.203408905, -315.348317611, -212.144908705
99.047403348, -311.347876557, -212.300473209
96.0575206431, -308.392056835, -212.334536192
99.9779797451, -312.600899135, -212.622919389
94.3914904773, -306.75022668, -212.358736203
81.8542820856, -294.728777564, -212.874495479
96.835593208, -310.189962826, -213.354369618
92.0570294061, -305.507667687, -213.450638281
88.0270632461, -301.238307554, -213.211244308
94.9107211846, -307.931418856, -213.020697671
97.9377096162, -311.080520305, -213.142810689
95.5884041611, -309.076714888, -213.488310727
98.8254815437, -312.047014383, -213.221532839
97.8677091786, -310.814278332, -212.946569153
93.9585703582, -307.087081415, -213.128511057
102.837526902, -316.177933428, -213.340406526
107.951600548, -321.328577177, -213.376976629
105.497195637, -318.913988009, -213.416792372
99.3230397884, -312.897332239, -213.57429245
91.8952786788, -305.666951119, -213.77167244
87.9988982341, -301.447952771, -213.449054537
93.6549589437, -306.596686137, -212.941727194
99.521228696, -312.50083853, -212.979609834
105.266582973, -318.647688725, -213.381105752
102.58166384, -315.961557478, -213.379893638
95.6338950605, -309.361878627, -213.727983567
95.0734041175, -308.893299655, -213.819895538
90.862553191, -304.592888621, -213.73033543
89.2763470054, -303.179232014, -213.902885008
83.7635105395, -297.254096, -213.49058546
89.2073466341, -302.431553905, -213.224207271
94.0574135991, -307.477739643, -213.420326044
97.1034663424, -309.92532185, -212.821855508
99.9868094843, -313.175347493, -213.188538009
94.6623561413, -307.369547798, -212.707191657
88.1562560038, -300.546792207, -212.390536204
87.7631393314, -300.304232967, -212.541093636
98.1213140593, -311.151689309, -213.030375249
101.957070178, -315.060967571, -213.103897393
101.051006347, -314.074879045, -213.023872697
98.0053820809, -311.340399823, -213.335017742
99.7904812524, -313.008405674, -213.217924422
103.964043453, -317.503504692, -213.539461238
101.804824642, -315.660674492, -213.85584985
94.2964435662, -308.141490806, -213.84504724
94.7293399361, -308.613870975, -213.884531039
101.840437812, -315.102518745, -213.262080933
97.8151824478, -311.311296995, -213.496114547
90.0642971982, -303.58825658, -213.523959382
92.7155655212, -306.006447052, -213.29088153
98.3781903914, -311.949054712, -213.57086432
101.962723531, -315.497811988, -213.535088457
100.981464444, -314.583995946, -213.602531502
103.826116942, -317.599934259, -213.773817317
100.507460576, -314.160806053, -213.653345476
93.9280997329, -307.608578091, -213.680478358
99.5122474171, -312.774084284, -213.261836867
100.809498639, -313.709946974, -212.900448335
95.7839912197, -308.598309829, -212.814318609
92.0856102257, -304.58988851, -212.504278285
88.0236094514, -301.031515688, -213.007906237
93.4254321307, -306.209430081, -212.78399795
93.3482600186, -305.968598974, -212.620338955
93.0103153932, -305.822916106, -212.812600713
98.428275764, -311.769972178, -213.341696414
96.4532706875, -310.020350035, -213.567079347
99.4771300159, -313.607000867, -214.129870851
99.3803731188, -313.512780706, -214.132407588
95.27354784, -309.385802477, -214.112254637
102.855191229, -316.86034019, -214.005148961
106.992739499, -320.205646604, -213.212907106
102.093300206, -315.228988372, -213.135688166
89.9603876964, -302.961461451, -213.001073755
90.1737644438, -303.459294044, -213.2855296
94.9846103649, -308.710253469, -213.725643104
95.6345883799, -309.162669253, -213.528080873
92.7890208254, -306.58227038, -213.793249554
97.1411141705, -310.430929669, -213.289815499
99.62641149, -312.716347971, -213.089936481
97.2653666645, -310.15118808, -212.885821415
96.3649690712, -309.257677375, -212.892708304
91.7658706414, -304.654819176, -212.888948534
88.5677386399, -301.651022225, -213.083283585
93.5330633713, -306.339321626, -212.806258255
101.979941526, -315.190952892, -213.211011365
104.148750743, -317.678693407, -213.529942664
96.8423689835, -310.253024801, -213.410655817
90.2883269293, -303.811590712, -213.523263783
94.4373477711, -307.569864796, -213.132517025
97.8750824085, -311.402539936, -213.527457527
100.36802216, -314.456725121, -214.088702961
98.274586396, -312.560829764, -214.286243368
90.9761779843, -304.859622789, -213.883444805
86.9015488482, -301.220948462, -214.319399614
88.9604408231, -303.239918675, -214.279477852
95.4537613267, -309.497574226, -214.043812899
99.0593646852, -312.396680516, -213.337315831
93.1249006528, -306.804697567, -213.679796914
89.8631179137, -303.506917181, -213.643799267
90.2082281753, -303.734149973, -213.525921797
92.5710651289, -305.899354424, -213.328289295
97.3642981539, -310.734562006, -213.370263852
101.06635678, -314.522099073, -213.455742293
98.4212390244, -311.98261272, -213.561373696
99.89813822, -313.355226948, -213.457088728
94.0241559099, -307.819797697, -213.795641787
91.7553384314, -305.206267661, -213.450929229
90.542445814, -303.54660905, -213.004163236
96.3114503588, -309.882275148, -213.570824789
94.0005419008, -307.208039678, -213.207497778
89.7168543318, -303.077613709, -213.360759377
93.0197139913, -306.262935767, -213.243221776
101.769152348, -315.02230716, -213.253154812
102.142793912, -315.280695864, -213.137901952
92.6524956294, -305.615756329, -212.963260699
91.5820790236, -304.31552637, -212.733447347
91.2209199637, -303.684709159, -212.463789195
86.7987046527, -299.448556958, -212.649852305
92.3069441557, -305.563455145, -213.256510989
95.0752115165, -308.452653582, -213.377442066
94.9230472676, -308.251494781, -213.328447514
101.170857716, -314.069116237, -212.898258521
99.7287793837, -312.552954363, -212.824174979
90.7809810057, -304.020687707, -213.239706702
96.5287642766, -309.864306024, -213.335541748
96.4497317515, -310.094171973, -213.644440221
94.4222928645, -308.30321709, -213.880924225
92.805438857, -306.530665675, -213.725226818
86.2043849678, -299.643992936, -213.439607968
85.5946270964, -298.956581305, -213.361954208
91.051942259, -304.106568141, -213.054625882
96.9831856747, -310.18745562, -213.204269945
103.579173775, -316.957329477, -213.378155702
99.5501128189, -312.62978465, -213.079671831
100.651352706, -313.615770109, -212.964417403
102.406581569, -315.609960236, -213.203378667
100.794873148, -314.071790227, -213.276917079
99.9041696956, -313.234864847, -213.330695152
93.2620503558, -306.817928012, -213.555877656
92.030992643, -305.591925372, -213.560932729
90.9131216197, -303.95208956, -213.03896794
97.6931841483, -311.097322677, -213.404138528
102.198731895, -315.804231458, -213.605499563
96.5682046136, -310.122483043, -213.554278429
91.9427176394, -305.302185728, -213.359468089
89.4798547453, -303.318146823, -213.838292077
86.243774021, -300.203477774, -213.959703753
83.9401578891, -298.052091326, -214.111933437
88.5731986229, -302.609485944, -214.036287321
93.6890916614, -307.494510876, -213.805419214
91.3463453763, -304.939997461, -213.593652084
91.1971652992, -304.793912156, -213.596746856
91.7372853274, -305.301556664, -213.564271337
86.4540550446, -300.366970498, -213.912915453
83.4968566393, -297.253776297, -213.756919657
85.7444363075, -299.536211553, -213.791775246
92.0684030073, -306.152680357, -214.084277349
86.3438924679, -300.414748702, -214.070856234
84.1319796445, -298.317773624, -214.18579398
91.3687009894, -305.405370642, -214.036669653
92.3811186312, -306.890569361, -214.509450729
88.2943402379, -302.594971364, -214.300631126
88.9051110224, -303.645266114, -214.740155091
91.4625315748, -305.999985113, -214.537453538
98.9282089413, -313.195180397, -214.266971456
102.188747701, -316.412061245, -214.223313544
102.492740928, -316.676540789, -214.183799861
103.152053038, -317.494467711, -214.342414673
101.119964577, -315.181609424, -214.061644847
104.415173371, -318.403064355, -213.987890983
105.882974021, -320.114227863, -214.231253842
96.563495053, -310.981081316, -214.417586263
93.0296780285, -306.849491653, -213.819813625
97.0801357308, -310.711952982, -213.631817251
97.7070122928, -311.60567827, -213.898665977
98.9144051994, -312.699040873, -213.784635673
96.0153168636, -309.606053844, -213.59073698
87.314014064, -300.729728835, -213.415714771
88.5253392874, -302.273477445, -213.748138157
88.8162005792, -302.240712972, -213.424512392
91.2077310892, -304.668098074, -213.460366985
97.5993371705, -310.952512362, -213.353175192
95.8844021996, -309.153354806, -213.268952607
92.3752325262, -305.445875382, -213.070642856
90.7196039624, -303.785625881, -213.066021919
94.2193325371, -307.446602035, -213.227269498
97.8310257436, -311.375009464, -213.543983721
99.9722319544, -313.28429719, -213.312065236
96.3361531642, -309.648691085, -213.312537921
90.1639077469, -303.187498112, -213.023590365
94.7634458419, -307.595901588, -212.832455746
103.084243407, -316.196902628, -213.11265922
107.108458895, -320.299831111, -213.191372216
106.687291582, -320.116461097, -213.429169515
101.411777733, -314.724086413, -213.31230868
93.9056781619, -307.008408287, -213.102730126
96.1486408737, -309.188180351, -213.039539477
94.1379117956, -307.407943404, -213.270031608
97.3068883271, -310.857183088, -213.550294761
104.604092589, -318.19143916, -213.587346571
107.143867104, -320.931769619, -213.787902515
103.245618517, -316.708898251, -213.463279733
100.726726944, -314.033258959, -213.306532015
98.3724983483, -311.715191479, -213.342693131
97.537502321, -310.68714893, -213.149646609
95.3612953192, -308.429648719, -213.0683534
94.8303108215, -307.743060277, -212.912749456
96.4977438493, -309.45118591, -212.953442061
99.0980710105, -312.048533864, -212.950462853
105.069870726, -318.430511228, -213.360640502
100.714741745, -313.867738209, -213.152996464
93.1328664528, -306.086487725, -212.953621272
88.6961619895, -301.208866615, -212.512704626
90.6129256576, -303.12725488, -212.514329222
97.4137765943, -310.252634363, -212.838857769
97.0951284516, -309.973176809, -212.878048357
96.8054565408, -309.955393504, -213.149936964
102.06245394, -316.089468543, -214.027014604
101.817789004, -315.727106193, -213.909317189
98.913247523, -312.542615853, -213.62936833
98.5437370442, -312.535436101, -213.991699057
94.4363504007, -308.267265663, -213.830915262
88.8077672758, -302.194084694, -213.386317419
94.1316983496, -308.041568892, -213.909870542
98.4392439519, -311.996355243, -213.557111291
95.6826579522, -309.110235087, -213.427577135
96.8527335854, -309.967621046, -213.114887461
96.0739825041, -309.156900137, -213.082917633
85.4686697192, -298.539970421, -213.071300702
84.6321383351, -297.70207233, -213.069933995
95.9391169354, -308.547990574, -212.608873639
96.3727031339, -309.21478664, -212.842083506
93.7129665666, -306.749256453, -213.036289886
93.2936500324, -306.290746411, -212.997096378
94.9836754516, -307.743887048, -212.760211596
99.2781520373, -312.126631161, -212.848479123
96.0106940058, -309.204311567, -213.193617561
96.9783253527, -310.374163562, -213.39583821
104.955689724, -318.080882059, -213.125192336
107.146538968, -320.147893492, -213.001354524
105.62413061, -318.505568494, -212.881437884
101.124709571, -313.930238202, -212.805528631
91.3635299372, -303.799824655, -212.436294717
92.2627837109, -304.908145426, -212.645361715
91.5836063714, -304.269154666, -212.685548295
88.8710980289, -301.664353788, -212.79325576
94.1868042857, -307.147799262, -212.960994977
97.6358424152, -310.432842096, -212.79699968
99.5743034503, -312.537644257, -212.963340807
96.0364498786, -309.062651427, -213.026201549
100.096804087, -313.058278696, -212.961474609
98.8319795403, -311.989937498, -213.157957958
92.1858964531, -305.251645804, -213.065749351
92.2783310914, -305.517638774, -213.239307683
87.5165408643, -300.780522129, -213.263981265
89.6936412711, -303.041394399, -213.347753128
96.1797080104, -309.842622849, -213.662914839
102.260647793, -316.168479442, -213.907831649
98.4844819377, -312.076155188, -213.59167325
90.0468542015, -303.311656453, -213.264802252
87.793488071, -301.021697488, -213.228209417
94.0441840485, -306.995877934, -212.951693885
104.670245903, -317.54918649, -212.878940587
107.259635044, -319.740062771, -212.480427727
101.315324958, -313.874609628, -212.559284669
93.0711315103, -305.535213378, -212.464081868
95.9963082065, -308.160632912, -212.164324706
94.401249199, -306.513318741, -212.112069542
100.086334164, -312.447249934, -212.36091577
99.6581847446, -312.259605752, -212.601421007
93.1935712443, -305.616779281, -212.423208037
100.425775278, -313.029371971, -212.603596692
99.7002047008, -312.454173178, -212.753968477
96.5004553287, -309.691924314, -213.191468985
95.0019772054, -308.267009108, -213.265031903
101.124017666, -314.314607537, -213.190589871
106.71669895, -319.872647175, -213.155948224
100.345250949, -313.976489544, -213.631238595
92.2065954804, -305.421341752, -213.214746272
98.2846201185, -311.723188421, -213.438568302
94.4024708657, -307.94632094, -213.543850075
93.6598664356, -307.398569479, -213.738703044
100.122926836, -313.674443665, -213.551516829
99.9602506763, -313.663658414, -213.703407738
98.6676970588, -312.05903781, -213.391340751
95.3120993746, -308.144727955, -212.83262858
96.5194797095, -308.956205741, -212.436726032
100.660438718, -312.900640227, -212.24020151
102.31919535, -315.26871871, -212.94952336
104.504516813, -317.535629141, -213.031112328
106.01298267, -319.118369545, -213.105386875
110.386521709, -323.302120395, -212.915598686
109.660620664, -322.579925393, -212.919304729
99.9011345039, -313.129329513, -213.228195009
94.3691206486, -307.642350544, -213.273229895
89.4303990894, -302.934791786, -213.504392696
94.2319196261, -307.792059944, -213.560140318
95.2775185321, -308.754067174, -213.476548642
90.3543698598, -303.812942404, -213.458572545
97.538662935, -310.661183058, -213.122520123
97.590716773, -310.146807371, -212.556090598
99.8179830738, -312.816415087, -212.998432013
98.6831501515, -311.564660338, -212.881510186
93.2147191808, -305.88151203, -212.666792849
99.7049513049, -312.950938329, -213.245987024
99.5373125034, -312.416080257, -212.878767754
97.4903465806, -310.558071037, -213.067724456
101.350081954, -314.23361973, -212.883537776
100.517436359, -313.230833959, -212.713397599
102.624921801, -315.068666061, -212.44374426
100.661236203, -312.83070742, -212.169471217
93.1694255164, -305.412906976, -212.243481459
92.4368216956, -304.83539476, -212.398573064
100.849316056, -313.368454212, -212.519138156
108.937582911, -321.701812312, -212.764229401
104.943867964, -317.584454395, -212.640586431
96.5408359607, -309.568610548, -213.027774588
95.5949710782, -308.395356733, -212.800385655
95.6090637969, -309.07555657, -213.466492773
97.5340568243, -310.80872315, -213.274666326
94.7312623793, -308.324133273, -213.592870894
91.6793188249, -305.147374522, -213.468055697
95.7706246446, -309.289650285, -213.51902564
96.4915925015, -309.966492471, -213.474899969
96.1473234594, -309.701403231, -213.554079772
96.9924939308, -310.196461203, -213.203967272
94.2198083464, -307.420161137, -213.200352791
93.4332085909, -306.59264745, -213.159438859
95.98163278, -309.22554438, -213.2439116
96.3864646385, -309.257868798, -212.87140416
105.08341911, -318.130205909, -213.046786798
101.373064785, -314.610751157, -213.237686371
93.1735100419, -306.792853224, -213.619343182
97.9818437906, -311.495492168, -213.513648377
98.4634355315, -311.581976043, -213.118540512
93.4470815344, -306.98852973, -213.541448196
95.821973618, -309.451961806, -213.629988188
99.5497534486, -313.262716212, -213.712962763
97.4455140763, -310.683072538, -213.237558462
94.1106135863, -307.375206623, -213.264593036
102.426816836, -316.144243072, -213.717426236
100.506565369, -313.820918175, -213.314352806
97.5509040589, -310.575788968, -213.024884909
105.519037793, -318.325110045, -212.806072253
102.568682712, -315.563609585, -212.994926873
97.3673862663, -309.845293901, -212.477907635
95.8655156195, -308.425751969, -212.560236349
97.0722681264, -309.832511452, -212.760243326
99.9123241732, -312.913145582, -213.000821409
98.8585276412, -312.14236371, -213.283836068
89.381436062, -302.216354787, -212.834918725
89.9963291056, -302.831551745, -212.83522264
98.9701047545, -311.936155916, -212.966051161
97.3084190449, -310.66304394, -213.354624895
89.9769323718, -303.645027784, -213.668095412
86.0781197125, -299.464614574, -213.386494862
90.3935572416, -303.743785208, -213.350227967
95.445816312, -308.761939546, -213.316123234
91.7710184187, -305.005195572, -213.234177153
87.4629532331, -300.371663773, -212.90871054
93.8482002261, -306.373540283, -212.525340056
95.2938498259, -308.173796348, -212.879946522
89.6845509131, -302.318522541, -212.633971628
87.6029102332, -300.349525735, -212.746615501
94.515777386, -307.351683787, -212.835906401
96.2490304981, -309.245799401, -212.996768903
86.911425928, -299.828275662, -212.916849734
84.7714732572, -297.872237048, -213.100763791
102.117693524, -315.045084529, -212.927391005
107.937740361, -320.89039816, -212.952657799
110.241813592, -322.95786661, -212.716053018
107.406687767, -320.16617247, -212.759484702
99.8123086516, -312.558292306, -212.745983654
101.188270505, -314.019229251, -212.830958746
104.583711687, -317.860733219, -213.277021531
96.6126119138, -309.723914792, -213.111302878
83.6628063054, -296.411356603, -212.748550297
83.9094527089, -296.568651693, -212.659198984
103.261250121, -316.305125298, -213.043875176
103.166338186, -316.358236, -213.191897814
94.9117141167, -308.371307469, -213.459593352
95.8588295261, -309.240157706, -213.38132818
100.256050588, -313.013724329, -212.757673741
98.3589168072, -311.179448877, -212.82053207
103.550326363, -316.414446868, -212.864120505
108.000107023, -321.106538121, -213.106431098
100.207110173, -312.957765482, -212.750655309
85.477738439, -298.0928237, -212.615085261
86.7645292623, -299.89959734, -213.135068078
95.9862640899, -309.176082875, -213.189818785
94.6782146074, -308.05341056, -213.375195953
92.7929367305, -306.252228197, -213.459291466
90.6929651513, -304.182209393, -213.489244241
95.6737000694, -309.13362305, -213.459922981
94.957790414, -308.57492157, -213.617131156
89.4728612311, -303.125455397, -213.652594166
86.528415454, -300.220544622, -213.692129168
85.2171870894, -298.917373311, -213.700186221
82.3042286319, -295.791003855, -213.486775223
94.1112010696, -307.378911411, -213.267710341
100.404541281, -314.036347066, -213.631805785
88.7567910835, -302.255522163, -213.498731079
88.8168576831, -302.27152111, -213.454663426
104.528406547, -318.199029718, -213.670623171
103.357148912, -316.593632102, -213.23648319
86.4549660412, -300.414154866, -213.959188824
91.4803973128, -305.410728954, -213.930331642
108.012514198, -321.761230966, -213.748716768
107.948564603, -321.296030729, -213.347466126
97.3346646122, -310.000717144, -212.666052532
90.791258275, -303.974107352, -213.182849077
88.171686489, -301.436750747, -213.265064258
86.3324434686, -299.438250888, -213.105807419
87.5675550323, -301.276913541, -213.709358508
85.9418755875, -299.443746734, -213.501871147
87.8090064085, -301.349032501, -213.540026092
94.5887732962, -308.174553296, -213.58578
98.3564267093, -312.057770369, -213.70134366
98.5796158782, -312.127147191, -213.547531313
94.2721812717, -307.536762573, -213.264581301
96.120494329, -309.426578048, -213.306083719
101.570935235, -315.198038236, -213.627103002
103.206989107, -316.749991207, -213.5430021
105.123271101, -318.71137957, -213.588108469
102.03317044, -315.501847121, -213.468676681
