KE,PE,Etot
96.6769055068, -310.31780507, -213.640899563
100.840976078, -314.164592246, -213.323616167
98.5939335873, -312.235761755, -213.641828167
95.1542602069, -308.708775313, -213.554515106
98.818617309, -312.577708299, -213.75909099
100.684032193, -314.642413866, -213.958381673
97.972162561, -311.924735418, -213.952572857
96.8046956154, -310.797479162, -213.992783546
99.4173923869, -313.337042792, -213.919650405
98.5622832418, -311.966670032, -213.40438679
92.843127897, -305.965058779, -213.121930882
90.6534199322, -303.774151617, -213.120731685
93.964337306, -307.687342404, -213.723005099
95.301244455, -308.90074873, -213.599504275
100.716627216, -313.765305427, -213.048678212
103.562208951, -316.625087925, -213.062878975
96.2237564873, -308.976133934, -212.752377446
105.298291495, -318.1170645, -212.818773005
102.430539716, -315.99182154, -213.561281824
97.0773596577, -310.751256376, -213.673896718
98.2823821533, -312.240820814, -213.95843866
97.30172579, -311.103640061, -213.801914271
93.4173679175, -307.093765066, -213.676397149
93.1578186417, -307.075363389, -213.917544748
93.3071334711, -307.075496885, -213.768363414
88.1204417895, -302.036608444, -213.916166654
90.0536265356, -304.562587162, -214.508960627
100.07617598, -314.43693397, -214.36075799
102.100869337, -315.913053621, -213.812184284
88.6800054912, -302.678747298, -213.998741806
78.8172648169, -292.374720588, -213.557455771
83.1667979603, -296.770164881, -213.603366921
91.8069255033, -305.811466434, -214.004540931
95.0385646072, -308.881773087, -213.84320848
96.6029680542, -310.675355456, -214.072387402
103.600494998, -317.409284949, -213.808789951
102.188451147, -315.796628382, -213.608177235
96.3786413922, -309.867281268, -213.488639876
93.4442037795, -306.971677732, -213.527473953
94.1985548438, -307.416917155, -213.218362311
92.0236241712, -305.304097942, -213.28047377
97.3703308488, -310.675561188, -213.305230339
92.9829891655, -306.145749313, -213.162760147
96.6208717363, -310.069097407, -213.448225671
101.251376324, -315.21404533, -213.962669006
101.931095674, -315.498023921, -213.566928248
98.348027056, -311.793592733, -213.445565677
92.7780362266, -306.143195217, -213.365158991
87.5444648401, -301.069054176, -213.524589336
86.4308775795, -300.197186721, -213.766309142
90.9060166062, -305.100463835, -214.194447229
102.070537986, -316.559977688, -214.489439702
100.847277107, -314.932356446, -214.085079339
91.9346506366, -305.932364095, -213.997713458
87.2782812861, -300.915079895, -213.636798609
94.0381178668, -307.201816673, -213.163698806
104.757559734, -317.815216462, -213.057656728
103.666140138, -316.758696204, -213.092556066
94.2827493297, -307.652787921, -213.370038591
84.6338156302, -298.547169121, -213.913353491
87.9094591, -301.876391751, -213.96693265
91.7902249484, -305.405202562, -213.614977613
92.9522908284, -306.351740991, -213.399450163
103.670302568, -317.206605823, -213.536303255
103.739858571, -317.19284088, -213.452982309
96.4154552655, -309.851947668, -213.436492402
99.1855204975, -312.319954092, -213.134433595
97.7460543757, -310.885020167, -213.138965791
87.6863305418, -300.535626345, -212.849295803
86.6306354042, -300.043910596, -213.413275192
87.7824741446, -301.316472261, -213.533998117
87.4106560146, -300.855803448, -213.445147434
96.2215146014, -309.633779214, -213.412264613
104.755848563, -318.49055235, -213.734703787
102.987834086, -316.758219577, -213.770385491
97.6194653873, -311.188730321, -213.569264934
94.7260020978, -308.576612128, -213.850610031
94.4808780239, -308.489602877, -214.008724854
95.2910816978, -309.457954739, -214.166873041
95.6162883799, -309.151658855, -213.535370475
94.3195513517, -308.008998401, -213.689447049
97.2720740711, -310.766021853, -213.493947782
99.6913378418, -313.465264909, -213.773927067
96.7306023659, -310.300978222, -213.570375856
92.5154979946, -305.766756622, -213.251258628
88.8540021601, -302.147707484, -213.293705324
85.579345115, -298.900933264, -213.321588149
95.837410167, -309.611028979, -213.773618812
100.599525273, -314.453706122, -213.85418085
93.3682654856, -306.842960621, -213.474695135
99.5965207411, -313.167363204, -213.570842463
103.556654702, -317.051172554, -213.494517852
98.6690242616, -311.833774672, -213.16475041
100.02343016, -313.513906233, -213.490476073
101.168972476, -314.503039763, -213.334067287
96.1058837593, -309.787614646, -213.681730887
95.3839068824, -308.91062938, -213.526722498
95.8736759905, -309.680789584, -213.807113594
90.7258060292, -304.411093414, -213.685287385
88.5595394797, -302.398263379, -213.838723899
94.6900186395, -308.259985228, -213.569966588
95.7978304342, -309.682384464, -213.884554029
96.3478925763, -310.343486287, -213.995593711
100.822471997, -314.833624269, -214.011152273
96.5344088365, -310.132295721, -213.597886885
98.3920197523, -311.606286362, -213.214266609
99.3803306888, -312.424670225, -213.044339536
104.535903414, -317.514386417, -212.978483004
101.045594113, -314.4105078, -213.364913687
96.9358750851, -309.97970483, -213.043829745
99.3406532899, -312.23610392, -212.89545063
94.7313046591, -307.579401069, -212.84809641
95.516393634, -308.633312426, -213.116918792
108.496164258, -321.908743067, -213.412578809
109.232952626, -322.479488552, -213.246535925
103.595974365, -317.037176606, -213.441202242
98.0486615601, -311.847581924, -213.798920363
92.7361346635, -306.139867336, -213.403732672
91.8240613229, -305.264740881, -213.440679558
99.3699648332, -312.854765549, -213.484800716
103.782067717, -317.468018084, -213.685950367
98.2777298026, -312.148637526, -213.870907723
95.7788073489, -309.772217569, -213.99341022
93.3263191845, -306.965236088, -213.638916904
91.1055606031, -304.224797221, -213.119236618
95.2189932585, -308.537873107, -213.318879848
101.625203403, -315.196864996, -213.571661593
94.3507650756, -308.100293527, -213.749528451
98.5865393177, -312.48196082, -213.895421503
92.6803038645, -306.562094378, -213.881790514
83.5211547911, -297.143933261, -213.622778469
91.2535467701, -304.737946843, -213.484400073
99.8385815108, -313.125119358, -213.286537848
103.239553343, -316.450920781, -213.211367438
94.4118898859, -307.45270327, -213.040813384
92.2057318259, -305.165570226, -212.9598384
97.0125944125, -310.2264191, -213.213824687
95.5256128801, -308.488886066, -212.963273186
95.3348375983, -308.586207072, -213.251369474
89.4527922533, -302.610793478, -213.158001225
92.6513825648, -305.978713778, -213.327331214
92.4192460538, -305.514243068, -213.094997014
86.2470313065, -298.807242701, -212.560211394
94.2312245959, -306.767685471, -212.536460875
98.1094590237, -310.682245958, -212.572786935
97.6973097705, -310.581509832, -212.884200062
101.187273764, -314.156160664, -212.9688869
103.219306644, -316.74507459, -213.525767946
102.074221396, -315.043396738, -212.969175342
100.222873211, -313.107918657, -212.885045446
102.292136509, -315.182353632, -212.890217123
102.592737434, -314.998875869, -212.406138436
105.579976245, -318.15608681, -212.576110565
99.7911071163, -312.524888329, -212.733781213
89.2885948716, -302.087345664, -212.798750792
91.4777896932, -304.521450467, -213.043660774
97.1453051211, -310.350544257, -213.205239135
96.4877199556, -309.494151311, -213.006431356
93.8834046653, -307.310026979, -213.426622314
102.154365425, -315.598772389, -213.444406963
104.364688625, -318.19646073, -213.831772105
102.355311287, -316.388245357, -214.03293407
96.5145247388, -310.496233296, -213.981708558
98.3376586762, -312.289563113, -213.951904437
97.7831641819, -311.894560356, -214.111396174
96.5136954246, -310.504019067, -213.990323642
98.3609698947, -311.953441769, -213.592471875
100.865641444, -314.495011807, -213.629370364
103.979388221, -317.859495106, -213.880106885
104.1417952, -318.36870377, -214.22690857
105.952760165, -320.224402582, -214.271642417
95.7488295387, -309.378013118, -213.62918358
90.832811345, -304.490906866, -213.658095521
98.298357653, -311.739793466, -213.441435813
95.9258459343, -309.393638149, -213.467792215
94.5565960379, -307.788294532, -213.231698494
96.7437889334, -309.301663631, -212.557874698
96.7220207942, -309.127505221, -212.405484427
90.2146415761, -303.042179365, -212.827537789
91.1688597778, -304.360119824, -213.191260046
91.7185538464, -305.228635515, -213.510081669
88.5251499504, -301.678009699, -213.152859749
87.0993701236, -299.972230726, -212.872860603
90.5300374501, -303.448326826, -212.918289376
93.0632237919, -305.900562344, -212.837338553
95.6546958101, -308.290659857, -212.635964047
101.217885654, -313.823785623, -212.60589997
98.3469104647, -311.37874137, -213.031830906
95.6138860596, -308.881198661, -213.267312602
96.7792603769, -309.696930156, -212.917669779
93.4704817868, -306.385606118, -212.915124331
89.2531380656, -302.124431041, -212.871292976
89.0442312513, -302.147389623, -213.103158372
95.3460888545, -308.610621549, -213.264532694
102.857218987, -316.162111913, -213.304892927
104.402859088, -317.471029906, -213.068170818
96.836485266, -309.783722073, -212.947236807
83.9535745193, -296.699403926, -212.745829407
78.7766777425, -291.510748021, -212.734070278
92.2973619872, -305.132887625, -212.835525637
98.3669627442, -311.402558904, -213.03559616
94.5046299669, -307.804051708, -213.299421741
94.3694692909, -307.79934932, -213.429880029
92.6859881403, -306.461423363, -213.775435222
96.7379589444, -311.319019012, -214.581060067
99.7214337433, -314.253282134, -214.53184839
103.901503744, -317.931232003, -214.029728258
98.6284301555, -312.761609805, -214.13317965
97.4491923833, -311.512134759, -214.062942376
93.5187970688, -307.427863066, -213.909065997
86.5364266805, -300.269614042, -213.733187361
94.2270436793, -307.740554804, -213.513511124
98.8039055123, -312.470290011, -213.666384499
99.9218167489, -313.351474481, -213.429657732
98.8441773926, -312.390910315, -213.546732923
97.3570101085, -310.89941593, -213.542405821
101.326424218, -314.631713966, -213.305289748
106.466126537, -319.66227062, -213.196144083
99.8679929071, -313.385019489, -213.517026582
86.2184530017, -299.439373433, -213.220920431
89.8917646557, -303.000639002, -213.108874346
100.684425795, -313.926859542, -213.242433746
97.2831652333, -310.280558793, -212.99739356
89.6771836641, -303.05959746, -213.382413796
95.1514208184, -308.429352085, -213.277931266
100.441122601, -313.207998807, -212.766876205
96.1934958372, -308.638395234, -212.444899397
91.586617437, -303.94732724, -212.360709803
90.0828940113, -302.294511731, -212.21161772
86.8373810436, -299.70669444, -212.869313396
94.8670364088, -307.593087974, -212.726051565
97.7773123309, -310.972747446, -213.195435115
96.4282134588, -309.827467176, -213.399253717
91.5167036763, -304.864209451, -213.347505775
96.1230340297, -309.316820913, -213.193786883
103.838563866, -317.0743135, -213.235749633
105.629555748, -319.270241877, -213.640686129
95.2288968314, -308.616052332, -213.387155501
94.560293666, -308.227868456, -213.66757479
101.219034094, -315.334063477, -214.115029382
98.5548575733, -312.701646506, -214.146788932
94.8949064569, -309.282408715, -214.387502258
90.7923248298, -304.582796809, -213.790471979
90.9499032772, -304.33933988, -213.389436603
97.7957052941, -311.005575777, -213.209870483
91.3067595521, -304.977010065, -213.670250513
88.097247148, -301.439791382, -213.342544234
102.611432265, -316.094430958, -213.482998694
106.583066469, -319.820367454, -213.237300985
100.81527819, -314.046733417, -213.231455227
95.2522336646, -308.801511493, -213.549277828
95.5471880925, -309.330913202, -213.783725109
103.338097649, -317.604166496, -214.266068847
106.40473795, -320.829432047, -214.424694097
105.953039823, -319.788094041, -213.835054218
99.876007018, -313.304820866, -213.428813848
104.982192635, -318.654617626, -213.672424991
111.291726171, -324.785077004, -213.493350833
99.6951930065, -313.072498362, -213.377305356
105.578038896, -318.588981784, -213.010942888
103.697811206, -317.019660188, -213.321848982
95.8805345198, -308.95422652, -213.073692
94.3354962881, -307.419923073, -213.084426785
91.4720959089, -304.867728858, -213.395632949
92.3488403565, -305.664945295, -213.316104939
97.8936964069, -310.857617326, -212.963920919
99.9728759276, -312.542055701, -212.569179773
99.0784052271, -311.640697992, -212.562292765
98.9891912475, -311.91661197, -212.927420722
95.8295407523, -308.784474698, -212.954933946
98.2778116134, -311.198815509, -212.921003896
102.385327424, -315.461692622, -213.076365198
106.477156408, -319.564454816, -213.087298408
98.4323405299, -310.998975499, -212.566634969
88.5993795116, -301.151778896, -212.552399384
97.4212920602, -309.992045953, -212.570753893
107.989931499, -320.718237084, -212.728305585
109.772699483, -322.74275639, -212.970056907
99.9474978436, -312.998351482, -213.050853639
84.7315010644, -297.40900376, -212.677502696
87.9021910161, -300.67629079, -212.774099774
96.2191024763, -309.268717053, -213.049614576
100.265293938, -313.032637782, -212.767343844
104.850700813, -317.658331014, -212.807630202
106.980457922, -320.029101864, -213.048643942
103.064282407, -316.38601552, -213.321733113
100.446401581, -313.493458338, -213.047056757
101.614955829, -314.581352939, -212.96639711
104.870398094, -317.573611419, -212.703213324
100.537588123, -313.509702147, -212.972114023
97.7780672861, -311.106336606, -213.32826932
100.057869306, -313.86714158, -213.809272274
99.3158192623, -312.974407774, -213.658588512
89.9062336027, -303.156201903, -213.249968301
86.6696859406, -299.447748804, -212.778062863
89.2477415717, -302.423885113, -213.176143541
94.1348147367, -306.951746374, -212.816931638
98.5101481783, -311.684261147, -213.174112969
101.705538077, -315.271923958, -213.566385882
104.291959369, -318.064082562, -213.772123193
97.6525601914, -311.627328439, -213.974768248
82.4980299487, -295.859500399, -213.36147045
81.0504375519, -294.346768993, -213.296331441
83.939112214, -297.386711084, -213.44759887
88.2202062118, -301.363015343, -213.142809131
86.6371610279, -299.800132081, -213.162971053
97.0747418088, -310.180061465, -213.105319656
102.679551326, -315.734703101, -213.055151775
101.917763168, -315.42178691, -213.504023742
95.7876826738, -309.31644284, -213.528760166
96.8795756154, -310.502685578, -213.623109963
90.3382290647, -303.901373269, -213.563144204
95.3514736244, -308.405306287, -213.053832663
102.798450929, -315.901994247, -213.103543318
98.355131943, -311.890235093, -213.53510315
88.7736143334, -302.497139569, -213.723525236
87.455864915, -300.974195357, -213.518330442
99.3569772313, -312.177175566, -212.820198335
104.974388278, -317.599225313, -212.624837035
98.076574477, -311.081098262, -213.004523785
96.16099121, -309.211310974, -213.050319764
95.0327216683, -307.93813424, -212.905412572
83.5288788089, -296.646994965, -213.118116156
88.389390682, -301.361445246, -212.972054564
99.045158607, -311.828783165, -212.783624558
96.1744104313, -309.230012666, -213.055602235
90.4124146959, -303.305296725, -212.892882029
91.1902447744, -304.132094078, -212.941849304
90.2942246035, -303.190952858, -212.896728254
91.6554134972, -304.97758916, -213.322175663
100.590504476, -314.127662424, -213.537157948
101.758003725, -315.364205154, -213.606201429
101.818938267, -315.034488088, -213.215549821
97.6892493306, -310.982045957, -213.292796626
94.2350208843, -307.568939848, -213.333918964
92.9905049268, -306.123763381, -213.133258455
94.3678662174, -307.574868631, -213.207002413
101.695999097, -315.072397646, -213.37639855
100.18980056, -313.324903947, -213.135103387
97.3514843686, -310.237602669, -212.8861183
103.64876804, -316.392008821, -212.743240781
101.2160987, -314.391693094, -213.175594395
97.4090252589, -310.253671923, -212.844646664
105.165480772, -317.625673002, -212.46019223
106.352590254, -319.083120214, -212.73052996
107.205015048, -320.29878564, -213.093770593
98.4795417267, -311.383429779, -212.903888052
82.9049861271, -295.826875013, -212.921888886
85.3612784887, -298.05664791, -212.695369421
94.5445593093, -307.479792221, -212.935232912
104.846246736, -318.420652856, -213.57440612
107.823235699, -321.355686272, -213.532450573
102.312490919, -315.76384179, -213.451350871
91.8424479035, -305.294529448, -213.452081545
87.0406345599, -300.484883676, -213.444249116
93.1504387753, -306.325655669, -213.175216893
94.8009514775, -308.490633236, -213.689681758
92.5991642199, -306.13262809, -213.53346387
93.9632549396, -307.530493995, -213.567239055
104.911146333, -318.646990241, -213.735843907
104.831906729, -318.490186041, -213.658279312
94.8687428309, -308.633346903, -213.764604073
95.636979717, -309.557846944, -213.920867227
105.984627555, -320.273881987, -214.289254432
109.350709174, -323.359685408, -214.008976235
105.553998573, -319.525011717, -213.971013144
95.6356086828, -309.114259937, -213.478651255
96.6348751627, -309.739496284, -213.104621121
92.8752575147, -306.006062961, -213.130805447
90.0117828202, -303.028060753, -213.016277933
88.3759717786, -301.425950647, -213.049978868
94.4749590486, -307.971607799, -213.49664875
96.6242995576, -310.149514188, -213.52521463
99.5666242934, -313.217005835, -213.650381541
102.114631361, -315.768575792, -213.65394443
100.106316684, -314.030187728, -213.923871044
95.1961153962, -309.404886, -214.208770604
85.957963186, -300.31235607, -214.354392884
88.9168637518, -302.964079907, -214.047216155
96.6075964875, -310.380735425, -213.773138937
99.4160738176, -313.032736658, -213.61666284
96.9155594603, -310.482269095, -213.566709634
99.6452473467, -313.220292042, -213.575044695
99.3419940744, -312.590948578, -213.248954503
100.896654825, -314.227613604, -213.330958778
101.599167797, -314.856234186, -213.257066389
96.876897797, -310.086766433, -213.209868636
94.2210329365, -307.477009988, -213.255977052
91.6211763361, -304.869186923, -213.248010586
91.7908626213, -304.966631989, -213.175769367
87.1251358931, -300.576877037, -213.451741144
82.8616763713, -296.26678855, -213.405112178
91.2635519478, -304.631692776, -213.368140828
102.465449702, -316.242270671, -213.776820969
100.810556016, -314.37696664, -213.566410625
98.0785020788, -311.759556462, -213.681054383
97.119795803, -310.608225867, -213.488430064
94.6096318441, -307.973743084, -213.36411124
99.4640335603, -312.55726011, -213.09322655
104.943793245, -318.315737564, -213.371944319
104.479364295, -317.893061514, -213.413697219
100.488965131, -314.049292638, -213.560327507
102.245581781, -315.582058012, -213.336476231
97.8814921973, -311.332609759, -213.451117562
88.9218255822, -302.522717632, -213.60089205
85.5297611986, -298.818626805, -213.288865607
88.1214818532, -301.566581442, -213.445099589
93.4548815251, -306.992048366, -213.537166841
91.066697026, -304.634089716, -213.56739269
91.254724848, -304.863143744, -213.608418896
94.188153806, -307.440486274, -213.252332468
96.448234712, -309.861897913, -213.413663201
94.5331448838, -307.703790008, -213.170645124
96.2486158234, -309.976400193, -213.727784369
99.1221348463, -312.50599858, -213.383863734
90.0636900459, -303.633963475, -213.570273429
87.6429370215, -300.933883749, -213.290946727
96.0987526286, -309.432806755, -213.334054126
103.562916237, -317.142349415, -213.579433177
99.0274598967, -312.327321705, -213.299861809
88.2576776893, -301.622877406, -213.365199717
88.011097351, -301.469437514, -213.458340163
91.2138986435, -304.705597828, -213.491699185
98.1111012152, -311.726728844, -213.615627629
106.073675538, -319.80749687, -213.733821332
109.862612809, -323.681348192, -213.818735383
104.013930355, -317.627959678, -213.614029324
94.4210517421, -307.677122833, -213.256071091
86.6302187153, -299.444371949, -212.814153233
87.715836285, -300.145490203, -212.429653918
86.6782902938, -299.777383049, -213.099092755
87.4082267493, -300.1047965, -212.696569751
96.3441403709, -309.008030757, -212.663890386
102.955362409, -315.784330733, -212.828968324
97.3196700693, -310.219832669, -212.9001626
90.4518676472, -303.54951228, -213.097644632
89.412781825, -302.269366429, -212.856584604
92.1159591092, -304.823101417, -212.707142308
89.8109564965, -302.472098487, -212.661141991
89.0614812697, -301.963713273, -212.902232003
88.2593872926, -301.112250878, -212.852863586
91.9758399039, -304.452198109, -212.476358205
89.1551045072, -301.839957667, -212.68485316
101.084889393, -313.718797248, -212.633907855
101.965165559, -315.108494075, -213.143328516
92.4435013238, -305.260223743, -212.816722419
87.038322433, -300.286199629, -213.247877196
90.869102914, -303.849765629, -212.980662715
95.2328550296, -308.296292883, -213.063437853
94.7442240842, -308.036277914, -213.29205383
91.9899165199, -305.7526517, -213.76273518
92.69678499, -306.61474017, -213.91795518
97.705109827, -311.713802774, -214.008692947
92.7721065948, -306.530890435, -213.75878384
89.1885582971, -302.469509506, -213.280951209
93.9442192889, -307.037767365, -213.093548076
95.7278688977, -308.98237748, -213.254508582
91.5841220938, -304.70895276, -213.124830667
98.6142199749, -312.023987117, -213.409767142
108.450303523, -321.899595108, -213.449291585
113.932452183, -327.22541161, -213.292959428
112.004865988, -325.419467123, -213.414601135
102.557639108, -315.842428403, -213.284789295
99.1414167785, -312.742491894, -213.601075115
104.688890097, -317.973910562, -213.285020464
113.981052448, -327.594449873, -213.613397425
109.986329482, -323.716555056, -213.730225574
95.4628892111, -309.023120459, -213.560231248
88.4223070173, -302.027376258, -213.605069241
84.0004801245, -297.729862979, -213.729382855
80.8544310486, -294.53168248, -213.677251431
89.3004115875, -302.468616239, -213.168204652
99.7049039621, -312.484020834, -212.779116872
100.768960054, -313.235985108, -212.467025053
94.1162143114, -306.872553132, -212.756338821
103.601339072, -316.859776253, -213.258437181
104.685777969, -318.248003556, -213.562225587
102.585251693, -316.54836166, -213.963109967
101.146319364, -315.023738487, -213.877419123
100.620618105, -314.381008318, -213.760390213
99.4028578991, -313.203139538, -213.800281639
96.3302213308, -309.892572476, -213.562351145
94.5224763971, -307.8388426, -213.316366202
99.762502628, -313.175194739, -213.412692111
94.1786185447, -307.582623125, -213.40400458
89.4671607581, -302.980792162, -213.513631404
97.4174942363, -311.139370002, -213.721875766
103.730921415, -317.614919054, -213.883997639
100.546071383, -314.26543725, -213.719365867
95.7566101639, -309.275541723, -213.518931559
94.9840803227, -308.267994411, -213.283914088
94.3917172918, -307.35646068, -212.964743388
96.5193757295, -309.685279687, -213.165903957
98.9334049862, -312.14451699, -213.211112004
92.4893174735, -305.971580673, -213.482263199
86.9303166574, -299.928079796, -212.997763139
91.0815642028, -304.096890511, -213.015326308
