KE,PE,Etot
159.201513081, -556.572899923, -397.371386842
161.677690736, -559.106615541, -397.428924805
160.566061364, -557.853846878, -397.287785514
164.510575838, -561.850247432, -397.339671594
169.332849231, -566.846664895, -397.513815664
179.388145185, -577.255107691, -397.866962506
185.22601981, -583.078673167, -397.852653357
172.139540786, -569.812212472, -397.672671686
158.513749374, -556.217880876, -397.704131502
161.40547882, -559.161362321, -397.755883501
169.268075208, -567.083497778, -397.81542257
174.640568869, -572.429033674, -397.788464805
170.133577841, -567.677617979, -397.544040138
154.570856617, -552.233700459, -397.662843842
152.915975708, -550.743431564, -397.827455856
157.290340207, -554.953050402, -397.662710195
150.504647773, -548.126151342, -397.621503569
156.825728112, -554.473127636, -397.647399524
172.145651055, -569.600592172, -397.454941118
179.131926144, -576.567063829, -397.435137685
168.232072011, -565.697855899, -397.465783888
158.179566721, -555.644558984, -397.464992263
156.9200942, -554.40994436, -397.48985016
164.033887836, -561.517250168, -397.483362332
156.320979538, -554.000875659, -397.679896121
152.95469928, -550.767074419, -397.812375139
165.533752884, -563.050183093, -397.516430209
171.030565999, -568.390542247, -397.359976248
170.744972845, -568.243400611, -397.498427766
163.494829491, -560.913247818, -397.418418327
151.131558288, -548.585619689, -397.454061401
158.18572512, -555.742128933, -397.556403813
164.803140276, -562.339310585, -397.536170309
159.91476093, -557.462249004, -397.547488074
162.981152991, -560.579806601, -397.59865361
168.082606956, -565.813644214, -397.731037257
163.516858692, -561.353823009, -397.836964317
158.528975779, -556.31300266, -397.784026881
162.461810758, -560.220503759, -397.758693001
153.574908643, -551.237024453, -397.66211581
149.354141554, -546.79606242, -397.441920866
161.964550258, -559.373686114, -397.409135856
166.76743143, -564.107133906, -397.339702476
168.650522299, -565.933025083, -397.282502783
159.15757213, -556.763062869, -397.60549074
157.967405586, -555.509720732, -397.542315145
171.780524271, -569.355427865, -397.574903594
177.887601425, -575.344943892, -397.457342468
178.306261231, -575.746896383, -397.440635153
176.047177577, -573.683417029, -397.636239452
161.540903988, -559.235583536, -397.694679548
162.850974851, -560.559074984, -397.708100134
169.461820588, -567.17613824, -397.714317652
169.052451286, -566.908547153, -397.856095867
171.808798509, -569.684510182, -397.875711673
161.255781097, -559.188237, -397.932455903
155.807394735, -553.88784149, -398.080446755
158.92164342, -556.974288673, -398.052645252
158.297810199, -556.277130045, -397.979319846
172.826487757, -570.846080663, -398.019592907
168.501492903, -566.279002216, -397.777509313
176.915391139, -574.63179622, -397.716405081
177.672880577, -575.383648119, -397.710767542
167.888989496, -565.692589622, -397.803600126
155.965945383, -553.767272586, -397.801327203
149.707352352, -547.616161354, -397.908809002
154.870666561, -552.677084866, -397.806418306
165.059917156, -562.767341863, -397.707424707
164.445357928, -562.156656891, -397.711298964
156.588374119, -554.385367039, -397.79699292
156.99138598, -554.885630373, -397.894244393
153.042743041, -550.810475083, -397.767732042
144.271477379, -542.009399091, -397.737921712
153.513354827, -551.210228392, -397.696873565
173.898994327, -571.741501071, -397.842506744
176.993614927, -574.677041765, -397.683426838
165.862487414, -563.568036167, -397.705548752
152.303999068, -549.965312496, -397.661313428
145.201765623, -543.017544439, -397.815778816
144.547336334, -542.544977529, -397.997641195
151.8886521, -549.905009686, -398.016357587
160.246920286, -558.212336725, -397.965416439
162.393671723, -560.243452888, -397.849781165
171.161974135, -568.966632398, -397.804658263
162.258403357, -560.026162166, -397.767758809
145.963420878, -543.606004338, -397.64258346
146.12518571, -543.825869921, -397.700684211
157.846558385, -555.570324153, -397.723765767
163.631494562, -561.187870343, -397.556375781
159.715101495, -557.08904401, -397.373942516
147.61397492, -544.983718328, -397.369743408
139.311539461, -536.695725638, -397.384186178
150.247626567, -547.544457059, -397.296830492
155.337747433, -552.779327421, -397.441579988
157.983036678, -555.402288202, -397.419251524
168.67082321, -566.159151503, -397.488328292
170.415866478, -568.060804326, -397.644937848
164.232968163, -562.069787024, -397.836818861
143.216578708, -541.144583121, -397.928004413
132.820762922, -530.827718045, -398.006955123
150.083982503, -548.125315233, -398.04133273
155.174206162, -553.242378229, -398.068172067
156.95592047, -554.986189471, -398.030269002
157.542360144, -555.36434156, -397.821981416
166.168398696, -563.949645604, -397.781246908
163.330466664, -560.958140224, -397.62767356
149.252318862, -546.920032876, -397.667714015
145.35953512, -543.108708819, -397.7491737
157.407098151, -555.172641297, -397.765543146
164.686255031, -562.40537308, -397.719118049
168.120631136, -565.641405908, -397.520774771
169.009662747, -566.524271106, -397.514608359
159.168677155, -556.668660478, -397.499983323
155.675636649, -553.247888293, -397.572251645
162.332478871, -560.044078812, -397.711599941
169.963805068, -567.613685119, -397.64988005
158.826581854, -556.669913282, -397.843331428
146.618939147, -544.42572869, -397.806789543
145.261437098, -543.256158379, -397.994721281
153.960971781, -551.927055039, -397.966083257
155.486527507, -553.61590624, -398.129378734
160.596666785, -558.521095132, -397.924428346
168.377053667, -566.150015455, -397.772961788
161.494304388, -559.157805942, -397.663501554
154.021026567, -551.546605749, -397.525579182
161.712091095, -559.134903568, -397.422812473
159.975534077, -557.556688738, -397.581154661
151.928854903, -549.313007337, -397.384152434
157.947293577, -555.386348236, -397.439054659
162.528242934, -560.040458169, -397.512215235
159.463123034, -556.852273131, -397.389150098
159.654540398, -557.063947151, -397.409406753
161.154294556, -558.400830212, -397.246535656
169.883660298, -566.932588719, -397.04892842
170.632553558, -567.81308814, -397.180534582
170.729643337, -568.021835732, -397.292192395
171.266456924, -568.612536311, -397.346079388
160.403748845, -557.577232592, -397.173483748
163.265339442, -560.481151004, -397.215811562
168.891934819, -566.262396596, -397.370461777
164.278863047, -561.564592452, -397.285729404
154.985706338, -552.526172553, -397.540466215
154.559539648, -552.182068635, -397.622528987
153.578949931, -551.167464252, -397.588514321
153.339157203, -551.060332409, -397.721175206
151.003340849, -548.716800662, -397.713459813
155.82884978, -553.411612751, -397.582762971
166.84234625, -564.323683425, -397.481337175
159.251296957, -556.60121371, -397.349916753
151.570878434, -548.92763478, -397.356756345
145.716586836, -543.216658743, -397.500071906
152.164216708, -549.860028435, -397.695811727
166.061817366, -563.81078805, -397.748970684
159.235861222, -556.917646662, -397.681785439
160.664038084, -558.34071332, -397.676675237
163.762383592, -561.580908507, -397.818524914
158.32906473, -556.168401738, -397.839337008
156.763708454, -554.539942045, -397.776233591
163.965919094, -561.651807142, -397.685888048
161.078224259, -558.745103985, -397.666879726
157.736911395, -555.448291063, -397.711379667
147.460212528, -545.161484161, -397.701271632
152.781748388, -550.693727674, -397.911979286
159.424456534, -557.243698705, -397.819242171
159.536623517, -557.137597699, -397.600974182
161.166554574, -558.808175321, -397.641620747
155.385083941, -552.889590798, -397.504506857
154.628305048, -552.041291159, -397.412986111
156.290318205, -553.718808324, -397.428490119
167.657125528, -565.026629324, -397.369503797
174.985494872, -572.625640427, -397.640145555
167.324056815, -564.938138308, -397.614081494
156.447448522, -553.944381475, -397.496932953
148.322564974, -545.958072382, -397.635507408
154.832350889, -552.342171226, -397.509820336
156.348728033, -553.929364282, -397.580636249
152.736333684, -550.558668494, -397.82233481
155.082092846, -552.669168922, -397.587076076
160.356320413, -557.92415593, -397.567835517
159.34828053, -556.889389677, -397.541109147
154.350062522, -551.771690359, -397.421627837
153.89229546, -551.484744731, -397.59244927
156.53165479, -554.101426273, -397.569771483
155.764249801, -553.331098886, -397.566849085
156.012451885, -553.616569276, -397.604117391
162.071987016, -559.578287004, -397.506299988
168.653219992, -566.289841172, -397.63662118
168.916658569, -566.351464959, -397.43480639
166.827244258, -564.113301506, -397.286057247
160.995196608, -558.20960376, -397.214407152
154.178029774, -551.38044968, -397.202419906
149.199197557, -546.260144492, -397.060946934
150.870006856, -548.002034785, -397.132027929
154.975865981, -552.336122212, -397.360256231
155.604954952, -552.777766599, -397.172811648
158.136890747, -555.521176022, -397.384285274
157.773026887, -555.345092446, -397.572065559
153.586195926, -551.207596242, -397.621400316
161.3007992, -558.74781836, -397.44701916
159.89270176, -557.702617599, -397.80991584
150.827299987, -548.436681566, -397.609381579
147.081209747, -544.824706888, -397.74349714
148.265329413, -546.017355477, -397.752026063
157.605599507, -555.438050264, -397.832450758
161.412006793, -558.865286822, -397.453280029
159.505928712, -556.916531199, -397.410602487
151.961465466, -549.418257914, -397.456792448
149.961744933, -547.413092608, -397.451347674
159.142019065, -556.534391785, -397.39237272
170.688912597, -568.33119494, -397.642282342
169.19196815, -566.656968794, -397.465000644
152.640928381, -550.285350401, -397.64442202
147.877926767, -545.549162248, -397.671235481
157.134718075, -554.683697796, -397.548979721
166.498705152, -564.16927257, -397.670567418
164.509237856, -562.108957607, -397.59971975
165.924286815, -563.589392818, -397.665106003
162.542617652, -560.210166557, -397.667548906
151.107077091, -548.496456803, -397.389379712
151.950536082, -549.29462193, -397.344085848
155.444429164, -552.607652439, -397.163223275
152.728049143, -550.009576273, -397.28152713
150.426413319, -547.734775814, -397.308362495
153.369048761, -550.633392769, -397.264344007
161.665204727, -559.012810795, -397.347606069
160.056177517, -557.532291563, -397.476114047
148.669025778, -545.937112118, -397.26808634
142.291252164, -539.793691803, -397.502439639
148.902924448, -546.49968686, -397.596762412
156.066621599, -553.748166255, -397.681544655
164.080184086, -561.793697761, -397.713513675
165.973703494, -563.814417566, -397.840714072
158.710899055, -556.682135217, -397.971236162
166.828459976, -564.710874219, -397.882414243
166.892518264, -564.784985677, -397.892467413
158.098164765, -555.844335305, -397.74617054
157.501463094, -555.230777255, -397.729314161
166.577034257, -564.163103081, -397.586068825
167.399091771, -565.067881628, -397.668789856
163.586973009, -561.21351081, -397.6265378
167.452485961, -564.936031858, -397.483545897
168.293349836, -565.795738276, -397.50238844
160.311484764, -557.659046261, -397.347561498
167.073723669, -564.773148936, -397.699425267
159.537823325, -557.168600746, -397.630777421
159.937676418, -557.552374604, -397.614698186
169.038437753, -566.883436676, -397.844998924
164.02495713, -561.726143474, -397.701186344
153.773419264, -551.564248841, -397.790829577
159.780217963, -557.558659851, -397.778441889
154.278577292, -551.972956421, -397.694379129
158.068808357, -555.617332924, -397.548524567
165.184939208, -562.633750106, -397.448810898
160.417708941, -557.679622461, -397.26191352
158.932584062, -556.506467188, -397.573883126
159.160056587, -556.575450463, -397.415393876
160.940342763, -558.272151342, -397.331808579
152.240025294, -549.69598836, -397.455963066
151.396369966, -548.822935466, -397.426565499
161.02033763, -558.33331063, -397.312973
163.526475333, -560.978082368, -397.451607035
160.627682609, -558.084011005, -397.456328396
161.453624859, -558.937147961, -397.483523102
159.111006769, -556.347380371, -397.236373601
157.572924796, -554.695795433, -397.122870637
151.094050958, -548.364279535, -397.270228577
156.198552439, -553.539152671, -397.340600232
157.49726269, -554.834656224, -397.337393534
154.522080831, -552.122292703, -397.600211873
153.646813548, -551.257353884, -397.610540336
157.548888211, -555.020485961, -397.471597751
152.43570857, -550.050158882, -397.614450313
148.579061748, -546.31821034, -397.739148592
152.661829982, -550.357744862, -397.69591488
160.669581333, -558.334405581, -397.664824248
161.035518543, -558.5245778, -397.489059256
161.128776539, -558.706044579, -397.57726804
158.956582994, -556.831145931, -397.874562937
163.83098926, -561.906262669, -398.075273408
168.116742045, -566.217129126, -398.10038708
160.154986018, -558.383048382, -398.228062364
157.885258043, -555.973658097, -398.088400054
168.55729035, -566.500938177, -397.943647828
176.841148101, -574.764637812, -397.923489711
169.760295309, -567.488632994, -397.728337685
162.135975099, -559.791202292, -397.655227193
161.552852741, -559.073481558, -397.520628816
159.791961902, -557.286173916, -397.494212015
146.190805089, -543.653357471, -397.462552382
150.499842365, -547.931514715, -397.43167235
154.2723895, -551.819620659, -397.547231159
159.359303561, -556.643892432, -397.284588871
162.821660065, -560.175536111, -397.353876045
164.961826357, -562.25266701, -397.290840653
163.853785767, -561.123474413, -397.269688645
174.133354518, -571.586480231, -397.453125712
169.318011321, -566.6366577, -397.318646379
164.056301534, -561.299014987, -397.242713453
157.125450045, -554.488744661, -397.363294617
153.475046474, -550.735998735, -397.260952261
159.097722098, -556.401190412, -397.303468314
157.478799869, -554.633028102, -397.154228232
154.963196239, -552.125810192, -397.162613952
148.995215213, -546.038523074, -397.04330786
150.037350165, -547.216536593, -397.179186428
159.332975365, -556.830392948, -397.497417583
162.294788014, -559.559611564, -397.26482355
164.613535249, -562.02219472, -397.408659471
162.705370171, -560.276140492, -397.570770321
161.859355219, -559.488472663, -397.629117445
158.87665241, -556.523005036, -397.646352626
151.027681417, -548.846520129, -397.818838712
141.123985361, -539.033557862, -397.909572502
153.184808227, -551.249593064, -398.064784837
158.793404422, -556.775237246, -397.981832824
152.337575503, -550.081805646, -397.744230143
162.974564738, -560.794947221, -397.820382482
168.026892953, -565.751001422, -397.724108469
161.973575256, -559.527234756, -397.553659499
165.919596371, -563.506206119, -397.586609748
161.895999198, -559.55115204, -397.655152842
152.408191771, -549.968200682, -397.560008911
155.502786342, -552.796012205, -397.293225863
153.439376577, -550.695290242, -397.255913665
154.067992091, -551.324515172, -397.256523081
157.651810773, -554.953365475, -397.301554702
149.282981306, -546.627615869, -397.344634563
150.62721626, -548.14866626, -397.521450001
143.10689011, -540.684005547, -397.577115437
149.273568251, -546.986445002, -397.712876751
173.497665515, -571.414725234, -397.917059718
176.696231664, -574.426911579, -397.730679914
163.840181174, -561.652605528, -397.812424354
154.983013941, -552.790107352, -397.807093411
149.747707063, -547.455821008, -397.708113945
158.693628728, -556.38377295, -397.690144222
160.28629442, -557.694364624, -397.408070204
163.31966908, -560.755462451, -397.43579337
169.176936906, -566.564760586, -397.387823681
165.676911921, -563.205469848, -397.528557927
153.308535672, -550.751028723, -397.442493051
155.112390644, -552.553108062, -397.440717418
158.536851388, -556.085264997, -397.54841361
147.833805072, -545.436713597, -397.602908525
145.031950609, -542.680564587, -397.648613978
153.087875193, -550.708946951, -397.621071758
162.293363136, -559.79856602, -397.505202883
160.335029247, -557.888124206, -397.553094959
158.932133061, -556.530249236, -397.598116174
158.486484423, -556.357506101, -397.871021679
158.21083987, -555.894895894, -397.684056024
154.099769708, -551.852589779, -397.752820072
156.086139057, -553.782980291, -397.696841234
156.991970679, -554.616645327, -397.624674647
155.609526701, -553.234073152, -397.624546452
148.878655699, -546.504280953, -397.625625254
151.637328997, -549.044828667, -397.40749967
157.418639979, -554.881049139, -397.46240916
153.243170139, -550.664350319, -397.42118018
155.470172851, -552.939330844, -397.469157993
162.571756405, -559.944150815, -397.37239441
168.109806693, -565.554184283, -397.44437759
168.766148081, -566.150154839, -397.384006759
165.517189216, -563.044263034, -397.527073818
158.27127901, -555.771421662, -397.500142652
153.389334773, -550.748570538, -397.359235764
164.729834342, -562.197000399, -397.467166057
163.337499569, -560.748535166, -397.411035597
147.732987225, -544.983593073, -397.250605847
143.11222258, -540.23009696, -397.117874381
152.706441131, -549.993130057, -397.286688926
162.128034432, -559.346923729, -397.218889297
166.651219277, -563.810141923, -397.158922646
164.973929918, -562.341804424, -397.367874505
159.186827894, -556.602592228, -397.415764334
157.003501538, -554.529760521, -397.526258983
150.220084954, -547.705947004, -397.48586205
151.654359581, -549.259178494, -397.604818913
157.491134316, -555.253831445, -397.76269713
156.638395122, -554.168187729, -397.529792608
148.615135302, -546.2923434, -397.677208099
155.821018693, -553.654796037, -397.833777345
162.717761531, -560.508630961, -397.79086943
164.951326756, -562.782745256, -397.8314185
163.768301875, -561.806993006, -398.038691132
162.92659637, -560.839203717, -397.912607347
165.00508672, -562.586976945, -397.581890225
164.598708502, -562.116096285, -397.517387783
165.425304131, -562.773939187, -397.348635056
156.11282049, -553.324760233, -397.211939743
157.982121365, -555.23213271, -397.250011345
162.65346944, -559.977749504, -397.324280064
163.489287507, -560.989770154, -397.500482647
169.375474617, -566.763978913, -397.388504296
166.388336278, -563.618398585, -397.230062307
156.572618875, -553.744625562, -397.172006688
148.385501977, -545.567942474, -397.182440496
148.879951648, -546.223401505, -397.343449857
162.230605805, -559.66844179, -397.437835985
174.598488904, -572.076146529, -397.477657625
180.914989069, -578.368940562, -397.453951493
175.330895942, -572.925436718, -397.594540776
162.55886941, -560.217035188, -397.658165778
153.861614367, -551.40590741, -397.544293043
155.581289237, -553.12327129, -397.541982052
167.343158913, -564.927018237, -397.583859324
168.745765087, -566.477465754, -397.731700667
163.967428993, -561.565783552, -397.598354558
162.039754313, -559.844364746, -397.804610433
157.104989035, -554.986800888, -397.881811853
158.913830463, -556.545371526, -397.631541063
164.297223681, -561.823813384, -397.526589702
164.509056078, -561.967322791, -397.458266714
167.586068145, -565.12712361, -397.541055465
160.976203562, -558.377347378, -397.401143816
158.798697438, -556.061436406, -397.262738968
163.69490871, -560.934098885, -397.239190175
164.828486196, -562.045880014, -397.217393818
158.709547153, -555.874442484, -397.164895331
155.08608281, -552.248809728, -397.162726918
151.749463864, -549.012184878, -397.262721014
158.390828368, -555.75395183, -397.363123462
155.281320307, -552.674778408, -397.393458101
152.384296415, -549.959165563, -397.574869148
151.776384567, -549.219068406, -397.442683839
143.609479813, -541.018958088, -397.409478274
139.779908721, -537.317173273, -397.537264552
153.7772331, -551.163901262, -397.386668161
163.197171707, -560.541356895, -397.344185188
161.34034401, -558.625519409, -397.285175399
165.348447367, -562.713505891, -397.365058524
165.293291619, -562.814919077, -397.521627459
158.057505641, -555.595913907, -397.538408267
158.070197992, -555.74952878, -397.679330788
164.128524963, -561.97432904, -397.845804078
158.906177669, -556.905056142, -397.998878473
149.752146283, -547.645169933, -397.89302365
160.214771842, -558.044714463, -397.829942621
166.198577462, -564.16663282, -397.968055359
161.44157663, -559.387590716, -397.946014087
160.406878849, -558.29707064, -397.890191791
161.969126375, -559.85189863, -397.882772255
159.922090081, -557.80477774, -397.882687659
154.460822149, -552.300812991, -397.839990842
148.340135666, -546.038279378, -397.698143711
147.537769558, -545.281335588, -397.743566029
146.669679191, -544.391631175, -397.721951984
151.316766216, -548.968499033, -397.651732817
158.745964805, -556.187781236, -397.441816431
155.817567011, -553.098435095, -397.280868084
161.047843656, -558.288049521, -397.240205865
160.859643405, -558.256294826, -397.396651421
149.364012095, -546.699808062, -397.335795968
148.227396681, -545.602485524, -397.375088843
147.60130767, -544.974405147, -397.373097478
147.748660572, -545.145416745, -397.396756172
152.721390204, -550.192830826, -397.471440622
146.966544999, -544.423573205, -397.457028206
151.205413648, -548.616517112, -397.411103464
160.751211544, -558.332946368, -397.581734824
164.525090982, -562.06486335, -397.539772368
161.155242835, -558.769526338, -397.614283503
159.428552903, -556.758834155, -397.330281251
162.247575783, -559.550265988, -397.302690205
153.465315384, -550.665352323, -397.200036939
145.466224332, -542.718043918, -397.251819585
157.889393527, -555.156643302, -397.267249774
160.710858263, -557.890185593, -397.17932733
164.562268587, -561.863071508, -397.300802921
165.438473636, -562.673478318, -397.235004682
168.925062935, -566.423018979, -397.497956044
164.147875248, -561.588443697, -397.44056845
151.864944978, -549.226650243, -397.361705265
148.516754859, -545.916532461, -397.399777603
157.487590066, -555.022629481, -397.535039415
163.259655172, -560.767581729, -397.507926557
160.316173034, -557.651885089, -397.335712054
152.474051499, -549.770149875, -397.296098376
142.343725323, -539.641747112, -397.298021788
141.164174187, -538.271492617, -397.10731843
157.446612861, -554.730141237, -397.283528376
170.001949449, -567.261011818, -397.259062369
169.677388671, -567.011027503, -397.333638832
164.913803761, -562.291531121, -397.37772736
158.275863637, -555.452815712, -397.176952075
156.245481014, -553.42180619, -397.176325176
159.583313704, -556.761621872, -397.178308167
168.161502075, -565.379458539, -397.217956464
177.080288577, -574.484738698, -397.404450121
168.480742412, -565.854565473, -397.37382306
160.353186702, -557.794649515, -397.441462813
159.537657866, -556.781018866, -397.243361
156.353191469, -553.644372407, -397.291180938
155.701670842, -553.056456094, -397.354785252
155.833703104, -553.210871927, -397.377168823
148.14864816, -545.510389602, -397.361741442
143.571448406, -540.950512253, -397.379063847
148.38632472, -545.760861955, -397.374537235
159.328304401, -556.754357304, -397.426052903
162.013736992, -559.552170521, -397.538433529
156.165524932, -553.721545237, -397.556020304
154.796764078, -552.297129636, -397.500365558
156.911070215, -554.551039096, -397.639968881
161.871042633, -559.583518229, -397.712475597
165.049011998, -562.813776696, -397.764764698
160.183758886, -558.070386478, -397.886627592
164.107686972, -561.823513624, -397.715826652
166.210284634, -563.797539688, -397.587255054
156.387953545, -553.772351091, -397.384397545
152.413817047, -549.993944255, -397.580127208
149.522478911, -547.059659917, -397.537181006
156.719613356, -554.23140168, -397.511788324
158.999253823, -556.407672348, -397.408418525
148.285055269, -545.444227411, -397.159172142
154.494031166, -551.761544941, -397.267513775
169.062594677, -566.194353114, -397.131758437
162.63917711, -559.980569846, -397.341392736
149.919692844, -547.153875056, -397.234182212
145.419294084, -542.502115722, -397.082821638
148.694470735, -545.932371169, -397.237900435
154.892530484, -552.108176962, -397.215646479
154.901268633, -552.211504333, -397.3102357
152.140975283, -549.508826381, -397.367851098
151.138541558, -548.481439361, -397.342897802
150.098136506, -547.714235199, -397.616098693
155.737333777, -553.334624452, -397.597290675
167.546412574, -565.122292182, -397.575879608
163.399908379, -560.87400609, -397.474097712
161.041186838, -558.332915593, -397.291728755
163.381000526, -560.674914818, -397.293914292
156.524368273, -553.796682259, -397.272313986
161.660394676, -559.027795152, -397.367400476
169.381310982, -566.87725178, -397.495940798
163.079046331, -560.695883252, -397.616836921
162.065906542, -559.612814461, -397.546907919
163.341883661, -560.938330799, -397.596447139
160.327653799, -557.84634654, -397.518692741
163.148686022, -560.608856586, -397.460170564
171.47971364, -568.974480551, -397.494766911
177.575335851, -575.029489515, -397.454153664
174.583864838, -572.021450292, -397.437585454
169.200919737, -566.541153306, -397.34023357
161.807203898, -559.108090336, -397.300886438
156.325180647, -553.530225413, -397.205044767
166.257934875, -563.711973648, -397.454038773
166.587844128, -564.013816462, -397.425972334
172.048801836, -569.536979998, -397.488178162
167.860050886, -565.263512481, -397.403461596
164.214160731, -561.661124024, -397.446963294
165.734039566, -563.403402262, -397.669362696
169.619690946, -567.581732372, -397.962041427
163.583844141, -561.365528265, -397.781684124
158.682910052, -556.521513733, -397.83860368
159.091231716, -556.918067619, -397.826835902
161.683720029, -559.549483944, -397.865763915
160.052852409, -557.747212406, -397.694359997
152.334413766, -549.957962375, -397.623548609
152.30132155, -549.790177701, -397.488856151
155.722114744, -553.053373138, -397.331258394
163.723014387, -561.072362016, -397.349347629
168.01607921, -565.443587601, -397.42750839
162.77860616, -560.225068072, -397.446461912
157.322677445, -554.855592197, -397.532914752
154.613813144, -552.067895792, -397.454082648
154.611390221, -552.05493301, -397.443542789
164.862075567, -562.524021903, -397.661946337
172.505408309, -570.150601134, -397.645192825
172.134262923, -569.470080619, -397.335817696
167.99659163, -565.436140013, -397.439548384
170.174088955, -567.792038273, -397.617949318
166.62103869, -564.490714549, -397.869675859
162.065078638, -559.927450393, -397.862371755
164.259424083, -562.317101183, -398.0576771
155.298524927, -553.171078795, -397.872553868
141.470305218, -539.165546601, -397.695241383
152.170599792, -549.757009528, -397.586409736
167.633184957, -565.408576784, -397.775391828
157.690137429, -555.495062921, -397.804925491
154.79655918, -552.297647174, -397.501087994
160.296040882, -557.778041325, -397.482000443
158.729804847, -556.245488233, -397.515683386
158.262663691, -555.71310559, -397.450441899
161.182782167, -558.781762475, -397.598980308
167.309866407, -564.903284943, -397.593418536
162.286100052, -559.853831057, -397.567731005
159.041405443, -556.468597598, -397.427192155
160.397861273, -557.90101564, -397.503154367
159.292139827, -557.030435961, -397.738296134
158.580666061, -556.420270934, -397.839604873
155.735813852, -553.509389242, -397.77357539
148.345267736, -545.896932238, -397.551664502
149.781293963, -547.230406405, -397.449112442
149.903888033, -547.516281597, -397.612393564
144.253611812, -541.839738461, -397.586126649
158.884382652, -556.41649897, -397.532116319
163.149757479, -560.576315184, -397.426557705
159.893171561, -557.46898223, -397.575810669
157.056963485, -554.551746868, -397.494783383
151.325658333, -548.849297798, -397.523639465
150.063633241, -547.551072346, -397.487439105
159.458858464, -557.101404665, -397.642546202
162.694346503, -560.322411834, -397.628065331
167.210999492, -564.74129965, -397.530300159
162.624336371, -560.293746202, -397.669409831
165.11620402, -562.650461268, -397.534257247
167.659220193, -565.255580465, -397.596360271
158.485951713, -556.109210727, -397.623259014
153.046550695, -550.751681138, -397.705130443
145.478376216, -543.261344843, -397.782968626
143.722988304, -541.461507517, -397.738519213
152.873908049, -550.79888461, -397.924976561
165.006328567, -562.848205707, -397.841877141
170.207014617, -568.296474528, -398.089459911
159.913692722, -557.812163095, -397.898470373
161.202291298, -559.118952807, -397.916661508
169.840920646, -567.498403426, -397.65748278
176.468056863, -574.269752535, -397.801695672
163.444686902, -561.236793948, -397.792107046
166.980615453, -564.715843012, -397.735227559
171.19436707, -568.925483846, -397.731116776
169.015865934, -566.83040899, -397.814543056
165.654554619, -563.543052991, -397.888498373
169.244339937, -566.978622503, -397.734282567
162.263047591, -559.947693028, -397.684645437
155.832241972, -553.438294297, -397.606052326
160.345348432, -557.893454375, -397.548105943
159.045708437, -556.386666742, -397.340958305
150.897731249, -548.308733827, -397.411002579
149.395455957, -547.100528576, -397.705072618
144.944866914, -542.605497712, -397.660630798
150.687820186, -548.196003018, -397.508182831
153.88043346, -551.241737703, -397.361304243
156.415732779, -553.654971957, -397.239239177
155.400386065, -552.668217179, -397.267831114
155.088074427, -552.544634732, -397.456560305
160.860608651, -558.387954995, -397.527346344
156.944888948, -554.435547385, -397.490658436
151.509277031, -548.986551838, -397.477274808
147.669315357, -545.108254305, -397.438938947
143.887282298, -541.546992539, -397.659710241
148.636830699, -546.29145456, -397.654623861
162.725813542, -560.268771454, -397.542957911
165.664305675, -563.224273615, -397.55996794
164.806050083, -562.380515886, -397.574465803
161.577777586, -559.154922221, -397.577144635
155.942826691, -553.736129895, -397.793303204
154.556415254, -552.452231857, -397.895816602
155.287539711, -553.155027781, -397.86748807
158.596601174, -556.453701629, -397.857100455
160.232219196, -558.302515335, -398.070296139
156.422097243, -554.387329936, -397.965232692
142.261126043, -540.204499132, -397.943373089
150.611911607, -548.679204282, -398.067292674
168.58040118, -566.66592103, -398.08551985
164.107332861, -562.148353723, -398.041020862
163.438798723, -561.578330949, -398.139532227
157.043735148, -555.140415984, -398.096680836
146.65550173, -544.40777156, -397.752269829
145.409511908, -543.422189668, -398.012677761
146.051011672, -543.90659293, -397.855581258
151.439794412, -549.213985785, -397.774191373
161.429222981, -559.04282575, -397.613602769
164.832440901, -562.38747008, -397.555029178
158.512056907, -556.006212367, -397.49415546
150.393968154, -547.999610174, -397.60564202
160.016620392, -557.468984074, -397.452363682
170.128952181, -567.644788207, -397.515836026
165.793380537, -563.589951886, -397.79657135
152.193280946, -549.94607944, -397.752798495
153.266854699, -550.898102683, -397.631247984
168.399972216, -565.788123998, -397.388151782
176.1921704, -573.725676914, -397.533506515
169.818614995, -567.312509326, -397.493894331
164.246983155, -561.671634289, -397.424651134
161.722155577, -559.178366149, -397.456210572
158.083077257, -555.695304029, -397.612226771
152.729017419, -550.698483262, -397.969465843
156.341320404, -554.14243061, -397.801110206
167.129937765, -564.889172492, -397.759234727
165.543778509, -563.212553706, -397.668775197
159.155956011, -556.898232607, -397.742276596
162.09061416, -559.928148893, -397.837534733
164.493610565, -562.085965075, -397.59235451
168.370919573, -566.050752962, -397.679833389
169.971383289, -567.694045491, -397.722662203
166.651855343, -564.373623372, -397.721768029
161.590644922, -559.33294733, -397.742302407
162.073443467, -559.852319571, -397.778876103
159.75999368, -557.498179642, -397.738185961
152.004885104, -549.703294004, -397.698408899
154.764592922, -552.504761838, -397.740168916
164.964122206, -562.627399069, -397.663276863
157.762341807, -555.333819139, -397.571477332
146.402818666, -544.001059372, -397.598240706
150.318015165, -547.98404219, -397.666027025
156.838963866, -554.606916087, -397.767952221
158.017504912, -555.735968224, -397.718463311
161.661725352, -559.288921886, -397.627196535
164.197324431, -561.815654369, -397.618329938
