xb0,yb0,zb0,
-0.15931819, 0.22377014, -0.21704223, 
-2.4171672,  2.0331791, -1.8742584, 
  1.399219,  2.1104557,  1.5736747, 
 2.3722001, -0.7409655, -2.1046144, 
 1.6322956, -1.9458579,  1.5532929, 
-2.5492684,  2.4896141, -0.069709491, 
 -2.021233, 0.84035633, -1.4172967, 
 2.5385566,  1.4724465, 0.15820626, 
-0.85724961, -1.8228754, -0.98745567, 
-2.3417761, 0.62149136,  1.8955446, 
0.88288011, -0.84819285,  1.5995665, 
 1.8355241,  2.0420713, 0.61692163, 
-1.4515533,  1.7283528, -1.5582693, 
-2.2724918,  1.7414537,  -0.858505, 
-0.20247212, 0.75759935, -2.5385765, 
-0.1829931, -0.95416586,  1.1246287, 
  1.652283,  2.3314539, -2.2446827, 
 2.5121467,  1.6126219,  1.3741415, 
0.59211233, 0.83027462,  1.6863091, 
-0.79070718, -0.5091548, -1.1419206, 
-1.3562963, 0.17500369,   1.779717, 
 2.1509916, -1.2685412,  2.1216636, 
0.68973236, -2.0566839,   1.152458, 
-0.43058801, 0.68207991,  1.5023581, 
0.095512398, 0.60257372,  -1.065483, 
0.77464761,  1.6752507,  2.4948603, 
0.60481892, -0.17959898, -2.0478186, 
-1.7844213, -2.3427597, -2.4048008, 
 0.1841419, -1.1648903, -1.5191291, 
-1.7886557, 0.11843384, -2.4774511, 
0.48612265,  1.4148837, -0.44624946, 
 2.2185647, -1.7787215, -2.1431255, 
0.65158233,   1.036845, 0.62852734, 
-0.8255589, -1.7452196, -0.17364469, 
-1.7699349, -1.9422086, 0.37117774, 
 1.0749068, -1.0810771, -2.2520022, 
0.51587842, -0.72389602, 0.28469486, 
 1.6616923, 0.64250117,  1.4065433, 
-1.8183503, -1.2865131, -0.5659212, 
 1.4138495,  -1.209109, -0.24770895, 
0.87535752,  2.0101464, -1.4423933, 
0.23830744, 0.17205283, 0.82564328, 
-0.8014837, -0.25893375, -2.3972621, 
-0.87370214,  2.5339703, -1.7098079, 
0.32300585, -2.5071429,  1.9765502, 
-1.1245696,  2.0100469,  1.3986435, 
-1.6217994,  1.0843286,  1.2893301, 
 1.6981874, -1.0710032, 0.81535545, 
 2.3633724, -1.5248938, -1.0999533, 
-1.8592627,  2.1638059, 0.71236918, 
 2.3419337, 0.31822269,  -2.343387, 
-1.8055414, -2.2271345, -1.1152724, 
 2.4540907, 0.51731744, 0.76121122, 
0.27917807, -2.3735572,  -2.131749, 
-0.92556439,  1.4367166,  2.2629795, 
  2.523388, -2.1167689,   1.311385, 
  1.910225, -0.21322679, -0.062431259, 
-0.5650274, -0.9121811, 0.25465416, 
-1.9306028, -0.98300938,   2.424045, 
 2.2054793,  1.5956537,  2.4784853, 
-0.52961203, -1.9476232,    1.54193, 
-0.34537841,   2.314287, -0.77898005, 
 0.1207333,  1.6606223,  1.3733565, 
0.10543833, -1.2338229,  2.3386127, 
0.32026101, -2.1285012, -1.1994495, 
 1.2376157,  -2.127582,  2.4965122, 
-0.68181495, -1.8070638, -2.2843898, 
 1.2932037, -2.4050917, -0.44642978, 
-2.5179314, -0.18671195, -1.2231584, 
0.70203267,  2.2346195, 0.41345358, 
-1.5440819,  -2.182541,  1.4262657, 
0.40574287, -1.7323179, -0.10043372, 
0.013302879, -0.098015815,  2.1324312, 
-0.36197386,  2.4671053, 0.90342861, 
 1.8681622, 0.80405047, -0.62635256, 
-1.2514259,   1.160672, 0.23057725, 
-1.3964594,  2.4418717, -0.27472413, 
-0.56553136,  1.3292114, -0.77885471, 
 1.3302877, -0.10846393, 0.84859559, 
0.88257403, 0.95116305, -1.6139275, 
-1.2081917, -1.1849805, 0.92260767, 
-1.9903935, -0.18717863, 0.53700515, 
   1.83539, -1.9969814, 0.32532132, 
 1.2378788, -1.9237677, -1.5869227, 
-1.5823232, -0.047939407, -0.7187061, 
 2.5463696, -1.1816478, 0.18215019, 
0.91900494, 0.37954971, -0.47270524, 
-2.1305197, -1.2284657,  1.3576099, 
 1.4805702, -0.96463191, -1.3249044, 
 2.2041889, -0.38810992,  1.4011215, 
-1.9170725,  1.2299785,  -2.541931, 
-0.31682671,  1.5930382,   0.261129, 
 2.2453133,  2.3902209, -1.1275472, 
 1.5310375, 0.035328474,   -1.47719, 
-0.94054529, 0.13660093, 0.72235232, 
 1.8427395,  1.4041724, -1.6408875, 
 1.4324742, -0.38876455,   2.216574, 
-2.0314671,  2.0570032,  2.0320725, 
 2.1467372,  -2.437578,  2.1979661, 
-0.025492198,  1.5500199, -1.7162479, 
-0.99660506, -1.0072409,  2.0372255, 
0.59463562, -0.71431615, -0.7252218, 
-0.81323112, 0.65436758, -1.6816288, 
 1.4320298, 0.66444183, -2.5188933, 
-0.65876289,  2.3855343,  2.2912301, 
 1.6780378,  1.7234043, -0.32940614, 
-1.7428745, -1.0246418,  -1.608968, 
 1.6180909,  1.0775007, 0.51460437, 
-0.43239658, 0.050197925, -0.36380005, 
-2.3643295,  2.1750198, -1.9137443, 
 1.2471464,  2.2109924,  1.6300416, 
  2.274651, -0.70505386, -2.0336966, 
 1.4644024, -1.7604439,  1.5772235, 
-2.5111127,  2.4457728, -0.04348756, 
-2.3802183,  0.8198478, -1.3314735, 
-2.4143659,  1.4646765, 0.28704023, 
-0.93616358, -1.6063718, -1.2375972, 
-2.3164498, 0.49363051,  1.8509069, 
 0.7743533, -0.90809558,  1.5908173, 
 1.9061222,  2.0519362, 0.84888655, 
-1.4673968,  1.6115809, -1.4666088, 
-2.2317318,  1.6669749, -0.74109796, 
-0.1138794, 0.86738312, -2.4655513, 
-0.15488101,   -1.04528,  1.2605156, 
 1.7175382,   2.314217, -1.9899799, 
 2.4682166,   1.428277,  1.4838827, 
 0.5830356, 0.67807288,  1.6288841, 
-0.53636857, -0.49134831, -1.5345659, 
-1.0280939, -0.19316761,  1.7194028, 
 2.2439618, -1.0610445,  2.0071377, 
0.36624103, -1.7608681,  1.1322907, 
-0.5278621, 0.70939512,  1.5046066, 
0.089395613, 0.46194775, -1.2990484, 
0.61432552,  1.8361663, -2.4268637, 
0.43453933, -0.3094288, -1.9688214, 
-1.4102578, -1.8780481,  2.5582247, 
0.24424291, -1.3492196, -1.7452677, 
-1.8288581, 0.0099369397, -1.9595049, 
0.29802017,  1.5330337, -0.69347562, 
 2.1253657, -1.9454591,  -2.119342, 
0.56797154,  1.1724183, 0.25312041, 
-0.63811477, -1.8046781, -0.33588635, 
-1.8724122, -1.9143384, 0.33988186, 
 1.3933047, -1.0816512, -2.5441832, 
0.75076239, -0.80591714, 0.53244382, 
 1.8009315, 0.84377995,  1.6890414, 
-1.6474159, -1.1799703, -0.4558939, 
 1.3358854, -1.2294548, -0.38143236, 
0.78140405,  2.1798556, -1.2993476, 
0.17255165, 0.21371962, 0.83753443, 
-0.6559207, 0.015107797, -2.4965692, 
 -1.050272,  2.3761383, -1.6938391, 
0.30076706,   2.518739,  1.9301989, 
-1.0365138,  1.9706322,  1.4263024, 
-1.6855998,  1.0501977,  1.3704512, 
 1.7495116, -1.0336492,  0.8065469, 
 2.2071373, -1.4843164, -0.87594786, 
-1.9148991,  2.2049014, 0.89768003, 
  2.176614, 0.53597069, -2.2809309, 
-2.1288761, -2.2291653, -1.1633397, 
 2.4458215, 0.50669632, 0.89647456, 
0.45035716, -2.4120253,   -2.09313, 
-0.84683524, 0.97793701,  2.5011597, 
-2.5234147, -2.0433802,   1.068935, 
 1.9159179, -0.34672726, -0.16851971, 
-0.17392476, -0.80633937, 0.08276719, 
-1.9002122, -0.90587898, -2.5241445, 
 1.9843958,  1.4570608,  -2.488513, 
-0.39303044, -1.8435212,  1.8381145, 
-0.44734515,  2.2587642, -0.60442145, 
-0.098032222,  1.7172416,  1.2274724, 
0.43290806, -1.3727537,  2.3257102, 
0.14093978, -1.8948581, -0.9686942, 
 1.1394046, -2.1677451,  2.2623236, 
-0.50415352, -1.8533606, -2.2743791, 
 1.0803367, -2.2897844, -0.50554016, 
 2.4655946, -0.25765587, -1.0776839, 
0.66973485,  2.2513172, 0.58067119, 
-1.4174639, -2.1382532,  1.5371695, 
0.48051206, -1.7359697, 0.11098065, 
0.10347302, -0.41035457,  1.9925661, 
-0.64452002, -2.3284142, 0.60736515, 
 1.9030147, 0.59440652, -0.75188341, 
-1.3628982,  1.0237849, 0.38698348, 
-1.5009156,  2.3788576, -0.23511031, 
-0.98222181,    1.26697, -0.59528785, 
 1.4921041, 0.14936514, 0.69477155, 
0.78565947,  1.1242301, -1.4948041, 
-1.0498989, -1.2709087,   0.844963, 
-1.8937632, -0.39331107, 0.55647146, 
 1.8058163, -1.9746063, 0.19965199, 
 1.2305786, -1.9154352, -1.6172047, 
 -1.519983, 0.045856822, -1.0265425, 
 2.5373572, -1.1310256, 0.13937386, 
0.90242711, 0.28860402, -0.1257102, 
-1.9843621, -1.2253916,  1.3697191, 
 1.1947159, -0.90580213, -1.4055966, 
  2.397486, -0.41538215,  1.1936213, 
-2.0067557, 0.98031175, -2.4674824, 
-0.33464003,  1.6520446, 0.17539078, 
 2.0278741,  2.5289899, -1.0810348, 
 1.3979488, 0.13308302, -1.5641533, 
-0.93926705, 0.092282333, 0.79734914, 
 1.8072523,  1.3188542, -1.4820188, 
 1.6733971, -0.17276846,  2.0581166, 
 -1.917066,  2.1539919,  2.0039781, 
 2.1005587,  2.5395344,  2.1663444, 
-0.16489091,  1.5389602, -1.6346943, 
-0.83975134, -0.92459525,  2.3254335, 
0.40619128, -0.65162391, -0.92792786, 
-0.86964824, 0.57938042, -1.5777677, 
  1.173746, 0.68131991, -2.4493244, 
-0.71538967,  2.2022628,  2.3959802, 
 1.7477929,  1.6334577, -0.27794429, 
 -1.944575, -0.85193854, -1.5037141, 
  1.512691,  1.1239227, 0.69109622, 
-0.39301757,  0.5462305, -0.2361082, 
-2.4441974,  1.8092333, -1.7525712, 
 1.3054279,  2.2223328,   1.488247, 
 2.2392386, -0.57884849, -2.0495002, 
 1.5946722, -1.8698898,  1.3465939, 
-2.5309858, -2.5348321, -0.094398348, 
-2.2874333, 0.72066696, -1.4300964, 
-2.3534039,  1.1344261, 0.17788384, 
-0.94843702,  -1.698613, -1.3323556, 
-2.3225447, 0.22115435,   2.121939, 
 1.0309152, -0.87452281,    1.54234, 
 1.9938798,  2.2451053, 0.63043344, 
-1.4451472,  1.4579735, -1.5952306, 
-2.1575746,  1.7110257, -0.7078846, 
0.18627098, 0.62092834, -2.3318238, 
-0.12450401, -0.90039435,  1.1963912, 
 1.7172427,  2.2033227, -2.0135515, 
 2.4939014,  1.5766628,  1.3126212, 
0.83189713, 0.94848403,  1.7154893, 
-0.82630512, -0.57000535, -1.5094884, 
-1.4096069, -0.17821373,   1.627946, 
 2.3232481, -1.3853267,  1.9246082, 
0.55402937,  -1.960175,  1.3499175, 
-0.63542751, 0.82915347,   1.561257, 
0.098455574, 0.30235458, -1.0743104, 
0.82948976,  1.6780636,  2.4886684, 
0.41355324, -0.12185962, -1.9349317, 
-1.6202446, -2.1037797,  2.4756213, 
 0.6407378, -1.2667297, -1.9037268, 
-1.7442665, 0.25496985, -2.0671206, 
-0.07019555,   1.524635, -0.9057453, 
 2.4077044, -1.8313103, -2.1995607, 
0.73391133,  1.2564347, 0.012431698, 
-0.74465839, -1.7232822, -0.21406966, 
-1.7615465, -2.0111632, 0.13337923, 
  1.455154, -1.2233392,  2.5339798, 
0.75172411, -0.74790134, 0.54320646, 
 1.9069689, 0.79025072,  1.6684636, 
 -1.420606, -0.99576315, -0.32376416, 
 1.0541165, -1.1546017, -0.5578122, 
0.77353096,  2.1468746, -1.0041924, 
0.010108949, 0.29572599, 0.91814689, 
-0.79647273, 0.024480772, -2.5131942, 
-1.2847578, -2.5072624, -1.7768216, 
 0.1299036,  2.2710154,  2.0275187, 
-0.86323122,  1.7728391,  1.3732187, 
 -1.714272,  0.8222643,  1.6872468, 
 1.8510339, -1.0888808,  0.8402534, 
 2.1575606, -1.4215131,  -0.839073, 
-2.0244578,  2.2089914, 0.68966473, 
 2.4009166, 0.52747172, -1.9689162, 
-2.2133329, -2.2539588, -1.2293093, 
-2.4793865, 0.89685395,  0.8703658, 
0.39026621, -2.5423978, -1.9836627, 
-1.0574013, 0.96753263,  2.5214469, 
-2.4291889, -2.0114958,  1.0369896, 
 1.7745801, -0.51536668, -0.14092289, 
-0.11542666, -0.75192228, 0.08736487, 
-1.8363272,  -1.055456, -2.4794822, 
  2.022984,  1.4910606,  2.4606693, 
-0.56460098, -1.8131161,  1.6161496, 
-0.64630256,   2.518695, -0.91307241, 
0.33590305,  1.6668515,  1.1689064, 
 0.2304273, -1.4346377,  2.2465552, 
0.22386579, -1.9065887, -1.1009044, 
 1.2737416, -2.1098055,   2.093927, 
-0.47905071, -1.9305245,  -1.930259, 
0.97046476, -2.1523366, -0.44147755, 
-2.5570876, -0.38457859, -0.97478229, 
0.91548964, -2.5599183, 0.49752794, 
-1.5835155, -2.2788522,  1.4826351, 
0.33004708, -1.6971041, 0.20042705, 
0.22400747, -0.01957234,  1.9730714, 
-0.79781952, -2.5121835, 0.63981299, 
 1.9462222, 0.52186881, -0.39623914, 
-1.4252019, 0.90010055, 0.62487473, 
-1.3734942,  2.2891753, -0.26518984, 
-1.2286651,  1.3389407, -0.74520645, 
 1.5219489, -0.051053476,  1.1639527, 
0.69489231,  1.2642967, -1.6090972, 
-1.0426614, -1.3026988, 0.74363638, 
 -1.742579, -0.54927532,  0.5136319, 
 1.7929632, -1.8108761, 0.086957812, 
 1.3855888, -1.7113925, -1.3986956, 
-1.5511773, 0.003710696, -0.57779005, 
-2.5089777, -1.2077726, 0.098148699, 
 0.8051858, 0.17078779, -0.29491893, 
-1.8520593, -1.2807856,  1.4621136, 
 1.5539671, -0.62861199, -1.3433124, 
-2.5451014, -0.39983904,  1.0568966, 
-2.1305791,  1.1966496, -2.5398071, 
-0.62306865,   1.642576,  0.2482849, 
